,Unnamed: 0,Unnamed: 0.1,Artist,Genres,Followers,Popularity,Songs,Length
899,2166,2166,Dale Clevenger,['classical horn'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
904,2181,2181,Dan Daniel,"['canadian contemporary r&b', 'pop']",44410543,100,"['Peaches (feat. Daniel Caesar & Giveon)', 'Hold On', 'Anyone', 'Holy (feat. Chance The Rapper)', 'Lonely (with benny blanco)', 'Stuck with U (with Justin Bieber)', 'Monster (Shawn Mendes & Justin Bieber)', '10,000 Hours (with Justin Bieber)', 'As I Am (feat. Khalid)', 'Unstable (feat. The Kid LAROI)']",10
908,2194,2194,Dance Gavin Dance,"['metalcore', 'pixie', 'sacramento indie', 'screamo', 'swancore']",494441,69,"['We Own The Night', 'Uneasy Hearts Weigh The Most', 'Death Of A Strawberry', 'Lyrics Lie', 'Prisoner', 'Inspire The Liars', 'Son of Robot', 'Chucky vs. The Giant Tortoise', 'Care', ""Strawberry's Wake""]",9
910,2196,2196,Dani,"['canadian contemporary r&b', 'pop']",44410543,100,"['Peaches (feat. Daniel Caesar & Giveon)', 'Hold On', 'Anyone', 'Holy (feat. Chance The Rapper)', 'Lonely (with benny blanco)', 'Stuck with U (with Justin Bieber)', 'Monster (Shawn Mendes & Justin Bieber)', '10,000 Hours (with Justin Bieber)', 'As I Am (feat. Khalid)', 'Unstable (feat. The Kid LAROI)']",10
911,2197,2197,Dani Vars,['french classical piano'],550058,70,"['Gymnopédie No. 1', 'Gnossienne No. 1', 'Satie / Orch. Ducros: Gymnopédie No. 1', 'Gnossienne: No. 1', 'Première Gymnopédie', 'Enfantillages pittoresques: II. Berceuse', '3 Gymnopédies: No. 1 in D Major: Lent et douloureux', '3 Gymnopédies: No. 1, Lent et douloureux', '3 Gymnopédies: No.1 Lent et douloureux', 'Gnossienne No.1 (Arr. Kleynjans)']",10
913,2200,2200,Daniel Barenboim,"['classical', 'classical performance', 'israeli classical piano', 'orchestral performance']",2364984,77,"['Nocturne No.2 In E Flat, Op.9 No.2', 'Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.', 'Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1', 'Nocturne, Op. posth. in C-Sharp Minor: Lento', '24 Préludes, Op. 28: No.4 in E minor - Largo', 'Nocturne No. 19 in E Minor, Op. 72, No. 1', 'Waltz in C-sharp minor, Op. 64 No. 2', 'Nocturne No.1 In B Flat Minor, Op.9 No.1', 'Nocturne No.6 In G Minor, Op.15 No.3', 'Waltz No.19 in A minor, Op.posth.']",10
914,2203,2203,Daniel Caesar,"['canadian contemporary r&b', 'pop']",44410543,100,"['Peaches (feat. Daniel Caesar & Giveon)', 'Hold On', 'Anyone', 'Holy (feat. Chance The Rapper)', 'Lonely (with benny blanco)', 'Stuck with U (with Justin Bieber)', 'Monster (Shawn Mendes & Justin Bieber)', '10,000 Hours (with Justin Bieber)', 'As I Am (feat. Khalid)', 'Unstable (feat. The Kid LAROI)']",10
915,2206,2206,Daniel Harding,['orchestral performance'],688196,66,"['Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major', 'Hungarian Dance No. 5 in G Minor, WoO 1 No. 5 (Orch. Schmeling)', 'Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano)', '6 Chorale Preludes, BV B 50: Herzlich tut mich verlangen, Op. 122/10', 'Symphony No. 3 in F Major, Op. 90: III. Poco allegretto', 'Hungarian Dance No.5 in G Minor, WoO 1, No.5', 'Brahms: 6 Pieces, Op. 118: II. Intermezzo in A Major', 'Fantasien op. 116: Intermezzo: Adagio', 'Danza Hungara Nº5', '16 Waltzes, Op. 39 (Version for Piano Duet): No. 15 in A-Flat Major']",10
917,2210,2210,Daniel Kandi,"['danish electronic', 'progressive house', 'progressive trance', 'progressive trance house', 'progressive uplifting trance', 'trance', 'uplifting trance']",647419,68,"['Night Light', 'Strength From Inside', 'Blue Monday', 'The Sound of Goodbye - Above & Beyond UK Edit', 'I Saw Good', 'Good For Me - ALPHA 9 Remix', 'See The End', 'Sun In Your Eyes - Spencer Brown Edit', 'Sun & Moon - Original Mix', 'Love Is Not Enough - Hybrid Minds Remix']",10
919,2213,2213,Daniel Melero,"['argentine indie', 'argentine rock', 'rock nacional']",2478396,73,"['Crimen', 'Puente', 'Adiós', 'Lago en el Cielo', 'Deja Vu', 'Cactus', 'Me Quedo Aquí', 'Cosas Imposibles', 'El Mareo', 'Magia']",10
921,2217,2217,Daniel Varsano,['french classical piano'],550058,70,"['Gymnopédie No. 1', 'Gnossienne No. 1', 'Satie / Orch. Ducros: Gymnopédie No. 1', 'Gnossienne: No. 1', 'Première Gymnopédie', 'Enfantillages pittoresques: II. Berceuse', '3 Gymnopédies: No. 1 in D Major: Lent et douloureux', '3 Gymnopédies: No. 1, Lent et douloureux', '3 Gymnopédies: No.1 Lent et douloureux', 'Gnossienne No.1 (Arr. Kleynjans)']",10
924,2221,2221,Daniil Trifonov,"['classical performance', 'classical piano', 'russian classical piano']",2364984,77,"['Nocturne No.2 In E Flat, Op.9 No.2', 'Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.', 'Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1', 'Nocturne, Op. posth. in C-Sharp Minor: Lento', '24 Préludes, Op. 28: No.4 in E minor - Largo', 'Nocturne No. 19 in E Minor, Op. 72, No. 1', 'Waltz in C-sharp minor, Op. 64 No. 2', 'Nocturne No.1 In B Flat Minor, Op.9 No.1', 'Nocturne No.6 In G Minor, Op.15 No.3', 'Waltz No.19 in A minor, Op.posth.']",10
926,2225,2225,Danna Paola,"['latin', 'latin pop', 'latin viral pop', 'mexican pop']",2990125,77,"['Nada', 'Locura', 'Desesperado (Voy A Tomar)', 'Por Fin Te Encontré', '+ (MÁS)', 'Yo Te Esperaré', 'Primera Carta', 'La Estrategia', 'Loca (feat. Cali y El Dandee)', 'Nada - Remix']",10
927,2229,2229,Danny Brown,"['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'rap', 'underground hip hop']",1756093,78,"['SUGAR', 'BUZZCUT (feat. Danny Brown)', 'BLEACH', 'COUNT ON ME', 'BANKROLL (feat. A$AP Rocky & A$AP Ferg)', 'FACE', 'NO HALO', 'CHAIN ON (feat. JPEGMAFIA)', 'THE LIGHT', 'SUGAR (Remix) [feat. Dua Lipa]']",10
929,2241,2241,Darcelys,['vintage chanson'],14914,68,"['Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Mrs Darcy - From ""Pride & Prejudice"" Soundtrack', 'The Living Sculptures Of Pemberley - From ""Pride & Prejudice"" Soundtrack', 'Georgiana - From ""Pride & Prejudice"" Soundtrack', 'Sospiri, Opus 70', 'Horn Concerto No. 4 in E Flat, K.495: III. Rondo - Allegro vivace', 'Darcy\'s Letter - From ""Pride & Prejudice"" Soundtrack', 'Vivaldi: Violin Concerto in F Minor, RV 297 ""L\'inverno"" (No. 4 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): I. Allegro non molto', 'Vivaldi: Violin Concerto in F Minor, RV 297 ""L\'inverno"" (No. 4 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Allegro']",10
930,2242,2242,Darell,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",1896673,90,"['BEBÉ', 'PAM', '4K', 'La Romana', 'Singapur', 'Singapur (Remix)', 'XOXA - Premium', 'Que Calor (feat. J Balvin & El Alfa)', 'Trap Pea', 'Coronao Now']",10
938,2265,2265,Dave Matthews,"['jam band', 'neo mellow', 'pop rock']",1501904,70,"['Crash into Me', 'Ants Marching', 'The Space Between', 'Satellite', 'You & Me', 'Where Are You Going', '#41', 'Here On Out', 'Samurai Cop (Oh Joy Begin)', 'Crush']",10
939,2266,2266,Dave Matthews Band,"['jam band', 'neo mellow', 'pop rock']",1501904,70,"['Crash into Me', 'Ants Marching', 'The Space Between', 'Satellite', 'You & Me', 'Where Are You Going', '#41', 'Here On Out', 'Samurai Cop (Oh Joy Begin)', 'Crush']",10
940,2269,2269,Daveed Diggs,['alternative hip hop'],197095,77,"['Alexander Hamilton', 'My Shot', 'The Schuyler Sisters', 'Wait for It', 'Aaron Burr, Sir', 'Guns and Ships', 'Non-Stop', 'The Room Where It Happens', 'Right Hand Man', 'Dear Theodosia']",10
944,2293,2293,David Ogden Stiers,"['disney', 'movie tunes']",22795,60,"['Be Our Guest - From ""Beauty and the Beast""/Soundtrack', 'Beauty and the Beast - From ""Beauty and the Beast"" / Soundtrack Version', 'Something There - From ""Beauty and the Beast""/Soundtrack Version', 'Nowhere to Go But Up', 'The Beautiful Briny - From ""Bedknobs and Broomsticks""/Soundtrack Version', 'Human Again', 'The Worst Pies in London', 'Substitutiary Locomotion - From ""Bedknobs and Broomsticks""/Soundtrack Version', 'A Little Priest', 'The Age Of Not Believing - From ""Bedknobs And Broomsticks"" / Soundtrack Version']",10
945,2303,2303,David Shifrin,['classical clarinet'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
946,2307,2307,David Zinman,"['classical performance', 'orchestral performance']",688196,66,"['Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major', 'Hungarian Dance No. 5 in G Minor, WoO 1 No. 5 (Orch. Schmeling)', 'Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano)', '6 Chorale Preludes, BV B 50: Herzlich tut mich verlangen, Op. 122/10', 'Symphony No. 3 in F Major, Op. 90: III. Poco allegretto', 'Hungarian Dance No.5 in G Minor, WoO 1, No.5', 'Brahms: 6 Pieces, Op. 118: II. Intermezzo in A Major', 'Fantasien op. 116: Intermezzo: Adagio', 'Danza Hungara Nº5', '16 Waltzes, Op. 39 (Version for Piano Duet): No. 15 in A-Flat Major']",10
949,2315,2315,Dayglow,"['austindie', 'indie pop', 'modern rock']",524194,74,"['Can I Call You Tonight?', 'Hot Rod', 'Close To You', 'Listerine', 'Run the World!!!', 'Woah Man', 'Something', 'Fuzzybrain', 'False Direction', 'Nicknames']",10
955,2325,2325,De Vox,"['argentine rock', 'latin metal', 'latin rock', 'rock en espanol', 'rock nacional']",1106552,85,"['La Curiosidad', 'La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix', 'Vete Pal Carajo', 'Desnudarte', 'Te Soñé', 'Lloras - Remix', 'Me Enamoré', 'Dime Que Sí', 'No Te Veo - Remix', 'No Te Quiero Ver - Remix']",10
960,2332,2332,Dead Man's Whiskey,"['modern hard rock', 'nwocr']",4737908,79,"['A Little Bit Off', 'Bad Company', 'Wrong Side of Heaven', 'Jekyll and Hyde', 'Inside Out', 'Living The Dream', 'Blue on Black', 'Wash It All Away', 'Full Circle', 'Gone Away']",10
961,2338,2338,Dean Lewis,"['australian pop', 'indie cafe pop', 'pop']",1566398,79,"['Be Alright', 'Waves', 'Half A Man', 'Falling Up', 'Used To Love (with Dean Lewis)', 'Stay Awake', '7 Minutes', 'Lose My Mind - Acoustic', 'Need You Now - Acoustic', 'Waves - Acoustic']",10
963,2344,2344,Death Stranding: Timefall,['video game music'],3686313,82,"['Can You Feel My Heart', 'Throne', 'Kingslayer (feat. BABYMETAL)', 'Parasite Eve', '1x1 (feat. Nova Twins)', 'Teardrops', 'Drown', 'Follow You', 'Happy Song', 'True Friends']",10
966,2349,2349,Deben Bhattacharya,['ethnomusicology'],35117,65,"[""The Wren Boys / Gavin's Hornpipe / Honeysuckle"", 'The Highland Set', 'Amazigh Lullaby', 'Isigunqugunqu', 'Purbeli', 'Eleanor Plunkett', 'Esashi Oiwake', 'Cry of the Dreamer', 'El Tilingo', 'Botany Bay (Arr. N. McLoughlin)']",9
968,2355,2355,Deem,['nyc rap'],33578447,90,"['Believer', 'Follow You', 'Thunder', 'Bad Liar', 'Natural', 'Demons', 'Whatever It Takes', 'Radioactive', 'Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)', 'On Top Of The World']",10
972,2365,2365,Default,"['alternative metal', 'canadian rock', 'nu metal', 'pop rock', 'post-grunge']",2900659,81,"['MORE', 'Selfish', 'POP/STARS', 'VILLAIN', 'Baby', 'Carried Away (with Madison Beer)', 'Blue', 'All Day And Night', 'Good In Goodbye', 'Hurts Like Hell (feat. Offset)']",10
974,2367,2367,Deicide,"['black metal', 'brutal death metal', 'death metal', 'florida death metal', 'metal', 'technical death metal']",883072,66,"['Crimewave', 'Vanished', 'Not In Love - Radio Version', 'Empathy', 'Untrust Us', 'Transgender', 'Char', 'Magic Spells', 'Baptism', 'Celestica']",10
975,2370,2370,Del Conte',['musica de fondo'],2256139,75,"['Basta Ya - Banda', 'Inolvidable', 'No Llega el Olvido', 'Ya Lo Sé', 'La Gran Señora', 'De Contrabando', 'Chuper Amigos', 'Por Qué No Le Calas', 'Resulta - Banda', 'Qué Me Vas a Dar']",10
977,2379,2379,Delik,['indonesian folk'],38647874,97,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']",10
978,2381,2381,Delirious?,"['ccm', 'christian alternative rock', 'christian music', 'uk worship', 'worship']",3535126,80,"['MIC Drop (Steve Aoki Remix) [Full Length Edition]', 'Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit)', 'Used To Be (feat. Wiz Khalifa)', 'Waste It On Me', 'Just Hold On', 'Azukita', 'My Way (Steve Aoki & Aloe Blacc)', 'Let It Be Me', 'Boneless', 'Mambo (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz)']",10
980,2388,2388,Demon,"['comic', 'indietronica']",33578447,90,"['Believer', 'Follow You', 'Thunder', 'Bad Liar', 'Natural', 'Demons', 'Whatever It Takes', 'Radioactive', 'Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)', 'On Top Of The World']",10
981,2389,2389,Demun Jones,"['country rap', 'redneck']",240854,65,"['Die Tonight', 'Catch Hell', 'WW2.0', 'Racism', 'Huck Fosier', 'Crossroads', 'Hooligan', 'Public Enemy', 'Clean Money', 'Ones Like Me']",10
983,2394,2394,Deniz Koyu,"['big room', 'deep big room', 'edm', 'electro house', 'german techno', 'pop edm', 'progressive electro house', 'progressive house', 'sky room']",3596308,79,"['Let Me Go (with Alesso, Florida Georgia Line & watt)', 'Midnight (feat. Liam Payne)', 'Under Control (feat. Hurts)', 'Going Dumb', 'Going Dumb (with Stray Kids)', 'Heroes (we could be)', 'Leave A Little Love', 'REMEDY', 'If I Lose Myself - Alesso vs OneRepublic', 'THE END']",10
987,2400,2400,Depth Charge,"['big beat', 'trip hop']",2154839,76,"['The Difference', 'You & Me - Flume Remix', 'Rushing Back', 'Drop The Game', 'Never Be Like You (feat. Kai)', 'Test & Recognise - Flume Re-work', 'Let You Know', 'Blue - Flume Remix', 'Say It (feat. Tove Lo)', 'Friends']",10
988,2402,2402,Dermot Kennedy,"['folk-pop', 'irish pop', 'pop']",405305,83,"['Paradise (feat. Dermot Kennedy)', 'Lose Control', 'Piece Of Your Heart', 'Piece Of Your Heart - Alok Remix', 'Born To Love (feat. SHELLS)', 'Paradise - Vintage Culture Remix', 'Lose Control - ChildsPlay & Badd Dimes Remix', 'Wild - MEDUZA Remix', 'Piece Of Your Heart - James Hype Remix', 'Paradise - Topic Remix']",10
991,2406,2406,Desire,"['future funk', 'vaporwave']",16887912,96,"['Lucid Dreams', 'Wishing Well', 'Robbery', 'All Girls Are The Same', 'Come & Go (with Marshmello)', 'Bad Boy (with Young Thug)', 'Bandit (with YoungBoy Never Broke Again)', 'Righteous', 'Hate The Other Side (with Marshmello & The Kid Laroi)', 'Reminds Me Of You']",10
1000,2423,2423,Devon Baldwin,['indie electropop'],4812140,83,"['Still Be Friends (feat. Tory Lanez & Tyga)', 'Provide (feat. Chris Brown & Mark Morrison)', 'Him & I (with Halsey)', 'Me, Myself & I', 'No Limit', 'Share That Love (feat. G-Eazy)', 'I Mean It (feat. Remo)', 'Hate The Way (feat. blackbear)', 'Moana', 'Some Kind Of Drug (feat. Marc E. Bassy)']",10
1001,2431,2431,Diana King,['reggae fusion'],5019320,93,"['What You Know Bout Love', 'For The Night (feat. Lil Baby & DaBaby)', 'Hello (feat. A Boogie Wit da Hoodie)', 'Dior', 'Mood Swings (feat. Lil Tjay)', 'AP - Music from the film Boogie', 'The Woo (feat. 50 Cent & Roddy Ricch)', 'Invincible', 'Element', 'Got It On Me']",10
1002,2435,2435,Dice Raw,"['philly rap', 'wrestling']",1031400,66,"['You Got Me', 'The Seed (2.0)', 'What They Do', 'The Fire', 'Mellow My Man', 'Wake up Everybody (feat. Common & Melanie Fiona)', 'Guns Are Drawn', 'Right On', 'My Shot (feat. Busta Rhymes, Joell Ortiz & Nate Ruess) - Rise Up Remix', 'Little Ghetto Boy (feat. Black Thought)']",10
1003,2439,2439,Dick Van Dyke,"['hollywood', 'movie tunes', 'show tunes']",89385,62,"['Stay Awake - From ""Mary Poppins""/Soundtrack Version', 'Do-Re-Mi', 'A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version', 'Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version', 'My Favorite Things', 'Chim Chim Cher-ee - From ""Mary Poppins""/Soundtrack Version', 'The Lonely Goatherd', 'Edelweiss - Reprise', 'Your Crowning Glory', 'Prelude / The Sound Of Music - Medley']",10
1009,2451,2451,Dieter Zechlin,['german classical piano'],818657,67,"['Minuet in A Major, D. 334', 'Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)', 'Serenade', 'Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez)', '4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto', '4 Impromptus, Op. 90, D. 899: No. 3 in G-flat major', 'Frühlingsglaube (Arr. Franz Liszt)', 'Schwanengesang, D. 957: Ständchen ""Leise flehen meine Lieder""', 'Ave Maria, D. 839', 'Impromptus, D 899, Op. 90: III. Andante']",10
1011,2462,2462,Dilraj Kaur,['classic bollywood'],1964300,65,"['Radha Kaise Na Jale', 'Chura Liya Hai Tumne Jo Dil Ko (From ""Yaadon Ki Baaraat"")', 'Janu Meri Jaan - Shaan / Soundtrack Version', 'Kisi Nazar Ko Tera Intezar', 'O Haseena Zulfonwale Jane Jahan (From ""Teesri Manzil"")', 'Ajnabi Mujhko Itna Bata', 'Le Gayi', 'Ek Main Aur Ek Tu', 'Zara Sa Jhoom Loon Main', 'Yeh Vaada Raha - Yeh Vaada Raha / Soundtrack Version']",10
1014,2477,2477,Dio,"['melodic rap', 'pop rap']",5019320,93,"['What You Know Bout Love', 'For The Night (feat. Lil Baby & DaBaby)', 'Hello (feat. A Boogie Wit da Hoodie)', 'Dior', 'Mood Swings (feat. Lil Tjay)', 'AP - Music from the film Boogie', 'The Woo (feat. 50 Cent & Roddy Ricch)', 'Invincible', 'Element', 'Got It On Me']",10
1015,2478,2478,Diomedes Diaz,"['cumbia', 'musica popular colombiana', 'vallenato']",1780118,63,"['Tú Eres La Reina', 'Ilusiones', 'Amarte Mas No Pude', 'Sin Medir Distancias', 'Asi Me Hizo Dios', 'La Suerte Esta Echada', 'La Plata', 'Ven Conmigo', 'Fantasia', 'A Un Cariño Del Alma']",10
1016,2479,2479,Dion,"['canadian pop', 'dance pop']",31383355,96,"['Dynamite', 'Life Goes On', 'Film out', 'Boy With Luv (feat. Halsey)', 'Blue & Grey', 'Savage Love (Laxed – Siren Beat) [BTS Remix]', 'Telepathy', 'Fly To My Room', 'ON', 'Dis-ease']",10
1017,2482,2482,Diplo,"['bmore', 'edm', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",2374004,87,"['Genius (feat. Sia, Diplo, and Labrinth)', 'Looking For Me', 'Heartless (feat. Morgan Wallen)', 'On My Mind', 'Electricity (with Dua Lipa)', 'Where Are Ü Now (with Justin Bieber)', 'Daylight', 'Dance with Me (feat. Thomas Rhett & Young Thug)', 'Blastoff (feat. Juice Wrld & Trippie Redd)', 'Thunderclouds (feat. Sia, Diplo, and Labrinth)']",10
1022,2490,2490,Discharge,"['crossover thrash', 'crust punk', 'd-beat', 'hardcore punk', 'punk', 'thrash core']",1117754,61,"['Madhouse', 'Got The Time', 'Bring The Noise', 'Caught In A Mosh', 'Indians', 'Only', 'Bring Tha Noize', 'Antisocial', 'I Am The Law', 'Among The Living']",10
1024,2492,2492,Disclosure,"['house', 'pop', 'uk dance']",13702553,92,"['lovely (with Khalid)', 'As I Am (feat. Khalid)', 'Silence', 'Be Like That - feat. Swae Lee & Khalid', 'Young Dumb & Broke', 'Beautiful People (feat. Khalid)', 'Know Your Worth', 'Location', '8TEEN', 'Eastside (with Halsey & Khalid)']",10
1025,2493,2493,Disco Fries,"['deep big room', 'deep tropical house', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house']",432997,64,"['Get Up (Rattle)', 'Devotion - 2020 Remix', 'Rattle', 'Forever Love (feat. Viiq)', 'Freaking Me Out - Bingo Players Remix', 'Devotion 2020 (feat. Fafaq) - Will Sparks Remix', 'Brighter Days', 'Cry (Just a Little)', 'Body Rock', 'Attention - Bingo Players Remix']",10
