,Unnamed: 0,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,songs,followers,Popularity Score,Artist ID,Image URL
10135,10135,Los Tucanes De Tijuana,0.2241674418604653,0.7606511627906974,180614.5348837209,0.6098837209302322,0.0007470704651162,0.1409488372093023,-6.340325581395347,0.0439651162790697,134.32902325581395,0.9118372093023256,48.3953488372093,7,1,86,"['corrido', 'norteno', 'ranchera', 'regional mexican']","['El Amor Soñado', 'Amor Platónico', 'Mis Tres Viejas', 'La Chona', 'El Centenario', 'El Tucanazo', 'Mundo De Amor', 'Secuestro De Amor', 'Espejeando', 'Mis Tres Animales']",1168759,76,014WIDx7H4BRCHB1faiisK,https://i.scdn.co/image/c37487d11ef0cc19da91bb8c615fe322b26c09a1
7224,7224,Héctor Lavoe,0.5647930555555556,0.5954305555555556,304646.56944444444,0.7082152777777777,0.0256625631944444,0.1542930555555556,-6.499374999999998,0.0522770833333333,108.22979861111116,0.8186388888888886,39.29861111111112,0,1,144,"['latin jazz', 'salsa', 'salsa puertorriquena', 'tropical']","['El Cantante', 'El Día De Mi Suerte', 'La Murga', 'Periódico De Ayer', 'Aguanile', 'Juanito Alimaña', 'Ché Ché Colé', 'Triste Y Vacía', 'Todo Tiene Su Final', 'Calle Luna Calle Sol']",1004011,66,7opp16lU7VM3l2WBdGMYHP,https://i.scdn.co/image/ab67616d0000b273d401ded855f7fd747f0de19f
8499,8499,Jossie Esteban y La Patrulla 15,0.6579999999999999,0.643,285700.0,0.8045,0.0043,0.2675,-11.9465,0.08545,151.615,0.8859999999999999,37.5,3,1,4,['merengue'],"['El Cantinero', 'El Tigueron', 'El Moreno Esta', 'El Meneito', 'Se Me Murio El Canario', 'Solo Se Que Fue En Marzo', 'Cogele Confianza', 'Patrulla Hits Mix - Remix', 'El Tigueron', 'Ya No Puedo Seguir']",29244,34,0VpcWRPcfKxjqNIs82pPpb,https://i.scdn.co/image/ab67616d0000b273bd04fd7b6e31feec6cf1ba9e
13773,13773,Revolver Cannabis,0.166,0.718,223560.0,0.7190000000000001,0.0,0.27,-8.763,0.0536,113.174,0.969,60.0,3,1,2,"['corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican']","['El De Los Lentes Carrera (Bonus Track)', 'Niña Bien', 'Felix Gallardo', 'Aquí Llueven Los De A Cien', 'La Caída del Chikillo', 'Cuento Chino', 'El Señor de la 5-7', 'Iban Por El Del Sombrero', 'El Sicario de Dios (El Sicario y Ramón)', 'Del Negociante']",579880,64,7a3g8JUF8iipgP1BCEsm4I,https://i.scdn.co/image/1b778d15e18a8f6c710a6e6bd85cb7a6a33175f6
11563,11563,Molina,0.0217,0.581,233375.0,0.5329999999999999,0.00539,0.259,-8.433,0.0274,87.01700000000002,0.466,64.0,4,0,1,"['chicha', 'cumbia', 'cumbia salvadorena']","['El Diario De Un Borracho', 'Cumbia Sampuesana', 'Fiesta Cumbiambera', 'La Campanera', 'La Negra Caderona', 'Cumbia Cienaguera', 'La Cumbia Rebaja', 'La Cumbia Sampuesana Y La Cumbia Cienaguera', 'La Pollera Colora', 'La Gorra']",160122,58,0vpwDjHfD1T65OcmvpcF0S,https://i.scdn.co/image/4c9c48e55aa987404a1efa9113ec012fa23ba308
17349,17349,Titan,0.236,0.462,204628.0,0.969,0.000305,0.511,-3.745,0.118,154.909,0.0848,0.0,1,0,1,"['corrido', 'deep regional mexican', 'latin hip hop', 'norteno', 'nuevo regional mexicano', 'regional mexican']","['El Enamorado', 'El Prostipirugolfo', 'Tubo Que Tuvo Tuvo', 'Agua De Té', 'Hoy Es Mi Cumpleaños', 'El Afortunado', 'El Borracho', 'Camarón Caramelo', 'El Loco', 'Salucita De La Buena']",629688,60,3wGRXHdFCbyHhyVbdAWNrd,https://i.scdn.co/image/55dee18d5b5d3bcbcc4fd998e63683b264926cfa
13993,13993,Roberto Carlos,0.4222916666666666,0.5581944444444443,215261.11111111112,0.4304861111111113,0.0335284616666666,0.2046055555555554,-12.716944444444444,0.0462944444444444,121.63880555555548,0.6768611111111109,39.888888888888886,11,1,72,"['jovem guarda', 'mpb']","['El Gato Que Está Triste y Azul - Un Gato Nel Blu', 'Cama e Mesa - Versão Remasterizada', 'Amigo', 'Detalles (Detalhes)', 'Camionero (Caminhoneiro) [Gentle On My Mind]', 'Amada Amante', 'Esse Cara Sou Eu', 'Chegaste', 'Amante a la Antigua', 'Que Será de Ti (Como Vai Você)']",2736194,72,7fAKtXSdNInWAIf0jVUz65,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c
10676,10676,Marca MP,0.4245,0.6745000000000001,220899.5,0.4555,0.0,0.2125,-6.864000000000001,0.06665,126.535,0.7679999999999999,73.0,10,1,4,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']","['El Güero (Feat. Marca MP)', 'Ya Acabo', 'Te Apuesto - En vivo', 'Mil Gracias Por Existir', 'Yo Te Necesito - En vivo', 'El Güero - En vivo', 'Me Estoy Enamorando - en Vivo', 'Te Apuesto', 'Que Fue Lo Que Paso', 'Acá en Guanajuato']",388169,76,44mEtidu0VdRkIqO4IbkNa,https://i.scdn.co/image/d5ac80c5efc0a5183efb54aa8485e463d3e4a0c1
8125,8125,Joe Cuba Sextet,0.795703703703704,0.6204074074074074,208628.40740740747,0.5509259259259259,0.0210648948148148,0.1870333333333333,-11.030333333333331,0.0536296296296296,118.58592592592592,0.7093703703703703,32.592592592592595,0,1,27,"['boogaloo', 'latin jazz', 'salsa', 'salsa international']","['El Ratón', 'Mujer Divina', 'Bang! Bang!', ""El Pito (I'll Never Go Back To Georgia)"", 'Mujer Divina', 'Cachondea', 'Aunque Tú', 'La Palomilla', 'Bochinchosa', 'Quisiera Yo Tener']",39000,49,7glnjTMVq4r8iNugFbuIqj,https://i.scdn.co/image/ab67616d0000b2734e6b2430b4a5907b1abfa529
12524,12524,"Osmani Garcia ""La Voz""",0.12,0.8690000000000001,249800.0,0.691,0.0,0.102,-6.872000000000001,0.192,95.019,0.875,62.0,7,1,2,['cubaton'],"['El Taxi', 'Tu Si Bailas (with Flo Rida) - Afro Trap Brazil Remix', 'Bumper (with Dayami La Musa)', 'Baila Toma', 'Cubaton', 'Rumbon', 'Tu Si Bailas (with Flo Rida) - Latin Zumba Mix', 'Flotando', 'Sacúdete la Arena - DJ Francis Samba Remix', 'Don Tont Tell']",104282,53,37G8DfNgO4mQ3PKh5droSo,https://i.scdn.co/image/ec1f517d7a257afedd6909060e6024080059b93b
6625,6625,Grupo G,0.141,0.8945000000000001,190826.5,0.6875,0.00245,0.1335,-6.7395,0.04485,95.021,0.618,51.5,6,0,4,"['corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']","['El Tóxico', 'El Güero (Feat. Marca MP)', 'El Roto - En Vivo', 'Cada Vez Te Extraño Más', 'El Amor No Fue Pa´ Mí - En Vivo', 'Gracias - En Vivo', 'Pideme - En Vivo', 'El Mundo a Tus Pies', 'Se Veía Venir', 'Amor Borrachito']",2235143,83,1dKdetem2xEmjgvyymzytS,https://i.scdn.co/image/6f74c81fd9da433ab8f14da39c238b6b234e736b
2665,2665,Carin Leon,0.482,0.6745,167774.5,0.4915000000000001,0.0,0.15225,-4.5935,0.0867999999999999,108.759,0.865,76.0,11,1,4,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']","['El Tóxico', 'Me La Avente', 'Tú', 'El Amor De Tu Vida', 'CAMBIA!', 'Si Tu Amor No Vuelve - Live', 'La Farsante', 'Amor Borrachito', 'Te Vi Con El', 'Como Duele Equivocarse']",1746707,81,66ihevNkSYNzRAl44dx6jJ,https://i.scdn.co/image/aaf5fa2c9640e23078c76561ef7b631127fb4c2f
12364,12364,Olga Tañón,0.2841999999999999,0.7415999999999999,379439.8,0.7282,2.446800000000001e-05,0.1172599999999999,-7.471999999999999,0.04878,133.43540000000002,0.8011999999999999,45.0,8,0,10,"['latin', 'puerto rican pop', 'tropical']","['El Ultimo Adiós - Varios Artistas Version', 'Cómo Olvidar - Versión 2021', 'Es Mentiroso', 'Como Olvidar - Merengue Versión', 'Mi Eterno Amor Secreto', 'La Gran Fiesta', 'Flaca O Gordita', 'Todo Pasará', 'Todo Lo Que Sube Baja', 'Muchacho malo']",485468,61,4pv1Jo4PbYI8LMADJoTWjE,https://i.scdn.co/image/a7e2416c74e67e28f7fb52a643a0148911e370df
17895,17895,Vargas de Tecalitlan,0.436,0.481,498640.0,0.149,0.0,0.145,-17.132,0.0471,124.802,0.509,37.0,0,1,2,"['mariachi', 'ranchera']","['El son de la negra', 'Huapango de Moncayo', 'Yo Se Que Te Acordaras', 'Cielito Lindo', 'El Mariachi Loco', 'La Malagueña', 'Prometo', 'Somos Novios', 'Guadalajara', 'El Milagro de Tus Ojos']",282821,59,0JTujDbHVqhWAGl06aaW78,https://i.scdn.co/image/fb92dcbac213b3258e4ea0c6757f02e64a3d16fb
12103,12103,Nicole,0.376,0.76,267093.0,0.4579999999999999,0.000229,0.143,-8.834,0.19,84.08,0.581,45.0,7,1,1,"['dance pop', 'electropop', 'europop', 'pop dance', 'post-teen pop']","['Ella No Es Tuya - Remix', 'Mamichula - con Nicki Nicole', 'Verte', 'No Toque Mi Naik', 'Nicki Nicole: Bzrp Music Sessions, Vol. 13', 'Colocao', 'Venganza', 'Mala Vida', 'Plegarias', 'Plegarias - Acústico Premios Gardel 2020']",1331950,82,2UZIAOlrnyZmyzt1nuXr9y,https://i.scdn.co/image/a5f4ce02d179a6f41fc4304df4e72fc20c56f06c
5180,5180,Eno,0.9076,0.3214200000000001,252138.8,0.14358,0.8981999999999999,0.0873799999999999,-20.9872,0.03984,122.33400000000002,0.04986,30.2,11,1,10,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'dance rock', 'electronica', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism']","['Emerald and Stone', 'An Ending (Ascent) - Remastered 2005', 'By This River - 2004 Digital Remaster', 'Spinning Away', 'Deep Blue Day - Remastered 2005', 'Against The Sky - 2005 Digital Remaster', 'The Big Ship - 2004 Digital Remaster', '1/1 - Remastered 2004', 'Signals - Remastered 2005', 'A Stream With Bright Fish - 2005 Digital Remaster']",503074,65,7MSUfLeTdDEoZiJPDSBXgi,https://i.scdn.co/image/1068dadfb18122d709253d8aac9a10e2b1ad08d7
8504,8504,José José,0.6326208955223878,0.4538059701492537,226249.94029850743,0.4317014925373132,0.0042455873134328,0.2039567164179104,-11.35531343283583,0.0363343283582089,119.97588059701496,0.4005373134328359,46.61194029850746,9,1,134,"['latin pop', 'puerto rican pop']","['En Peligro de Extinción', 'El Amor de Mi Vida', 'Escondidos', 'Después de Ti, ¿Quién?', 'Disfruté Engañarte', 'Llamada Perdida', 'Lo Que Nunca Será', 'Hombre Libre', 'En la Sierra y la Ciudad (La China)', 'Yo Te Prefiero a Ti - Versión Banda']",3058829,73,49EE6lVLgU8sp7dFgPshgM,https://i.scdn.co/image/f6d6542c85546593859d3e19be165b73f5847cda
9292,9292,La Adictiva Banda San José de Mesillas,0.48925,0.7330000000000001,217676.25,0.52,1.6052500000000006e-05,0.132375,-4.424500000000001,0.033225,127.01025,0.8399999999999999,59.0,2,1,8,"['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican']","['En Peligro de Extinción', 'El Amor de Mi Vida', 'Escondidos', 'Después de Ti, ¿Quién?', 'Disfruté Engañarte', 'Llamada Perdida', 'Lo Que Nunca Será', 'Hombre Libre', 'En la Sierra y la Ciudad (La China)', 'Yo Te Prefiero a Ti - Versión Banda']",3058829,73,49EE6lVLgU8sp7dFgPshgM,https://i.scdn.co/image/f6d6542c85546593859d3e19be165b73f5847cda
4326,4326,Diana Ross,0.3797676190476188,0.5410793650793649,247546.1031746032,0.6167523809523816,0.0131247981746031,0.2851277777777779,-8.942349206349201,0.0832761904761904,112.96804761904764,0.5852206349206347,34.682539682539684,5,1,126,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']","['Endless Love - From ""The Endless Love"" Soundtrack', ""I'm Coming Out"", 'Upside Down', 'You Are Everything', 'Chain Reaction', ""Ain't No Mountain High Enough - Edit Version"", ""It's My House"", 'The Boss', 'Stop, Look, Listen (To Your Heart)', ""Theme From Mahogany (Do You Know Where You're Going To) - Single Version""]",1267424,71,3MdG05syQeRYPPcClLaUGl,https://i.scdn.co/image/c69aa874ada7a686cc2b2651ae11c77a7c63808e
11005,11005,Maupi,0.9639090909090908,0.6013636363636364,190204.7272727273,0.6130909090909092,1.5363636363636362e-05,0.3943636363636363,-12.429818181818185,0.8591818181818183,81.6779090909091,0.6706363636363636,0.0,8,1,11,"['avant-garde jazz', 'free jazz', 'jazz funk']","['Ensenada', 'It Remains To Be Seen', 'Past + Present = Future', 'Mappo', 'The Jewel In The Lotus', 'Excursion', 'Winds Of Change', 'Water Torture', 'Past Is Past', 'Afternoon Of A Georgia Faun']",4642,32,2mv4xHxofvyWTp2ViBqgZb,https://i.scdn.co/image/d706d6cd6cc5c96d5c2d3392de6adf1ef21a5645
11191,11191,Metallica,0.0206151670697674,0.3668744186046509,365244.7534883722,0.8980883720930234,0.2430005486511625,0.3286111627906973,-6.466288372093014,0.0987125581395348,124.80754418604656,0.3449823255813951,39.68837209302325,4,1,430,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']","['Enter Sandman', 'Nothing Else Matters', 'Master of Puppets (Remastered)', 'The Unforgiven', 'Whiskey In The Jar', 'One (Remastered)', 'Sad But True', 'For Whom The Bell Tolls (Remastered)', 'Fade To Black (Remastered)', 'Seek & Destroy (Remastered)']",17497379,85,2ye2Wgw4gimLv2eAKyk1NB,https://i.scdn.co/image/5a06711d7fc48d5e0e3f9a3274ffed3f0af1bd91
10698,10698,Marcos Valle,0.5889333333333332,0.6542666666666669,198362.6,0.5365333333333333,0.1235845466666666,0.11956,-11.110666666666663,0.0429933333333333,120.2304,0.6963333333333334,32.46666666666667,5,0,30,"['bossa nova', 'brazilian boogie', 'mpb']","['Estrelar', 'Pequenas Alegrias da Vida Adulta', 'So Nice (Summer Samba)', 'Tudo De Você', 'Mentira (Chega De Mentira)', 'Fogo do Sol', 'Água de Coco', 'Nova Bossa Nova', 'Samba De Verão', 'Viola Enluarada']",63402,56,5I0EPnV9gwrZYTbScjnaOk,https://i.scdn.co/image/094875995ae002af7413ec82b7b3ce1a269d5757
5940,5940,Free Nationals,0.4833333333333333,0.6046666666666667,227057.0,0.6589999999999999,0.000137,0.1666666666666666,-6.874666666666667,0.2210666666666666,100.17566666666666,0.638,65.0,5,0,3,"['alternative r&b', 'indie soul']","['Eternal Light', 'Time', 'Beauty & Essex', 'On Sight', 'Gidget', 'Shibuya', 'Apartment', 'The Rivington', 'Photo ID - Free Nationals Remix', 'RENE']",138596,65,4596e2d3KmYzAeVenjCxfj,https://i.scdn.co/image/3de4b6089a25512c5d00d56ef0701aa94f23b84b
14052,14052,Rodney-O & Joe Cooley,0.001476,0.8165,249700.0,0.3345,1.7199999999999998e-05,0.2689999999999999,-15.138,0.1905,135.986,0.5865,30.0,7,1,4,"['electro', 'miami bass']","['Everlasting Bass', ""U Don't Hear Me Tho' - Street Mix"", 'This Is For The Homies', 'Cooley High', 'Oldie But Goodie', 'Nobody Disses Me', 'Humps For The Boulevard', 'Dose Of Dope', 'Get Ready To Roll', ""Let's Have Some Fun""]",10213,31,7vmYkpbvGnUuJGhzHD0Hu2,https://i.scdn.co/image/f1bf2b6d3ec1c0f62de30d2383f49c24fe3cdebe
5747,5747,Foo Fighters,0.0664617246031746,0.4183650793650794,246276.39682539683,0.8198730158730152,0.1122432180952381,0.212279365079365,-5.879714285714289,0.0540698412698412,137.49977777777778,0.3938650793650792,53.53968253968254,9,1,126,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']","['Everlong', 'The Pretender', 'Best of You', 'Learn to Fly', 'All My Life', 'My Hero', 'Everlong - Acoustic Version', 'Walk', 'Monkey Wrench', 'Times Like These']",8658789,81,7jy3rLJdDQY21OgRLCZ9sD,https://i.scdn.co/image/bbdf2bc486fde7c370e14ced32702157a5e24b32
13183,13183,Poison,0.0586294285714285,0.5098285714285713,227131.65714285715,0.9039428571428572,0.0226312637142857,0.2232457142857142,-3.4714571428571435,0.0619914285714285,133.58302857142854,0.5282571428571432,40.85714285714285,1,1,70,"['album rock', 'glam metal', 'hard rock', 'rock']","['Every Rose Has Its Thorn - Remastered 2003', ""Nothin' But A Good Time - Remastered 2006"", 'Unskinny Bop', 'Talk Dirty To Me', 'Fallen Angel - Remastered', 'Something To Believe In - Remastered', ""I Won't Forget You - Remastered"", ""Your Mama Don't Dance"", 'Ride The Wind', 'Life Goes On - Remastered']",2302303,68,1fBCIkoPOPCDLUxGuWNvyo,https://i.scdn.co/image/70ed0b201cafa20fc3e3cb30a916f91adbb604ed
17742,17742,U-Roy,0.0493,0.7444999999999999,206966.5,0.4305,0.018401535,0.08245,-10.970000000000002,0.13005,80.83050000000001,0.627,34.5,0,1,4,"['funk', 'jazz funk', 'soul', 'soul jazz']","['Everybody Loves The Sunshine', 'Running Away - 12-Inch Long Version', 'The Third Eye', 'Lifeline', 'Tongue Power', 'We Live In Brooklyn, Baby', 'Running Away', 'Keep On Walking', 'Vibrations', 'Hey, Uh, What You Say Come On']",84000,55,3WbeZvDk1COiO2dEokZqn7,https://i.scdn.co/image/ab67616d0000b273df636d19d4b1759a55490d43
15993,15993,Tears For Fears,0.2085032692307693,0.5194134615384615,312480.1153846154,0.734788461538461,0.1481041038461538,0.2935548076923078,-9.877855769230774,0.0413538461538461,115.0676826923077,0.5064923076923077,41.78846153846154,7,1,104,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']","['Everybody Wants To Rule The World', 'Shout', 'Woman In Chains', 'Head Over Heels - Dave Bascombe 7"" N.Mix', 'Mad World', 'Sowing The Seeds Of Love', 'Break It Down Again', 'Advice For The Young At Heart', 'Head Over Heels / Broken', 'Pale Shelter - 2nd Single Version']",1955005,74,4bthk9UfsYUYdcFyqxmSUU,https://i.scdn.co/image/bc544c27be5e8b1f6b555ee3e9ad14e4be972a18
7789,7789,Jay Electronica,0.0336,0.49,331440.0,0.818,0.0,0.3779999999999999,-11.976,0.251,81.94200000000002,0.3339999999999999,55.0,5,0,2,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'psychedelic hip hop', 'rap', 'southern hip hop', 'underground hip hop']","['Exhibit C', 'The Blinding feat. Travis Scott', 'A.P.I.D.T.A.', 'Fruits Of The Spirit', 'Ghost Of Soulja Slim', 'Exhibit A (Transformations)', 'Universal Soldier', 'Shiny Suit Theory feat. The-Dream', 'Love Galaxy', 'The Neverending Story']",205175,58,0TkqXdyWLsssJH7okthMPQ,https://i.scdn.co/image/c3bcf62d8beca162a42d9042ebc6dfd544abe122
10255,10255,Ludovico Einaudi,0.9753043478260872,0.2558260869565217,340659.7826086957,0.1087695652173913,0.8925217391304352,0.0948826086956521,-24.3771304347826,0.0510043478260869,127.96643478260869,0.0713652173913043,43.08695652173913,2,1,23,"['bow pop', 'compositional ambient', 'neo-classical']","['Experience', 'Nuvole Bianche', 'Una Mattina', 'Primavera', 'I Giorni', 'Fly', 'Le Onde', 'Circles (based on Ludovico Einaudi ""Experience"")', 'Ascent - Day 1', 'Divenire']",2230302,82,2uFUBdaVGtyMqckSeCl0Qj,https://i.scdn.co/image/7ea6611df2ce852be5e20d2c3bb17b09674583a3
7467,7467,Ital,1.82e-05,0.723,368788.0,0.913,0.853,0.381,-6.7929999999999975,0.047,142.981,0.0677,0.0,11,0,1,"['chamber orchestra', 'classical performance', 'string orchestra']","['Experience', 'Run', 'Burning', 'Life', 'Lux aeterna: 1. Introitus', 'Lux aeterna: 3. O nata lux', 'Rossini: Otello, Act 2: ""Ah! vieni, nel tuo sangue vendicherò le offese"" (Otello, Rodrigo)', 'Rossini: Il barbiere di Siviglia, Act 1: ""All\'idea di quel metallo"" (Figaro, Almaviva)', 'Ave Maria Op.52 No. 6', 'Rossini: Le siège de Corinthe, Act 3: ""Céleste providence"" (Cléomène, Néoclès, Pamyra)']",3271,71,1k1AM2ESRQseVAj6rvBdtx,https://i.scdn.co/image/ab67616d0000b273e6cce1c921e278960668db73
16438,16438,The E Street Band,0.25,0.5,291893.0,0.938,8.98e-05,0.968,-9.635,0.0506,93.854,0.326,53.0,2,1,2,"['funk', 'soul', 'southern soul']","['Express Yourself', 'Do Your Thing', 'Comment - If All Men Are Truly Brothers', 'Express Yourself - Mono; Single Version', ""Papa's Got a Brand New Bag"", 'The Joker - On a Trip Thru the Jungle', 'Express Yourself - Mocean Worker Remix', 'What Can You Bring Me', 'A Dance, a Kiss and a Song', 'I Got Love']",23438,50,2t0kaaDtGZtmpczIAMaVTQ,https://i.scdn.co/image/badb27a6af54d45c3a9b4c55b9a56fcc5c8bbea3
15835,15835,T Street Band,0.29901,0.5855,443601.5,0.8059999999999999,0.00172,0.2575,-4.2625,0.05695,131.2355,0.619,0.0,11,1,4,"['funk', 'soul', 'southern soul']","['Express Yourself', 'Do Your Thing', 'Comment - If All Men Are Truly Brothers', 'Express Yourself - Mono; Single Version', ""Papa's Got a Brand New Bag"", 'The Joker - On a Trip Thru the Jungle', 'Express Yourself - Mocean Worker Remix', 'What Can You Bring Me', 'A Dance, a Kiss and a Song', 'I Got Love']",23438,50,2t0kaaDtGZtmpczIAMaVTQ,https://i.scdn.co/image/badb27a6af54d45c3a9b4c55b9a56fcc5c8bbea3
14207,14207,Rubby Pérez,0.4222,0.5257999999999999,248157.8,0.5098,6.643e-05,0.1593999999999999,-16.583399999999994,0.0395,127.0948,0.8606,37.6,0,0,10,"['dominican pop', 'merengue', 'tropical']","['Extrañándote', 'Tu Vas a Volar', 'Y No Voy a Llorar', 'Sobrevivire', 'Asi No Te Amara Jamas', 'Locamente Enamorado', 'Sin Verte', 'Te Regalo Amores', 'Volvere', 'Tonto Corazon']",41702,47,0hrEx5826hgRBMESGY9wXC,https://i.scdn.co/image/ab67616d0000b273cc451465bcb97722a3b33667
16118,16118,The Alan Parsons Project,0.3927394366197183,0.5532816901408452,269880.5070422535,0.5159309859154934,0.1689300135211268,0.1818957746478872,-11.297352112676052,0.0391901408450704,116.88325352112676,0.4183422535211265,38.46478873239437,2,1,142,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']","['Eye In The Sky', 'Sirius - Chicago Bulls Theme Song', 'Old and Wise', ""Don't Answer Me"", 'Time', 'Games People Play', ""I Wouldn't Want to Be Like You"", 'Mammagamma - Instrumental', 'The Turn Of A Friendly Card (Part One) - Part 1', 'The Raven - 1987 Remix']",949502,66,2m62cc253Xvd9qYQ8d2X3d,https://i.scdn.co/image/3e90d18b7375a0e78340d23f72822646c4cc3b70
18425,18425,Workout Music Tv,0.00928,0.6743333333333333,300623.0,0.8890000000000001,0.000915,0.2106666666666666,-6.017,0.0536,134.33,0.8166666666666668,3.0,7,0,6,['workout product'],"['Eye Of The Tiger - Workout Remix', ""I'm An Albatraoz - Workout Remix"", 'The Bad Touch - Workout Remix', 'Like A Prayer - Tabata Remix', 'Someone You Loved - Tabata Remix', 'Senorita - Tabata Remix', 'Easy Lady - Tabata Remix', 'Eye Of The Tiger - Tabata Remix', 'Gloria - Tabata Remix', 'Self Control - Tabata Remix']",44529,57,0k5KeG8St6LiePh5blOwwl,https://i.scdn.co/image/4d18c24e95ae0295d2c97ee9d5183032c7577584
16473,16473,The Fall of Troy,0.0006309999999999,0.226,237680.0,0.8909999999999999,9.75e-06,0.225,-5.5310000000000015,0.0702,167.87599999999995,0.511,58.0,9,0,2,"['nintendocore', 'post-hardcore', 'progressive post-hardcore', 'screamo', 'swancore']","['F.C.P.R.E.M.I.X.', 'Mouths Like Sidewinder Misssles', 'Chain Wallet, Nike Shoes', 'Act One, Scene One', ""I Just Got This Symphony Goin'"", '""You Got A Death Wish, Johnny Truant?""', 'Knife Fight at the Mormon Church', 'The Dark Trail', 'The Hol[ ]y Tape...', 'Laces Out, Dan!']",125982,51,5fuQrhMRYMtoO9uOlFad4P,https://i.scdn.co/image/51674f4f52b299d264bc36ea872d9841c60e552e
17959,17959,Victor,0.00569,0.347,377143.0,0.706,0.622,0.524,-6.365,0.0396,175.049,0.0376,0.0,0,1,2,"['alternative r&b', 'chill r&b', 'dance pop', 'indie r&b', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']","['F.U.C.K.', 'MONOPOLY (with Victoria Monét)', 'Experience', 'Moment', 'Ass Like That', 'Touch Me (feat. Kehlani) - Remix', 'Jaguar', 'Go There With You', 'Dive', 'Got Her Own (with Victoria Monét)']",335511,68,63XBtGSEZINSyXylZxEUbv,https://i.scdn.co/image/6173b986746746ef4476a3abead3d0ae702a6fb9
17970,17970,Victoria Monét,0.3887,0.773,198020.0,0.6125,0.0006207,0.1365,-7.472499999999997,0.21025,117.0065,0.4645,64.0,7,1,4,"['alternative r&b', 'chill r&b', 'dance pop', 'indie r&b', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']","['F.U.C.K.', 'MONOPOLY (with Victoria Monét)', 'Experience', 'Moment', 'Ass Like That', 'Touch Me (feat. Kehlani) - Remix', 'Jaguar', 'Go There With You', 'Dive', 'Got Her Own (with Victoria Monét)']",335511,68,63XBtGSEZINSyXylZxEUbv,https://i.scdn.co/image/6173b986746746ef4476a3abead3d0ae702a6fb9
18685,18685,Zeal & Ardor,0.00208,0.396,237733.0,0.934,0.0809,0.511,-7.621,0.104,95.096,0.0797,2.0,0,1,2,"['avant-garde metal', 'swiss metal']","['FOOTSTEPS AT THE POND - Zeal & Ardor Remix', 'Devil Is Fine', 'Ship On Fire', 'At the Seams', 'Tuskegee', 'Come On Down', 'Blood In The River', 'Sacrilegium III', ""Gravedigger's Chant"", ""Don't You Dare""]",106312,49,6yCjbLFZ9qAnWfsy9ujm5Y,https://i.scdn.co/image/c0801383347774f4ec9ec21951a1eb9aa6ace598
11071,11071,Mazzy Star,0.3889806551724137,0.4342758620689655,264413.3448275862,0.3201655172413793,0.1562056172413793,0.1282172413793103,-13.867448275862063,0.0381655172413793,130.08448275862065,0.2613310344827587,43.41379310344828,7,1,58,"['alternative rock', 'dream pop', 'melancholia', 'shoegaze', 'slowcore']","['Fade Into You', 'Into Dust', 'Look On Down From The Bridge', 'Halah', 'Five String Serenade', 'Blue Light', 'Flowers In December', 'In the Kingdom', 'Blue Flower', 'Rose Blood']",520156,65,37w38cCSGgKLdayTRjna4W,https://i.scdn.co/image/d14e353d562d68036916c64a13912772cf7df91c
15612,15612,Struggle Jennings,0.107735,0.69375,252193.75,0.74,5.6e-07,0.1493499999999999,-6.2810000000000015,0.0438,115.466,0.277975,58.75,4,0,4,['country rap'],"['Fall in the Fall', 'Winds of Change', 'Cowboys', 'The Struggle Is Real', 'Enemy', 'Outlaw Shit (feat. Waylon Jennings & Yelawolf)', 'Glitter', 'Love Won (feat. Shooter Jennings)', 'God We Need You Now', ""Ain't Livin' Long""]",163997,64,7HnPsSFnXUJ8XiHt1UuQ23,https://i.scdn.co/image/93ebb88db90f22d684e50968513fcd5c02d7f2bd
