,Unnamed: 0,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,songs,followers,Popularity Score,Artist ID,Image URL
10527,10527,Maggie Rogers,0.326,0.5843333333333334,242733.33333333328,0.5203333333333333,0.0011259333333333,0.1093333333333333,-7.119,0.0406666666666666,100.65866666666663,0.5579999999999999,69.66666666666667,2,1,6,"['indie pop', 'pop']","['Love You For A Long Time', 'Light On', 'Alaska', 'Fallingwater', 'Burning', 'Say It', 'Tim McGraw - Recorded At Spotify Studios NYC', 'Dog Years', 'Give A Little', 'New Song']",743367,71,4NZvixzsSefsNiIqXn0NDe,https://i.scdn.co/image/87254963154387dac4a8c88d39ebe082fedb13f5
9690,9690,Lights,0.0088,0.365,236318.0,0.765,2.06e-06,0.0959,-4.449,0.0416,179.955,0.241,73.0,1,1,2,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']","['Love You Like the Movies', 'A Million Dreams', 'Class of 2017 Mash-Up: My Wish / I Hope You Dance / The Climb / I Lived', 'The Greatest Showman Medley: The Greatest Show / A Million Dreams / Never Enough / Rewrite the Stars / This Is Me', 'Best of 2012: Payphone / Call Me Maybe / Wide Awake / Starships / We Are Young', 'Wedding Medley: Marry Me / Bless the Broken Road / All of Me / A Thousand Years', 'Just Be You (feat. Sadie Robertson)', 'One Direction Medley', 'Best of 2011: Just the Way You Are / For the First Time / Someone Like You / Superbass / Grenade / Without You', 'It Is Well With My Soul']",369080,64,7kwEvDE8e7EBGKh5bLczqQ,https://i.scdn.co/image/1c57c0a03ff0b02a546eeaa337a9940188c839e7
16907,16907,The Ray Charles Singers,0.8845000000000001,0.6880000000000001,152115.5,0.293,5.4333333333333335e-06,0.178,-14.515,0.0681166666666666,116.00133333333336,0.6341666666666667,33.333333333333336,11,1,12,['easy listening'],"['Lucky, Lucky, Lucky', 'Ko Ko Mo (I LoveYou So)', ""All At Once You Love Her (From 'Pipe Dream')"", 'How High the Moon', 'All Dressed Up To Smile', 'Moon over Miami', 'Beyond the Sea', 'Bewitched, Bothered and Bewildered', 'Long Ago and Far Away', 'A Foggy Day']",1114,44,2FbG2PIAVFvzszwgz2QuOL,https://i.scdn.co/image/ab67616d0000b273c99ed1397084c6959e8a5bf8
17110,17110,The United States Of America,0.3813833333333333,0.2033333333333333,216449.0,0.5675,0.3078633333333333,0.2010166666666666,-13.063666666666668,0.1105333333333333,122.13333333333333,0.345,23.0,9,1,12,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']","['Lump', 'Peaches', 'Video Killed The Radio Star', 'Kitty', 'Some Postman', 'Dune Buggy', 'Volcano', 'Meanwhile Back in the City', 'Ça Plane Pour Moi', 'Cleveland Rocks']",420311,61,1lZvg4fNAqHoj6I9N8naBM,https://i.scdn.co/image/a53daa474ab3ef0999fc24e9128b785d5cbe1f3b
16875,16875,The Presidents Of The United States Of America,0.0557136923076923,0.5359230769230771,163475.6923076923,0.8286923076923078,0.1100901538461538,0.1542846153846153,-5.261384615384613,0.0757384615384615,120.65415384615385,0.7268461538461538,45.30769230769231,1,1,26,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']","['Lump', 'Peaches', 'Video Killed The Radio Star', 'Kitty', 'Some Postman', 'Dune Buggy', 'Volcano', 'Meanwhile Back in the City', 'Ça Plane Pour Moi', 'Cleveland Rocks']",420311,61,1lZvg4fNAqHoj6I9N8naBM,https://i.scdn.co/image/a53daa474ab3ef0999fc24e9128b785d5cbe1f3b
18677,18677,Zara Larsson,0.3393544444444445,0.6206111111111112,200986.72222222228,0.6260555555555555,1.5881111111111112e-05,0.2012666666666666,-5.812166666666667,0.0516611111111111,122.9485,0.4938888888888889,61.94444444444444,11,1,18,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']","['Lush Life', 'Never Forget You', 'Ruin My Life', 'Like It Is', 'WOW (feat. Sabrina Carpenter) - Remix', ""Look What You've Done"", ""Ain't My Fault"", ""I Can't Fall in Love Without You"", 'WOW', 'Talk About Love (feat. Young Thug)']",8648195,82,1Xylc3o4UrD53lo9CvFvVg,https://i.scdn.co/image/55e14872fa5018596f550026d333e75bcb2cf4c4
10627,10627,Manse,0.205,0.467,163125.0,0.8490000000000001,0.0,0.472,-2.274,0.0871,127.985,0.3389999999999999,0.0,11,0,1,"['british soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']","['Lux Aeterna', 'Together We Will Live Forever', 'Leaving Earth', 'Welcome to Lunar Industries', 'Summer Overture', 'Waves Crashing on Distant Shores of Time', 'Death Is the Road to Awe (feat. Kronos Quartet)', 'An End, Once And For All', 'The Last Man', 'Out Of Blue']",132210,56,01xiB0IlXMXy3wrrotgDnU,https://i.scdn.co/image/6a97ea4a9ed723ca6b0f44d1339dfb6e0793af39
11871,11871,Nas,0.1251182434782608,0.7086695652173908,248510.4695652173,0.7231478260869566,0.0016042273913043,0.2108965217391304,-6.73998260869566,0.2730643478260869,101.70189565217387,0.6274434782608695,49.62608695652174,1,0,115,"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']","['MONTERO (Call Me By Your Name)', 'HOLIDAY', 'Old Town Road - Remix', 'Old Town Road', 'Panini', 'Rodeo', 'Panini - DaBaby Remix', ""MONTERO (Call Me By Your Name) - SATAN'S EXTENDED VERSION"", 'Rodeo - feat. Nas', 'Old Town Road (feat. RM of BTS) - Seoul Town Road Remix']",4571323,89,7jVv8c5Fj3E9VhNjxT4snq,https://i.scdn.co/image/ab6761610000e5eb8f16bf057f39efe6517fd3dc
17324,17324,Timmy,0.0465333333333333,0.838,261862.33333333328,0.4543333333333333,0.0,0.0583,-13.732333333333337,0.0480666666666666,102.00266666666668,0.9266666666666666,33.0,7,1,3,"['australian dance', 'edm', 'melbourne bounce', 'melbourne bounce international', 'pop dance']","['Mad World', 'Stay Mine', 'Distant Memory (with Timmy Trumpet x W&W)', 'Freaks - Radio Edit', 'Oracle', 'Paul Is Dead', 'Party Till We Die (feat. Andrew W.K.)', 'Dumb (Feat. Charlott Boss)', '911', 'Therapy']",775472,77,0CbeG1224FS58EUx4tPevZ,https://i.scdn.co/image/19f3fac006358960cd5ded1fcdb93847c5a8c7be
17327,17327,Timmy Trumpet,0.0136,0.882,169160.0,0.965,0.3879999999999999,0.206,-0.818,0.13,128.129,0.759,66.0,4,1,1,"['australian dance', 'edm', 'melbourne bounce', 'melbourne bounce international', 'pop dance']","['Mad World', 'Stay Mine', 'Distant Memory (with Timmy Trumpet x W&W)', 'Freaks - Radio Edit', 'Oracle', 'Paul Is Dead', 'Party Till We Die (feat. Andrew W.K.)', 'Dumb (Feat. Charlott Boss)', '911', 'Therapy']",775472,77,0CbeG1224FS58EUx4tPevZ,https://i.scdn.co/image/19f3fac006358960cd5ded1fcdb93847c5a8c7be
17325,17325,Timmy T,0.1151,0.6479999999999999,221079.0,0.63,0.0002575,0.2085,-8.405000000000001,0.09025,139.114,0.4615,40.5,1,1,4,"['australian dance', 'edm', 'melbourne bounce', 'melbourne bounce international', 'pop dance']","['Mad World', 'Stay Mine', 'Distant Memory (with Timmy Trumpet x W&W)', 'Freaks - Radio Edit', 'Oracle', 'Paul Is Dead', 'Party Till We Die (feat. Andrew W.K.)', 'Dumb (Feat. Charlott Boss)', '911', 'Therapy']",775472,77,0CbeG1224FS58EUx4tPevZ,https://i.scdn.co/image/19f3fac006358960cd5ded1fcdb93847c5a8c7be
13057,13057,Philthy Rich,0.1086,0.7250000000000001,239856.5,0.741,0.0,0.26145,-5.5715,0.2585,91.7375,0.5860000000000001,10.0,2,1,2,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast trap']","['Make a Living', 'Off Safety (feat. Yhung T.O., Mozzy & Ziggy)', 'Hit Stick', 'East Oakland Legend', 'Stick Up (feat. Shoreline Mafia)', 'No Questions (feat. Yella Beezy)', 'No Cap', 'Exhausted (feat. TK Kravitz)', 'Bustdown Touchdown - Remix', 'Overdose (feat. Stevie Joe)']",179587,57,3n6RTmT1sgWeNNCfPyJMw3,https://i.scdn.co/image/974edb409f7a1b9764844db71dc8f8807bd2abcd
13808,13808,Rich P.,0.377,0.82,174734.0,0.55,5.8e-06,0.0528,-6.184,0.0526,115.024,0.968,0.0,0,1,4,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast trap']","['Make a Living', 'Off Safety (feat. Yhung T.O., Mozzy & Ziggy)', 'Hit Stick', 'East Oakland Legend', 'Stick Up (feat. Shoreline Mafia)', 'No Questions (feat. Yella Beezy)', 'No Cap', 'Exhausted (feat. TK Kravitz)', 'Bustdown Touchdown - Remix', 'Overdose (feat. Stevie Joe)']",179587,57,3n6RTmT1sgWeNNCfPyJMw3,https://i.scdn.co/image/974edb409f7a1b9764844db71dc8f8807bd2abcd
362,362,Air Supply,0.4513793103448276,0.4511724137931032,243334.75862068965,0.4136206896551725,0.0017282472413793,0.216396551724138,-11.345965517241378,0.0305172413793103,123.44034482758616,0.3030103448275862,48.27586206896552,0,1,58,"['adult standards', 'mellow gold', 'soft rock']","['Making Love Out of Nothing at All', 'All Out of Love', 'Goodbye', 'Even the Nights Are Better', 'Without You', 'Lost In Love', 'Lonely Is the Night', 'The One That You Love', 'Here I Am (Just When I Thought I Was Over You)', 'Two Less Lonely People In the World']",2375025,72,4xXCRXOfQKQ2gjWxNhNzYW,https://i.scdn.co/image/74ac3cb15df0aa8c2cdf1c78b06c40eafae205ba
18513,18513,Yandel,0.0939279999999999,0.7711600000000001,204680.88,0.7681199999999998,0.0001979327999999,0.168012,-4.864400000000002,0.0886639999999999,119.71236,0.7003199999999998,31.16,9,1,25,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']","['Mala Costumbre', 'LEYENDAS', 'Aullando', 'Algo Me Gusta De Ti', 'Noche De Sexo', 'Si Supieras', 'Rakata', 'Noche De Entierro', 'Sexy Movimiento', 'El Telefono']",4358079,84,1wZtkThiXbVNtj6hee6dz9,https://i.scdn.co/image/58f9d7a3987afb50f6acefd3cf575a999e6c4796
9280,9280,LL Cool J,0.0915236235294117,0.7709999999999998,268483.6823529412,0.6192352941176473,0.1059126767058823,0.1959929411764706,-11.083552941176467,0.252555294117647,123.06188235294118,0.6130823529411765,41.0,1,0,85,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'new jack swing', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']","['Mama Said Knock You Out', ""Doin' It"", 'Hey Lover', '4,3,2,1', 'Loungin (Who Do Ya Luv) - Remix', 'Headsprung', 'Around The Way Girl', 'Phenomenon', 'Luv U Better', ""I'm Bad""]",1103182,67,1P8IfcNKwrkQP5xJWuhaOC,https://i.scdn.co/image/77705115296b3f2b788c4fe37bfacea73d9b7370
17038,17038,The Strangers,0.5791818181818182,0.6449090909090911,154251.0,0.4233636363636364,0.0309951754545454,0.1951727272727272,-11.69163636363636,0.0361272727272727,116.33427272727278,0.6976363636363637,30.181818181818183,0,1,22,['bakersfield sound'],"['Mama Tried - Remastered 2001', 'The Bottle Let Me Down', 'Silver Wings', ""The Fightin' Side Of Me"", 'Sing Me Back Home - 2001 Remaster', ""I'm A Lonesome Fugitive - Remastered"", 'Okie From Muskogee - Live At The Philadelphia Civic Center/1970', 'Branded Man - 2001 Remastered', 'Old Man From The Mountain', 'Always Wanting You']",22054,53,3mSAqBoXQgdlpwzWsIgBzL,https://i.scdn.co/image/ab67616d0000b273915793347f4c2890b967552c
11516,11516,Mitiska,0.0470619999999999,0.6234999999999999,341017.5,0.6091666666666667,0.4531713333333334,0.1507666666666666,-9.933333333333334,0.0525666666666666,130.87133333333333,0.3877666666666666,0.5,3,0,6,['progressive trance'],"['Man On The Run - Radio Edit', 'You Never Said - Dash Berlin Mix Edit', 'Man On The Skyfire', 'Man On The Run - David Gravell 2015 Remix', 'Stardust vs Man On The Run vs Nothing At All [Mix Cut] - Armin van Buuren Mash Up', 'You Never Said - Dash Berlin Remix', ""Beggin' You - Armin van Buuren Remix"", ""Beggin' You - Armin van Buuren Remix"", ""Beggin' You [Mix Cut] - Armin van Buuren Remix"", 'Man On The Run (Mix Cut)']",1997,44,2BVVk2fLwxQisteQ8VXzCf,https://i.scdn.co/image/cef0485ac43b8ebf543c0b8efdf46f40806467a3
10050,10050,Los Indios Tabajaras,0.8610624999999998,0.7029374999999999,149432.4375,0.1947875,0.6853762500000001,0.158425,-18.35718750000001,0.04744375,100.7653125,0.6495000000000001,27.1875,11,1,32,"['easy listening', 'romantico']","['Maria Elena', 'Solamente Una Vez - Voglio Amarti Così', 'Always in My Heart', 'Siempre En Mi Corazón', 'Amapola', 'El Tercer Hombre', 'El condor pasa', 'Ave María no morro', 'Aquellos Ojos Verdes', 'Siempre en mi corazon']",20362,48,1TKifb1r4wnGbY5CYIwjGb,https://i.scdn.co/image/ab67616d0000b27331b74a601a5a723002b2c57b
16403,16403,The Dictators,0.158,0.374,237440.0,0.957,0.000655,0.256,-5.3420000000000005,0.159,144.715,0.382,25.0,9,1,2,"['early us punk', 'garage rock', 'glam punk', 'power pop', 'protopunk', 'pub rock', 'punk', ""punk 'n' roll"", 'punk blues']","['Master Race Rock', 'California Sun', 'Stay With Me', 'Who Will Save Rock And Roll?', '(I Live For) Cars and Girls', 'God Damn New York', 'The Next Big Thing', 'I Got You Babe', 'California Sun', 'Faster and Louder']",31965,34,2Ohpu0UE5PFDgfhUxEi0Fy,https://i.scdn.co/image/97ffdc060bc689f4813e95ecc31ed6ca33848e51
16686,16686,The Lights,0.215,0.687,234000.0,0.4539999999999999,0.0,0.0466,-14.76,0.0314,122.021,0.518,24.0,3,0,2,['alternative r&b'],"['May I Have This Dance (Remix) [feat. Chance the Rapper]', 'Friends (feat. Bon Iver)', 'May I Have This Dance', 'You Still Take Me To The Light', 'I Believe In You (feat. Francis and The Lights)', 'Morning', 'Dear Theodosia - Reprise', 'See Her Out (Thats Just Life)', 'Do u Need Love?', 'Just for Us']",137121,58,23EA28263XvtIrXuySX6oI,https://i.scdn.co/image/884823dcfc6ced922d17f91debb3d8651355239b
14686,14686,Septeto Nacional De Ignacio Pineiro,0.8290000000000001,0.634,246093.0,0.7020000000000001,0.0147,0.149,-5.433,0.0424,142.852,0.887,12.0,3,1,2,"['musica tradicional cubana', 'son cubano clasico']","['Me Dieron La Clave', 'Suavecito', 'Don Lengua', 'Mayeta No Juegues Con Los Santos', 'Échale Salsita', 'Se Me Fue La Montuna', 'Echale Salsita', 'Canta La Vueltabajera', 'Esas No Son Cubanas', 'Guanajo Relleno']",3057,21,5qiN4a3Vf62zWPlq68ZVhj,https://i.scdn.co/image/ab67616d0000b273340087c917904bc510c4fb6b
6598,6598,Gringo,0.0771333333333333,0.7683333333333334,190338.33333333328,0.8553333333333333,3.3533333333333336e-06,0.2026666666666666,-7.228666666666666,0.2316666666666667,97.65733333333333,0.5479999999999999,47.33333333333334,11,0,3,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'salsa choke', 'trap latino', 'tropical']","['Me Niegas', 'El Carnaval', 'Ella Se Contradice - Remix', 'Amor Prohibido', 'Un Beso', 'Mañana Sin Ti', 'Na Na Na Na Na', 'Me Niegas - Remix', 'Evidencia', 'Me Niegas Remix']",2075569,63,3IEvQoAohcGX7CdrbtIle7,https://i.scdn.co/image/c3acdd1ce4b69282655a1373e009ee472fa8f323
6251,6251,Georgia,0.7666710444444443,0.4455555555555557,172775.22222222222,0.4908888888888889,0.6597666666666666,0.2076666666666666,-11.506222222222226,0.0496666666666666,126.56233333333331,0.5822222222222222,2.0,10,1,9,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']","['Meant to Be (feat. Florida Georgia Line)', 'Lil Bit', ""Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line)"", 'Simple', 'Cruise', 'Long Live', 'Life Rolls On', ""It's About Time (feat. Florida Georgia Line)"", 'H.O.L.Y.', 'This Is How We Roll']",4270938,83,3b8QkneNDz4JHKKKlLgYZg,https://i.scdn.co/image/7cc4f4afdc50efce211b4ed8edf5c15ee4a0478e
11309,11309,Michelle Duffy,0.477,0.585,192751.33333333328,0.5926666666666667,0.0,0.0585,-7.0390000000000015,0.1168,103.19033333333334,0.6253333333333333,60.0,6,1,3,['show tunes'],"['Meant to Be Yours', 'Dead Girl Walking (Reprise)', 'The Me Inside of Me', 'Yo Girl', 'Shine a Light']",488,55,4KyX6IwYaHVTz4KSHtMJw0,
