,Unnamed: 0,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,songs,followers,Popularity Score,Artist ID,Image URL,Artist URL,Length
3424,3424,Conjunto Primavera,0.2387515151515152,0.6282121212121214,204345.1212121212,0.6976363636363637,0.0248039739393939,0.1443848484848485,-6.071484848484848,0.0387121212121212,118.39854545454546,0.7182121212121215,44.30303030303031,10,1,66,"['corrido', 'norteno', 'ranchera', 'regional mexican']","['El Amor De Tu Vida', 'Algo De Mí', 'Una Vez Más', 'Ave Cautiva', 'Necesito Decirte', 'Actos De Un Tonto', 'Hoy Como Ayer', 'Ese', 'Déjame Llorar', 'No Te Podías Quedar']",1473955,73,3nFB4eMP5gdqee2eQb8nZb,https://i.scdn.co/image/de1da7c3184630f2b3cbfa11abc30edba38a3cc0,https://open.spotify.com/artist/3nFB4eMP5gdqee2eQb8nZb,10
3426,3426,Conjunto Rio Grande,0.1910000000000001,0.6606666666666667,168474.66666666663,0.8516666666666667,0.0020761333333333,0.1603333333333333,-5.308333333333334,0.0724,116.912,0.9433333333333334,49.33333333333334,5,1,6,"['norteno-sax', 'regional mexican']","['Gracias Por Existir', 'Monton de Cartas', 'Rumor de Cumbia', 'Amor a la Ligera', 'Dementes', 'Quien Sabe Tu', 'Maldita Traición', 'Y Me Tragué Mi Orgullo', 'Infieles', 'Cómo No Amarte']",107342,57,2Ro0uSqcQMG6L3ZRyoDEsG,https://i.scdn.co/image/ab67616d0000b2739db9cc7c5fa505244cef1362,https://open.spotify.com/artist/2Ro0uSqcQMG6L3ZRyoDEsG,10
3436,3436,Conrad Sewell,0.3929999999999999,0.7040000000000001,271640.0,0.634,3.17e-05,0.0952,-7.374,0.0428,113.927,0.411,76.0,11,0,2,"['australian pop', 'australian talent show']","['Firestone', 'Taste The Feeling (Avicii Vs. Conrad Sewell)', 'Firestone - Live Acoustic Version', 'Healing Hands', 'Start Again', 'Hold Me Up', 'Changing', 'Firestone - Acoustic', 'Remind Me', 'Sex, Love & Water']",99396,67,1rw8ZTLnDHd74TWDDukjVi,https://i.scdn.co/image/15d79bc761a9bb572fadad1f0e10ffb122aa0305,https://open.spotify.com/artist/1rw8ZTLnDHd74TWDDukjVi,10
3443,3443,Control Machete,0.03905375,0.7875,230170.25,0.7472500000000001,0.0311875,0.5535,-7.159250000000001,0.1519499999999999,90.87225,0.473,50.5,11,1,8,"['chicano rap', 'latin alternative', 'latin hip hop', 'latin rock', 'mexican hip hop', 'mexican rock', 'rap underground mexicano', 'rock en espanol']","['Comprendes, Mendes?', 'Si Señor', 'Cumbia Sobre El Rio', 'De Perros Amores', 'Andamos Armados', 'Asi Son Mis Dias', 'Ileso', 'Amnesia', 'Bien, Bien', 'Cheve']",823639,61,628gUkswCfCS1hIOOHmIpK,https://i.scdn.co/image/a5f53c27886b353ffaaa4c3256e86fa8dc371ee3,https://open.spotify.com/artist/628gUkswCfCS1hIOOHmIpK,10
3452,3452,Cooliecut,0.552,0.556,118361.0,0.64,0.0,0.215,-7.504,0.445,88.399,0.703,73.0,11,1,1,"['dark trap', 'underground hip hop', 'vapor trap']","['Over the Rainbow', 'Nothing', 'Empty', 'Chokehold', 'Red Pills (Love in the Matrix)', 'Fall in Love with Death', 'Cold Weather', 'MEMBERS ONLY!', 'Ouch (Thats Hurts)', 'Dogs Out']",172279,61,19uEVh7y7Y9RfjMphMamXc,https://i.scdn.co/image/0445e592f3d47fa7c69ef5291c4ac75ca2c68ce6,https://open.spotify.com/artist/19uEVh7y7Y9RfjMphMamXc,10
3454,3454,Coone,0.0096866666666666,0.5011111111111111,310940.33333333326,0.9443333333333332,0.0413918666666666,0.3304444444444444,-3.8418888888888887,0.0706666666666666,150.02544444444442,0.3264444444444445,14.888888888888893,0,1,9,"['belgian edm', 'classic hardstyle', 'euphoric hardstyle', 'jumpstyle', 'rawstyle']","['Fight For Something', 'Toss A Coin To Your Witcher', 'Fine Day', 'Superman', 'Arriba', 'Face Of A Champion', 'Inception', 'Beat Of The Drum', 'The Elite', 'Power Of Perception (Reverze Anthem 2020)']",158226,63,1Wt63OMKtv6v2ivHuQLm2C,https://i.scdn.co/image/a144f21fbe798d1aefe9079286a42d7bfe6f1b23,https://open.spotify.com/artist/1Wt63OMKtv6v2ivHuQLm2C,10
3461,3461,Corazón,0.0036899999999999,0.648,295200.0,0.537,0.0031899999999999,0.123,-12.372,0.0321,120.006,0.88,1.0,0,1,2,"['latin christian', 'latin worship']","['Jesucristo basta', 'Jesucristo Basta (Ver. Acústica) feat. Living', 'Salmo 23 feat. Marco Barrientos', 'A Pesar de Mí (feat. Un Corazón, Abby Valdez, Indiomar)', 'Vuelvo a ti feat. Lowsan Melgar', 'Cielo En La Tierra', 'Solo tú', 'Espíritu ven (Mi oración)', 'Carta de amor', 'Que lo sepa la calle']",244557,63,4UGA0TDpRVVt2SCz8FZOMm,https://i.scdn.co/image/c222549f96542788b6ef5ab4ccda91e444890173,https://open.spotify.com/artist/4UGA0TDpRVVt2SCz8FZOMm,10
3465,3465,Cordae,0.081932,0.6876999999999999,197788.8,0.6483000000000001,0.0,0.19044,-7.298400000000003,0.3479,155.7512,0.4404,68.5,3,0,10,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']","['RNP (feat. Anderson .Paak)', 'Gifted (feat. Roddy Ricch)', 'Have Mercy', 'The Parables', 'Broke As Fuck', 'Kung Fu', 'Soda (feat. Take A Daytrip)', 'Bad Idea (feat. Chance the Rapper)', 'Lost & Found', 'Way Back Home (feat. Ty Dolla $ign)']",1416546,71,0huGjMyP507tBCARyzSkrv,https://i.scdn.co/image/2f72742b063ba63d08f6d0856ef70142ff85a24f,https://open.spotify.com/artist/0huGjMyP507tBCARyzSkrv,10
3466,3466,Corey Hart,0.453,0.6135,307948.75,0.5707500000000001,0.0026375,0.24725,-11.445750000000002,0.0402,115.77125,0.5577500000000001,50.75,2,1,8,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']","['Sunglasses At Night', 'Never Surrender', 'Sunglasses At Night', 'Eurasian Eyes', 'Shoreline (feat. Dante Hart)', 'Là-Bas - Duet with Julie Masse', 'Never Surrender (Angels 2020)', 'Hold On', 'Third Of June', 'Tonight (I Wrote You This Song)']",182879,54,0smy8yDrRoI4CnhpOuthg0,https://i.scdn.co/image/8746596edeb9e8a3d374d5d8255d0d6c87bb5e62,https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0,10
3469,3469,Corey-G,0.2269999999999999,0.0,12000.0,0.1009999999999999,0.0,0.264,-26.782,0.0,0.0,0.0,0.0,5,0,2,"['channel pop', 'viral pop']","['Stop and Stare (Acoustic)', 'How to Save a Life', 'Maps (Acoustic) [feat. Ali Brustofski]', 'Ten Feet Tall (Acoustic)', 'Be My Forever', 'Waiting for You', 'FourFiveSeconds (feat. Shaylen Carroll)', 'If I Lose Myself', 'One More Night', 'She Will Be Loved']",40846,50,6TKKVFCBfak1kInOPl7hCz,https://i.scdn.co/image/24222a07689fe772b788992846ad8b04e3a88076,https://open.spotify.com/artist/6TKKVFCBfak1kInOPl7hCz,10
3470,3470,Corinne Bailey Rae,0.4671666666666667,0.6764999999999999,228332.66666666663,0.392,0.000332985,0.1650166666666667,-9.034166666666666,0.03735,108.2155,0.3635833333333333,53.66666666666666,9,0,12,"['british soul', 'neo mellow', 'neo soul', 'pop soul', 'soul']","['Put Your Records On', 'Like A Star', 'The Scientist', 'Is This Love', 'Till It Happens To You', 'Trouble Sleeping', 'Closer', 'Breathless', 'Jersey Girl', 'Green Aphrodisiac']",616904,69,29WzbAQtDnBJF09es0uddn,https://i.scdn.co/image/914ae1ce7fb065cfb0c89794e5e41c6eca758df3,https://open.spotify.com/artist/29WzbAQtDnBJF09es0uddn,10
3471,3471,Cornelio Reyna,0.6139322033898301,0.6080338983050849,170586.5593220339,0.4330338983050849,0.0068327033898305,0.1190474576271186,-7.070966101694918,0.0584186440677966,116.92842372881356,0.7547796610169492,41.05084745762712,8,1,59,"['corrido', 'norteno', 'ranchera', 'regional mexican']","['Me Caí De La Nube', 'Me Sacaron Del Tenampa', 'Que Se Junten Nuestros Brazos', 'Mi tesoro', 'Corrido De Olegario', 'El Disgusto', 'Mandale Una Carta', 'Me Caí de la Nube', 'Lágrimas De Mi Barrio', 'Me Caíste Del Cielo']",533058,61,2hbA9AbMYcgXBGgBK6MCfx,https://i.scdn.co/image/ab67616d0000b273dd7343cf29e34069822385dd,https://open.spotify.com/artist/2hbA9AbMYcgXBGgBK6MCfx,10
3475,3475,Cornershop,0.2893333333333334,0.7303333333333334,268022.33333333326,0.7443333333333332,0.1906666666666666,0.1407,-5.884666666666665,0.0403333333333333,109.25233333333334,0.7659999999999999,39.66666666666666,7,1,6,"['britpop', 'chamber psych']","['Brimful Of Asha - Norman Cook Remix Single Version', 'Brimful of Asha', 'Natch', 'Sleep on the Left Side', 'Good to Be on the Road Back Home', 'Lessons Learned from Rocky I to Rocky III', 'Norwegian Wood (This Bird Has Flown)', 'Something Makes You Feel Like (feat. Soko) [Radio Edit]', 'Candyman', 'St Marie Under Canon']",41652,54,3Kf7VEIRWquxrNIuyJZnfF,https://i.scdn.co/image/8e8fe20ea204fbd6e6e1cca067894e48955d7fa6,https://open.spotify.com/artist/3Kf7VEIRWquxrNIuyJZnfF,10
3481,3481,Corona,0.0748223333333333,0.6683333333333333,255594.33333333328,0.8329999999999999,0.468516,0.1871666666666666,-10.060666666666666,0.0384333333333333,127.88133333333332,0.63,37.66666666666666,5,0,6,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'hip house']","['The Rhythm of the Night', 'The Rhythm of the Night', 'Baby Baby', 'Try Me Out', 'The Rhythm of the Night - Corti & LaMedica Remix 2K13 Radio Edit', 'The Rhythm Of The Night', 'The Rhythm of the Night - 2014 Hi Def Edit', 'The Rythm of the Night', 'Megamix - Radio Version', ""I Don't Wanna be A Star - Lee Marrow E.U.R.O Radio Edit""]",132186,63,26T6b8maqEVltcmE4kSDUl,https://i.scdn.co/image/ab67616d0000b273f94b2a29ccc364e8faedce10,https://open.spotify.com/artist/26T6b8maqEVltcmE4kSDUl,9
3490,3490,Cosculluela,0.1095125,0.8422500000000002,223952.625,0.7404999999999999,7.71675e-05,0.165,-5.619875,0.193875,95.0205,0.703875,26.75,8,0,8,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']","['Madura (feat. Bad Bunny)', 'Prrrum', 'Me Ama Me Odia', 'DECIR ADIÓS', 'Ta To Gucci (Remix)', 'Guaya', 'Te busco (feat. Nicky Jam)', 'Un AK', 'Estamos Bien', 'Manicomio']",3746916,75,00me4Ke1LsvMxt5kydlMyU,https://i.scdn.co/image/3c02895a44074a3c4471553deee1309f72fca6e1,https://open.spotify.com/artist/00me4Ke1LsvMxt5kydlMyU,10
3493,3493,Cosmic Gate,0.0059744829885057,0.5348045977011496,176407.56321839074,0.8420574712643678,0.4816051433333335,0.2648137931034482,-7.553896551724138,0.0727632183908046,130.45191954022988,0.3821022988505747,12.080459770114947,7,0,87,"['edm', 'german techno', 'german trance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']","['Exploration of Space - Radio Edit', 'Blame', 'Everything Everything - Cosmic Gate Remix', 'The Launch', 'Be Your Sound (Mixed)', 'Fire Wire - Radio Edit', 'Only Road - Cosmic Gate Remix', 'Find Yourself (Mixed) - Cosmic Gate Remix', 'L.E.D. There Be Light - Cosmic Gate Remix', 'Call To Arms - Cosmic Gate Remix']",202442,59,6ySxYu68zTsO5ghsThpGtS,https://i.scdn.co/image/fd12c21226a25a0b60a9e65ee7db92954245fceb,https://open.spotify.com/artist/6ySxYu68zTsO5ghsThpGtS,10
3494,3494,Cosmo Sheldrake,0.687,0.619,242567.0,0.51,0.0,0.1369999999999999,-5.549,0.0305,127.966,0.441,59.0,1,0,2,['uk pop'],"['The Moss', 'Birthday Suit', 'Come Along', 'Come Along', 'Tardigrade Song', 'Frigate birds', 'Solar Waltz', 'Wriggle - Mr Jukes Edit', 'Cuckoo Song', 'Wriggle']",182386,61,6hV6oxGLeLFw17DGjIPkYD,https://i.scdn.co/image/14c52355554a99ee4acf427c25146697623963e1,https://open.spotify.com/artist/6hV6oxGLeLFw17DGjIPkYD,10
3495,3495,Coti,0.0831,0.622,208200.0,0.818,0.0,0.31,-6.784,0.0327,138.495,0.8490000000000001,68.0,9,1,2,"['latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']","['Nada Fue Un Error', 'Color Esperanza 2020', 'Nada Fue Un Error - Live In Spain / 2005', 'Antes Que Ver El Sol - Con Dani (El Canto Del Loco)', 'El Trato', 'El Embrujo', '50 Horas', '¿Dónde Están Corazón?', 'Tu Nombre - Live', 'Antes Que Ver El Sol - Bonus Track']",196875,66,1OUDQLymoysITxprkd0Qvj,https://i.scdn.co/image/fc62b76f953f270b4df9b2d8deb963652bdde988,https://open.spotify.com/artist/1OUDQLymoysITxprkd0Qvj,10
3496,3496,Cotton Jones,0.501,0.6000000000000001,335586.5,0.6225,0.00040415,0.1376,-8.139999999999999,0.02685,107.4985,0.565,56.0,10,1,4,"['baroque pop', 'deep new americana', 'freak folk', 'funk', 'indie folk', 'indie rock', 'stomp and holler']","['I Am The Changer', 'Blood Red Sentimental Blues', 'Gotta Cheer Up', 'Some Strange Rain', 'The Spinning Wheel', 'Up A Tree (Went This Heart I Have)', 'Chewing Gum (Concrete Tooth Mix)', 'I Do What I Do: Exist & Pass', 'Gone The Bells', 'Somehow to Keep it Going']",61637,52,6RHDASo3OVNiNY2nrGx3qc,https://i.scdn.co/image/29af658505f34d1ca50fb3d8665998926285ea4f,https://open.spotify.com/artist/6RHDASo3OVNiNY2nrGx3qc,10
3504,3504,Counting Crows,0.391824776119403,0.4785522388059703,261365.89552238805,0.6045522388059703,0.0073429023880597,0.2012686567164178,-7.797328358208952,0.0452268656716418,116.74891044776112,0.4325791044776118,46.17910447761193,5,1,67,"['alternative rock', 'neo mellow', 'pop rock', 'rock']","['Mr. Jones', 'Accidentally In Love', 'A Long December', 'Big Yellow Taxi', 'Round Here', 'Hanginaround', 'Colorblind', 'Rain King', 'Omaha', 'Mr. Jones - Live At Chelsea Studios, New York/1997']",1278859,72,0vEsuISMWAKNctLlUAhSZC,https://i.scdn.co/image/68352fae7564d4c3a88dcc47837c84c97633100e,https://open.spotify.com/artist/0vEsuISMWAKNctLlUAhSZC,10
3513,3513,Cowboy,0.4776666666666667,0.5576666666666666,227034.66666666663,0.27,0.0087933333333333,0.1666666666666666,-16.332666666666668,0.0318666666666666,99.98666666666666,0.3623333333333333,29.66666666666667,2,1,6,"['alternative country', 'classic canadian rock', 'country rock', 'folk', 'lilith', 'melancholia', 'new wave pop', 'roots rock', 'toronto indie', 'traditional folk']","['Wedding Bells', 'I Heard My Mother Praying For Me (Acetate Version 4) - 2019 - Remaster', 'Something Got Hold On Me - 2019 - Remaster', 'Heard My Mother Praying For Me - 2019 - Remaster', 'Dear Brother (Acetate Version 5) - 2019 - Remaster', 'Jesus Remembered Me - 2019 - Remaster', 'Sally Goodin - 2019 - Remaster', 'Something Got Hold of Me - 2019 - Remaster', 'Dear Brother (Acetate Version 12) - 2019 - Remaster', 'I Heard My Mother Praying For Me (Acetate Version 13) - 2019 - Remaster']",978,51,6LF21o9Yfj4a16Rw38Vxml,https://i.scdn.co/image/ab67616d0000b2731d900f73740f579fd41005cd,https://open.spotify.com/artist/6LF21o9Yfj4a16Rw38Vxml,10
3517,3517,Cracker,0.0117271999999999,0.4342,311021.0,0.7224,0.0030655619999999,0.17914,-8.1672,0.03378,139.67000000000004,0.5757999999999999,48.2,7,1,10,"['alternative country', 'alternative rock', 'permanent wave', 'pop rock', 'roots rock']","['Low', 'Teen Angst (What The World Needs Now)', 'Get Off This', 'Euro-Trash Girl', 'Big Dipper', 'Shake Some Action', 'Happy Birthday To Me', 'Whole Lotta Trouble', 'Take Me Down To The Infirmary', 'Movie Star']",67391,52,0ODQJS4mk7rVBJXjdqByX6,https://i.scdn.co/image/7b2f767067f78fbde8ced6509bb9fb286a221f81,https://open.spotify.com/artist/0ODQJS4mk7rVBJXjdqByX6,10
3518,3518,Cradle Of Filth,4.0163333333333336e-05,0.3333333333333333,378085.0,0.9373333333333332,0.2925333333333333,0.1379,-7.676666666666668,0.0737,135.18666666666667,0.1814,41.333333333333336,2,0,6,"['black metal', 'british black metal', 'gothic black metal', 'gothic metal', 'metal', 'nu metal', 'symphonic black metal']","['Nymphetamine Fix', 'Hallowed Be Thy Name', 'Her Ghost in the Fog', 'From the Cradle to Enslave', 'Temptation', 'The Death of Love', 'Cruelty Brought Thee Orchids', 'The Forest Whispers My Name', 'Cthulhu Dawn', 'Heartbreak and Seance']",360840,55,0NTSMFFapnyZfvmCwzcYPd,https://i.scdn.co/image/b5b9892c511a523d98dc8666be60c1e88619c3f3,https://open.spotify.com/artist/0NTSMFFapnyZfvmCwzcYPd,10
3520,3520,Crafting Audio,0.937,0.107,162407.0,0.236,0.0138,0.111,-26.609,0.0579,80.628,0.00228,75.0,11,0,2,['white noise'],"['Cabin Noise Focus', 'Cabin Lights Off', '200hz Down', 'Wide Stere Noise', 'Drowning Out Deep Brown Noise', 'Lo - Air', 'The Sound of Rain', 'Not Forgotten', 'Splashes of Silver', 'Household Vacuum - Loopable with no Fade']",323,62,2JPKyBvknhpjBrZx65AmM9,https://i.scdn.co/image/ab67616d0000b273d077b533717ad342ae092596,https://open.spotify.com/artist/2JPKyBvknhpjBrZx65AmM9,10
3524,3524,Craig Connelly,0.00435918,0.45485,138702.8,0.9468,0.5839000000000001,0.38974,-6.690350000000002,0.074335,136.6533,0.3547650000000001,13.95,8,1,20,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']","['Walk into the Water - Craig Connelly Remix', 'Keep Me Believing', 'Time Machine - Paul Denton Remix', 'Black Hole - Jorn van Deynhoven Radio Edit', 'Keep Me Believing (ASOT 1010) [Tune Of The Week]', 'Anything Like You - Daxson Remix', 'No One Like You - Original Mix', 'Beautiful Life - Craig Connelly Remix', 'Sonic Grey', 'What Are You Waiting For - Will Rees Remix']",20481,50,78UUH1buA0gDtDnkX2dPgL,https://i.scdn.co/image/7b488ac528c6a703339843c6aeaeb533f428b0a2,https://open.spotify.com/artist/78UUH1buA0gDtDnkX2dPgL,10
3536,3536,Crazy Frog,0.27,0.8640000000000001,172695.0,0.903,0.638,0.0791,-3.258,0.0414,138.043,0.741,56.0,2,1,2,['eurodance'],"['Axel F', 'Popcorn', 'I Like to Move It', 'We Are The Champions (Ding A Dang Dong) - Radio Edit', '1001 Nights', 'Pinocchio', 'Hey Baby', 'Cotton Eyed Joe', 'Kiss Him Goodbye (Na Na Na Hey Hey)', ""Don't You Want Me""]",233355,60,4J3wzDMI97AlGimdiVcaLb,https://i.scdn.co/image/c6b72661d825bc406a2f3d90ecdb1dbf34d9d13f,https://open.spotify.com/artist/4J3wzDMI97AlGimdiVcaLb,9
3537,3537,Crazy Horse,0.2985167307692308,0.4495576923076922,303968.82692307694,0.5594250000000001,0.0307104025,0.3970673076923076,-11.065596153846151,0.0381942307692307,120.5073846153846,0.4696730769230768,36.134615384615394,7,1,104,"['country rock', 'folk rock', 'roots rock']","['My My, Hey Hey (Out of the Blue) - 2016 Remaster', 'Down by the River - 2009 Remaster', 'Cortez the Killer - 2016 Remaster', 'Cinnamon Girl - 2009 Remaster', 'Like a Hurricane - 2017 Remaster', 'Everybody Knows This Is Nowhere - 2009 Remaster', 'Powderfinger - 2016 Remaster', 'Cowgirl in the Sand - 2009 Remaster', 'Thrasher - 2016 Remaster', 'Hey Hey, My My (Into the Black) - 2016 Remaster']",52772,62,0oi7g8NUnlLh5tJvg2y5e3,https://i.scdn.co/image/a21e7ba9cc3c39967c801b4b0bb6862855761932,https://open.spotify.com/artist/0oi7g8NUnlLh5tJvg2y5e3,10
3538,3538,Crazy Town,0.01041,0.7285,222613.0,0.8025,0.000136,0.195,-5.152,0.1065,103.3565,0.5855,60.5,9,1,4,"['alternative metal', 'funk metal', 'nu metal', 'rap rock']","['Butterfly', 'Starry Eyed Surprise', 'Drowning', 'Megatron', 'Born to Raise Hell', 'Backpack', 'Toxic - Explicit Album Version', 'Hurt You So Bad', 'Darkside', 'Butterfly (Re-Recorded / Remastered )']",353113,62,4iSKnRZAxkmqNok6tv10Se,https://i.scdn.co/image/d5a69d4308fe6f5c841560295b77c608c02caf38,https://open.spotify.com/artist/4iSKnRZAxkmqNok6tv10Se,10
3539,3539,Cream,0.2578672647058823,0.4237058823529409,287371.8823529412,0.5619117647058822,0.1294270502941175,0.3007294117647057,-13.243264705882352,0.0450382352941176,124.87117647058818,0.547970588235294,37.558823529411775,7,1,68,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']","['White Room', 'Sunshine Of Your Love', 'I Feel Free', 'Crossroads - Live', 'Strange Brew', 'Badge', 'Tales Of Brave Ulysses', 'Stormy Monday - Live', 'Born Under A Bad Sign', 'Sitting On Top Of The World']",1626321,68,74oJ4qxwOZvX6oSsu1DGnw,https://i.scdn.co/image/aab6a0a0e9ca2ab17460b0451e59ba507cc5802a,https://open.spotify.com/artist/74oJ4qxwOZvX6oSsu1DGnw,10
3540,3540,Creatress,0.994,0.168,155625.0,1.0,0.68,0.913,-18.081,0.0406,86.571,1e-05,71.0,6,0,2,['environmental'],"['Steady Forest Rain', 'Bird Showers', 'Rainy Bird Watching', 'Oceans Power', 'Singing Thunder', 'Northern River Bend', 'Lovely Stream', 'Rapids', 'Northern Birds', 'Sweet Birds In Light Rain']",322,55,6wwfROG3fnqz3jyGV3ngPQ,https://i.scdn.co/image/ab67616d0000b273accc503833b474687bd3b47b,https://open.spotify.com/artist/6wwfROG3fnqz3jyGV3ngPQ,10
3541,3541,Crecer German,0.6859999999999999,0.785,202573.0,0.381,0.0,0.107,-5.9910000000000005,0.0348,121.885,0.872,66.0,6,0,2,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']","['Quién Te Entiende', 'Me Dediqué A Perderte', 'Lo Que Te Amo', 'Así Fue', 'Que No Me Faltes Tú', 'No Soy Nadie', 'Por Amarte Así', 'Te Deseo Lo Mejor', 'Hombre Afortunado', 'Como A Ninguna']",1193227,60,6JBGaRYIWS7fzKP0qGgZve,https://i.scdn.co/image/535c5ddd889eb61542ef08a75710862b0e6f6cc6,https://open.spotify.com/artist/6JBGaRYIWS7fzKP0qGgZve,10
3544,3544,Cri-Cri,0.794,0.568,183467.0,0.534,0.00158,0.109,-7.56,0.104,114.802,0.856,51.0,5,1,2,"['nyc rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']","['PICASSO', 'City on My Back', 'Fashion (feat. Rich The Kid)', 'Cameras', 'Ego', 'Nauseous', 'Dreams In A Wraith', 'Been That', 'Thousand Ways', ""Don't @ Me""]",570794,64,6Av6GMCOznZIlHuNcBWgf4,https://i.scdn.co/image/f94e908d0641d0dc289ab48bbf84cce581059350,https://open.spotify.com/artist/6Av6GMCOznZIlHuNcBWgf4,9
3548,3548,Crisaunt,0.3720000000000001,0.945,179287.0,0.239,0.29,0.118,-17.862000000000005,0.0389,118.616,0.583,64.0,4,1,2,['bedroom pop'],"['Dream Girl', 'Supplier!', 'Dream Girl - Slowed + Reverb', 'Emotionless', 'Skater Shawty', 'Pastel Pink', 'Take a Walk', 'Eye Contact', 'Chemistry', 'Serotonin']",40979,60,0cuIIYEWDS7V1iBl65NtL6,https://i.scdn.co/image/0d2c92c3d9cd81982f82af273cf2b34ba1c45a6f,https://open.spotify.com/artist/0cuIIYEWDS7V1iBl65NtL6,10
3551,3551,Cristian Castro,0.4064833333333333,0.5676666666666667,262933.33333333326,0.6327499999999999,0.0009681825,0.1883000000000001,-6.909583333333333,0.03065,109.73533333333334,0.4183333333333332,55.33333333333334,10,1,24,"['latin', 'latin arena pop', 'latin pop', 'rock en espanol']","['Azul', 'Por Amarte Así', 'Lloviendo Estrellas', 'No Podrás', 'Resistiré', 'Es Mejor Así', 'Yo Quería', 'Es Mejor Así (feat. Reik) - Primera Fila - Live Version', 'Simplemente Tú', 'Volver a Amar']",1817553,73,2AZOALDIBORfbzKTuliwdJ,https://i.scdn.co/image/45025bd1014527e8f113b22fa647da7a142c3d6c,https://open.spotify.com/artist/2AZOALDIBORfbzKTuliwdJ,10
3559,3559,Cristoph,0.00313,0.629,369042.0,0.919,0.8340000000000001,0.203,-6.595,0.0415,124.881,0.176,21.0,4,0,2,"['house', 'progressive house', 'tech house']","['Breathe', 'The World You See', 'Breathe - CamelPhat Just Chill Mix', 'Breathe - Cristoph Remix', 'Slowly Burning 2019', 'Breathe - Eric Prydz Remix', 'Sleepless Nights', 'Big H 2020 - Edit', 'Voice Of Silence - Edit', 'Alone (feat. FEMME)']",36068,58,532SqCIYmJyXEdEiCJLgYG,https://i.scdn.co/image/8f94134364067ca5e1a174d4e1f0624dec6e1c3e,https://open.spotify.com/artist/532SqCIYmJyXEdEiCJLgYG,10
3567,3567,Cross Canadian Ragweed,0.2040433333333333,0.5265555555555557,265200.66666666674,0.6787777777777778,0.0006993777777777,0.2287555555555556,-7.242000000000001,0.0396111111111111,106.94855555555556,0.5304444444444445,47.22222222222222,7,1,18,"['oklahoma country', 'outlaw country', 'red dirt']","['Alabama', 'Boys From Oklahoma', 'Sick And Tired', '17', 'Brooklyn Kid', 'Constantly', 'Whiskey River', 'Broken', 'Dimebag', 'Cry Lonely']",153840,56,5Vz7hlMWR4OFye64dYoGm0,https://i.scdn.co/image/e8e5e0e939536f0644c1b322c625b072a7b8217e,https://open.spotify.com/artist/5Vz7hlMWR4OFye64dYoGm0,10
3568,3568,Crossfade,0.00062665,0.44225,203226.75,0.87375,0.0,0.184125,-5.569,0.08195,128.88525,0.5429999999999999,57.0,2,0,8,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']","['Cold', 'Colors', 'So Far Away', 'No Giving Up', 'The Unknown', 'The Deep End', 'Already Gone', 'Starless', 'Death Trend Setta', 'Dead Skin']",630410,59,4IR8ZkpbyyKrqsIzchF3NB,https://i.scdn.co/image/c950db40c89089683ebc4f3edb45737ff03e28d2,https://open.spotify.com/artist/4IR8ZkpbyyKrqsIzchF3NB,10
3576,3576,Crumb,0.758,0.3929999999999999,318379.0,0.481,0.73,0.0869,-10.462,0.0273,98.462,0.0763,68.0,1,1,2,"['indie garage rock', 'neo-psychedelic']","['Locket', 'Ghostride', 'Plants', 'Trophy', 'Bones', 'BNR', 'Part III', 'Nina', 'Vinta', 'So Tired']",312782,64,4kSGbjWGxTchKpIxXPJv0B,https://i.scdn.co/image/ab6761610000e5ebc769a31c11e0977b87d812e9,https://open.spotify.com/artist/4kSGbjWGxTchKpIxXPJv0B,10
3578,3578,Crush,0.8420000000000001,0.524,227584.0,0.405,0.0,0.107,-6.145,0.0279999999999999,109.984,0.237,70.0,10,1,2,"['k-pop', 'korean r&b']","['Beautiful', 'I Wanna Be Yours', 'Mayday (Feat. Joy)', 'Lay Your Head on Me', 'Let Me Go (with TAEYEON)', 'Let Us Go', 'Don’t Forget', 'NAPPA 나빠', 'SOFA', 'Cereal']",822819,71,6aLdhHUqgdKE86xbtNmY8g,https://i.scdn.co/image/96f3ad53a68387f0824e202c2e989bdff0ea50ed,https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g,10
