,Unnamed: 0,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,songs,followers,Popularity Score,Artist ID,Image URL,Artist URL,Length
14386,14386,Sacred Earth,0.979,0.0612,486427.0,0.017,0.974,0.0908,-25.783,0.0496,62.232,0.0307,62.0,0,1,2,"['healing', 'kirtan', 'meditation', 'shamanic']","['Breathing Space', 'Grounded', 'Bliss', 'Dancing Shiva', 'Jai', 'Nature Alone', 'Savasana', 'Stillness', 'Ancient Mother', 'Beautiful']",36068,56,6c4PFTwVucnE0A6l219i99,https://i.scdn.co/image/f1037b54df439d39e319e7c6d9039f825523fbcb,https://open.spotify.com/artist/6c4PFTwVucnE0A6l219i99,10
14390,14390,SadBoyProlific,0.6343333333333333,0.7376666666666667,118234.5,0.3961666666666667,0.00045,0.16765,-13.509666666666664,0.4940000000000001,87.61683333333332,0.5778333333333333,69.83333333333333,2,1,6,"['emo rap', 'sad rap']","['Dead and Cold', 'Alone', 'Walk Away', 'Memory', 'Midnight Thoughts', 'Heartbreak', 'Not Enough', 'Bad Habits', 'Worried', 'Just Like You Do']",217054,71,0inkJpjAKDnQOv2VHBCU0Z,https://i.scdn.co/image/2c36771840dec10556cb640eebb5bf2f69fb64e6,https://open.spotify.com/artist/0inkJpjAKDnQOv2VHBCU0Z,10
14395,14395,Sade,0.3963854838709678,0.6587419354838714,290397.67741935485,0.4624338709677418,0.1256940048387097,0.1088354838709677,-10.704870967741938,0.0379483870967742,113.6497096774193,0.6043306451612901,49.54838709677418,9,1,124,"['british soul', 'neo soul', 'sophisti-pop']","['Smooth Operator - Single Version', 'By Your Side', 'No Ordinary Love', 'Your Love Is King', 'The Sweetest Taboo', 'Kiss of Life', 'Paradise', 'Is It a Crime', 'Soldier of Love', 'Love Is Stronger Than Pride']",2381949,73,47zz7sob9NUcODy0BTDvKx,https://i.scdn.co/image/9aab75ca71799802a07bb09e6864a57953246c08,https://open.spotify.com/artist/47zz7sob9NUcODy0BTDvKx,10
14396,14396,Sadhana Sargam,0.4923055555555556,0.5818333333333334,336990.7777777777,0.5922777777777778,0.0254186788888888,0.2357222222222223,-11.243222222222226,0.0483722222222222,116.87161111111112,0.6931111111111111,25.0,9,1,18,"['classic bollywood', 'deep indian pop', 'filmi', 'sufi', 'tamil pop']","['Maahi Ve', 'Pehla Nasha', 'Vennilavae', 'Salaam-E-Ishq', 'Aao Naa', 'Jab Koi Baat Bigad Jaye (From ""Jurm"")', 'Snehidhane, Pt. 1', 'Merke Merke ( From"" Kanda Naal Mudhalai"")', 'Vennelave Vennelave', 'Manmadhane Nee (From ""Manmadhan"")']",311761,64,1HGMG8RHvcu1mfdM9MeTek,https://i.scdn.co/image/1ede370a671ac8288fe18b05709c748d62a2670b,https://open.spotify.com/artist/1HGMG8RHvcu1mfdM9MeTek,10
14399,14399,SafetySuit,0.872,0.639,175200.0,0.439,0.0,0.0918,-7.157,0.0489,133.87,0.51,54.0,0,1,2,"['neo mellow', 'pop rock']","['Never Stop (Wedding Version)', 'Anywhere But Here', 'Perfect Color', 'Never Stop', 'Looking Up', 'Stay', 'What If', 'Find A Way', 'Annie', 'Gone Away']",111563,51,3V8Gdws52TzoL8WLZHvpzc,https://i.scdn.co/image/0d5b73e54371b30df851e400c56d2b1a5b1e2284,https://open.spotify.com/artist/3V8Gdws52TzoL8WLZHvpzc,10
14404,14404,Saib,0.204,0.643,99997.0,0.56,0.1969999999999999,0.0908,-7.295,0.0354,79.986,0.521,64.0,0,1,2,"['chillhop', 'focus beats', 'japanese chillhop', 'lo-fi beats']","['Sakura Trees', 'Samui Sunrise', 'in your arms', 'City Lounge', 'New Fields', 'When It Rains', 'Shanghai Nights', 'Pineapple Jam', 'Sao Paulo Sunset', 'Spike Spiegel']",104803,65,6N4HlHINMvoTyAL0yhBUCk,https://i.scdn.co/image/5ee96737f2ab28baea74095b320c1653344c40ac,https://open.spotify.com/artist/6N4HlHINMvoTyAL0yhBUCk,10
14408,14408,Saint Motel,0.10197,0.5671666666666667,210170.83333333328,0.7541666666666668,1.3331666666666671e-05,0.1727333333333333,-4.840333333333334,0.0472666666666666,118.3215,0.4906666666666668,59.66666666666666,10,1,12,"['indie pop', 'indie poptimism', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'rock']","['My Type', 'Sweet Talk', 'Cold Cold Man', 'For Elise', 'Van Horn', 'A Good Song Never Dies', 'Move', 'Preach', 'Feel Good (From the Netflix Film YES DAY)', 'Happy Accidents']",483884,69,1dWEYMPtNmvSVaDNLgB6NV,https://i.scdn.co/image/342f9161a526f6ea2bf428421e0b8bd469d11eab,https://open.spotify.com/artist/1dWEYMPtNmvSVaDNLgB6NV,10
14418,14418,Salif Keita,0.22,0.711,205867.0,0.6779999999999999,0.000798,0.308,-11.326,0.034,110.088,0.911,3.0,7,1,2,"['afropop', 'malian blues', 'mande pop', 'world']","['Yamore', 'Madan', 'Madan', 'Madan - Remix', 'Kalabancoro', 'Africa', 'Folon', 'Guelen', 'Tomorrow (Sadio)', 'Seydou']",100175,52,0VVnWF3KNaa5O7ESohKhAx,https://i.scdn.co/image/4eda57fc693fe837e239e661129a32785c9b6ddc,https://open.spotify.com/artist/0VVnWF3KNaa5O7ESohKhAx,10
14420,14420,Sally Dworsky,0.8343333333333334,0.2713333333333333,256240.33333333328,0.132,0.0,0.312,-18.678,0.0474,104.18333333333334,0.2936666666666666,54.33333333333334,8,1,3,['movie tunes'],"['Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version', 'When You Believe - The Prince Of Egypt/Soundtrack Version', 'Rise', 'This Day', 'Same Room', 'Lullaby', 'Boxes', 'My Home', 'As The Snow', 'Sweetest Days']",908,53,7vK6xoR5zT4DypEu0blUku,https://i.scdn.co/image/ab67616d0000b273218be9864d85c6a4af023f8d,https://open.spotify.com/artist/7vK6xoR5zT4DypEu0blUku,10
14425,14425,Salomón Robles Y Sus Legendarios,0.329,0.753,186620.0,0.6465,0.0,0.21475,-6.8595000000000015,0.1405,94.7185,0.9205,40.5,2,1,4,"['norteno', 'regional mexican', 'tejano', 'tex-mex']","['Mi Piquito De Oro', 'Estoy Enamorada De Ti', 'Por Orgullo', 'A Donde Vayas', 'No Por Que Seas Tu', 'Por Favor No Me Compares', 'El Campanero', 'Niña Mía', 'Mi Prisionera', 'Un Pedacito']",54296,50,24ZxliaPEOn2Ya3tfRD4w8,https://i.scdn.co/image/34b8416be75b0231ec56205353c9d0c8ad1c18d8,https://open.spotify.com/artist/24ZxliaPEOn2Ya3tfRD4w8,10
14426,14426,Salon Victoria,0.00869,0.535,250067.0,0.8390000000000001,0.00183,0.0702,-8.029,0.0434,116.34,0.779,56.0,2,1,2,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'ska mexicano']","['Sol de Medianoche', 'Si Tu Boquita Fuera', 'Mi Vida es un Tango', 'Si Tu Boquita Fuera', 'Maldita Soledad', 'La Noche Estaba Puesta', 'Ciudad Sin Guerra', 'Se Va', 'Hey!', 'Nasty Uncle Hippie']",287289,53,1xOtUH3e7hrO0nJesm68Ea,https://i.scdn.co/image/ea620e26c443977c2833602c7e87216b8ccfbaef,https://open.spotify.com/artist/1xOtUH3e7hrO0nJesm68Ea,10
14428,14428,Salserin,0.354,0.473,297067.0,0.8170000000000001,1.9e-05,0.0834,-6.186,0.0376,164.718,0.92,55.0,0,1,2,"['latin', 'peruvian rock', 'pop reggaeton', 'salsa', 'salsa venezolana', 'tropical']","['De Sol A Sol', 'Entre Tu Y Yo', 'Yo Sin Ti', 'Un Amor Como El Nuestro', 'Rosa En La Playa', 'No Importa', 'Niña Amada - Salsa Version', 'Te Voy a Robar el Corazon', 'Vivo en el Limbo - Reggaeton Version', 'Amor a Primera Vista']",166429,51,7is4d4FP9QUaV99j5kKDNT,https://i.scdn.co/image/c89436a68e404497b273bc7496dd007646b701a0,https://open.spotify.com/artist/7is4d4FP9QUaV99j5kKDNT,10
14431,14431,Saltatio Mortis,0.000123,0.387,185547.0,0.986,0.000124,0.948,-3.42,0.0575,96.021,0.384,5.0,0,1,2,"['german metal', 'german rock', 'hurdy-gurdy', 'medieval rock', 'neue deutsche harte']","['Kaufmann und Maid', 'Für immer jung', 'Große Träume', 'Loki', 'Heimdall', 'Mittelfinger Richtung Zukunft', 'Dorn im Ohr', 'Löwenherz', 'Wachstum über alles', 'Brot und Spiele']",142413,58,09Z51O0q4AwHl7FjUUlFKw,https://i.scdn.co/image/19e5bc607703ee8b138ab30155b4e063a1b08ff2,https://open.spotify.com/artist/09Z51O0q4AwHl7FjUUlFKw,10
14439,14439,Sam Feldt,0.1461714285714286,0.6982857142857143,189282.57142857145,0.684142857142857,0.0005407142857142,0.1553428571428571,-5.56642857142857,0.0659,111.93414285714287,0.5355714285714285,53.71428571428572,0,1,7,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']","['Way Back Home (feat. Conor Maynard) - Sam Feldt Edit', 'Post Malone (feat. RANI)', 'Far Away From Home (feat. Leony)', 'The Best Days (feat. Tabitha)', 'Stronger (feat. Kesha)', '2 Hearts (feat. Gia Koka)', 'Post Malone (feat. RANI) - VIZE Remix', 'Hold Me Close (feat. Ella Henderson)', 'Slow Dance (feat. Ava Max) - Sam Feldt Remix', 'Home Sweet Home (feat. ALMA & Digital Farm Animals)']",617603,80,20gsENnposVs2I4rQ5kvrf,https://i.scdn.co/image/ab6761610000e5eb97916f0fbc7bb3150602bf5b,https://open.spotify.com/artist/20gsENnposVs2I4rQ5kvrf,10
14440,14440,Sam Fischer,0.733,0.605,194853.0,0.377,0.0,0.0808,-6.212999999999999,0.0443,73.877,0.519,83.0,11,1,2,"['australian pop', 'pop', 'uk pop']","['This City', 'What Other People Say', 'For Now', 'This City Remix (con Camilo)', 'This City Remix (feat. Anne-Marie)', 'This City - Acoustic', 'The Usual', 'This City - Luca Schreiner Remix', 'This City Remix (feat. Nea)', 'What Other People Say - Stripped Version']",102628,77,6L1XC7NrmgWRlwAeLJvVtA,https://i.scdn.co/image/ee1170bb4c572e55a42e43c0844ffcb8ccd000e6,https://open.spotify.com/artist/6L1XC7NrmgWRlwAeLJvVtA,10
14442,14442,Sam Hui,0.591,0.5666,205431.8,0.2974,3.664e-05,0.2718,-14.611200000000002,0.02948,108.393,0.407,41.8,6,1,5,"['c-pop', 'cantopop', 'classic cantopop', 'vintage chinese pop']","['浪子心聲 - 電影""半斤八両""歌曲', '沉默是金 (合唱)', '滄海一聲笑 - 電影《笑傲江湖》主題曲', '半斤八兩 - 電影""半斤八兩""歌曲', '天才白痴夢', '阿郎戀曲 - 電影《阿郎的故事》歌曲', '雙星情歌', '印象 - 電影「摩登保鑣」插曲', 'Blue Balloon - The Hourglass Song', '財神到']",89184,51,1SglpJrPltamdJLLwInIL7,https://i.scdn.co/image/ab67616d0000b273ae0a2dce1e0ae9fde32c4671,https://open.spotify.com/artist/1SglpJrPltamdJLLwInIL7,10
14459,14459,Sammi Cheng,0.366,0.3979999999999999,206093.0,0.3720000000000001,3.35e-05,0.114,-10.18,0.0308,72.881,0.3939999999999999,49.0,9,1,2,"['c-pop', 'cantopop', 'classic cantopop']","['我們都是這樣長大的', '終身美麗 (電影“瘦身男女”主題曲)', '不要驚動愛情', 'Creo en Mi (feat. Jackson Wang)', '不拖不欠 (電影“百份百感覺1”主題曲)', '捨不得你', '值得', '其實你心裡有沒有我', '千年如一日', '親密關係 (電影“行運一條龍”主題曲)']",199735,56,3XCnp5UV5wnNw49Xuka9qH,https://i.scdn.co/image/6d74ca712f7227d4240766d9b643720fdc1035c6,https://open.spotify.com/artist/3XCnp5UV5wnNw49Xuka9qH,10
14462,14462,Sammy & Falsetto,0.111,0.863,260545.0,0.669,0.0,0.0569,-5.952000000000001,0.282,164.062,0.947,82.0,6,0,2,"['perreo', 'reggaeton', 'reggaeton flow', 'trap latino']","['Yo Se Que Tu Quieres (feat. Ñengo Flow)', 'Quitate la Ropa (Remix) [feat. Juanka]', 'Extraño Tus Besos (feat. Darkiel)', 'Yo Se Que Tu Quieres (Remix) [feat. Ñengo Flow, Farruko & Opi]', 'Soltandose el Pelo (feat. Ñengo Flow)', 'Dile Que Fui Yo', 'Noción', 'Tu Favorito (feat. Yomo, Juanka & Anonimus)', 'Placer (feat. Juanka & Young Izak)', 'Only You']",239644,66,6AT27ojKlBuZToFIGwQZDc,https://i.scdn.co/image/4cd90c5d3de7d6fe736bc420bf217092a39741eb,https://open.spotify.com/artist/6AT27ojKlBuZToFIGwQZDc,10
14468,14468,Sammy Johnson,0.0901,0.7929999999999999,250052.0,0.6990000000000001,0.0,0.223,-4.595,0.0674,130.018,0.8059999999999999,54.0,11,1,1,"['jawaiian', 'polynesian pop']","['Don’t Say Goodbye', 'Give Me All', 'Hey', 'Since I Met You', 'Fall In Love', 'For Your Love', 'Cool & Easy', 'Say That You Love Me', 'Missing the One You Love', 'Sleepwalker']",80165,56,0vMGGYcvLOnwg7t4kl33BA,https://i.scdn.co/image/e1b95150d0e9dadfbec41e829fe0bd5bff9dc3a1,https://open.spotify.com/artist/0vMGGYcvLOnwg7t4kl33BA,10
14469,14469,Sammy Kershaw,0.2564416666666668,0.6310833333333332,202021.16666666663,0.6488333333333333,6.131666666666665e-06,0.1180999999999999,-9.435833333333337,0.032525,135.85624999999996,0.7064166666666667,43.25,2,1,24,"['country', 'country road', 'country rock']","[""She Don't Know She's Beautiful"", 'Queen Of My Double Wide Trailer', 'Third Rate Romance', 'Love of My Life', 'He Drinks Tequila', 'Vidalia', 'Cadillac Style', 'Yard Sale', 'Chevy Van', 'Love Of My Life']",406980,58,3tkZthBATD0S45hm1DmB2O,https://i.scdn.co/image/3d269be9b0dc99650e8a42a0ecd715086bb21e56,https://open.spotify.com/artist/3tkZthBATD0S45hm1DmB2O,9
14471,14471,Sample Rain Library,0.135,0.196,158655.0,0.501,0.995,0.727,-22.68,0.0956,83.557,0.0169,68.0,10,1,2,['sleep'],"['Cozy Rain', 'Ambiente Lluvia', 'Brain Relaxation Sky', 'Dark Rain Sound', 'Summer Rain Sleep Relaxation Sounds, Pt. 2', 'Summer Rain Sleep Relaxation Sounds, Pt. 54', 'Summer Rain Sleep Relaxation Sounds, Pt. 1', 'Summer Rain Sleep Relaxation Sounds, Pt. 4', 'Summer Rain Sleep Relaxation Sounds, Pt. 3', 'Summer Rain Sleep Relaxation Sounds, Pt. 5']",752,55,4xoAruVAdJ3SOwVX3px97W,https://i.scdn.co/image/c6b63d7f34e0d1fb66d54ebaacb67da27569453a,https://open.spotify.com/artist/4xoAruVAdJ3SOwVX3px97W,10
14477,14477,Samuel Hernández,0.6775714285714286,0.5314285714285714,288439.8571428572,0.5064285714285715,1.0000000000000004e-06,0.2228571428571429,-6.749428571428571,0.048,122.04271428571428,0.356,54.42857142857143,4,1,7,"['latin christian', 'latin worship']","['Levanto Mis Manos', 'No Me Digas Adiós', 'Dios Siempre Tiene el Control', 'Dios sabe lo que hace', 'Faltan 5 para las Doce Llego Jesús', 'Si Le Crees a Dios', 'De Lo Mas Profundo de Mi Corazón', 'Por Si No Hay Mañana', 'Levanto Mis Manos - Instrumental', 'Dios Me Dijo Que No']",301280,58,17XxPdvl2MD39MnT9zhNjU,https://i.scdn.co/image/ce80a8b8f5fbec2be0a9b3e9a0bdef8e241991b7,https://open.spotify.com/artist/17XxPdvl2MD39MnT9zhNjU,10
14479,14479,Samuray,0.29595,0.5783750000000002,190972.5625,0.5565625,0.00038317875,0.2885624999999999,-7.0588124999999975,0.038475,137.8175,0.7165625000000001,41.75,2,1,32,"['cumbia sonidera', 'grupera', 'gruperas inmortales', 'regional mexican']","['Él Soy Yo', 'Tiernas Mentiras', 'Un Día Sin Ti', 'La Vuelta', 'Lagrimillas Tontas', 'Contigo O Sin Ti', 'Una Página Más', 'Ya No Vives en Mí', 'Nada Va A Cambiar Mi Amor Por Ti', 'Contigo o Sin Ti']",292723,60,6fBjnfeYEU3VFuQl8RPrp8,https://i.scdn.co/image/ab6761610000e5eb408aeff72654f0672cf2587f,https://open.spotify.com/artist/6fBjnfeYEU3VFuQl8RPrp8,10
14480,14480,San Francisco Symphony,0.968,0.0634,259333.0,0.0216,0.954,0.1169999999999999,-23.377,0.0447,66.20100000000001,0.0343,41.0,4,1,1,"['american orchestra', 'classical performance', 'orchestra']","['Fauré: Pavane, Op. 50', 'For Whom the Bell Tolls (Live)', 'The Day that Never Comes (Live)', 'The Ecstasy of Gold (Live)', 'No Leaf Clover (Live)', 'The Call of Ktulu (Live)', 'The Memory Remains (Live)', 'Nothing Else Matters (Live)', 'Moth Into Flame (Live)', 'The Outlaw Torn (Live)']",21367,58,1qHStDLIc8uV7hvTG6FGRJ,https://i.scdn.co/image/0d8534f5b0deace09fe07f5e1f7dfd227231b404,https://open.spotify.com/artist/1qHStDLIc8uV7hvTG6FGRJ,10
14481,14481,San Holo,0.14135,0.6585,253168.0,0.627,1.0095e-05,0.08845,-5.089999999999998,0.0606,147.56099999999995,0.6285000000000001,62.0,6,1,4,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']","['Light', 'bb u ok?', 'We Rise', 'Honest', 'IT HURTS!', 'black and white', 'lift me from the ground', 'find your way', 'Lines of the Broken', 'show me']",622690,66,0jNDKefhfSbLR9sFvcPLHo,https://i.scdn.co/image/65ac17c15f49dbd226f321e986a874471df303da,https://open.spotify.com/artist/0jNDKefhfSbLR9sFvcPLHo,10
14484,14484,Sanchez,0.1131742857142857,0.728,224978.1428571429,0.4202857142857143,1.7228571428571427e-06,0.1173428571428571,-11.323999999999998,0.141,129.98728571428578,0.7381428571428571,43.0,6,0,7,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']","['Nieves De Enero', 'Alma Enamorada', 'El Crimen De Culiacán', 'Hermanos Mata', 'Mario Peralta', 'Prenda Del Alma', 'Los Chismes', 'El Pávido Návido', 'Baraja de Oro', 'Anastasio Pacheco']",1450636,72,7u9m43vPVTERaALXXOzrRq,https://i.scdn.co/image/ab67616d0000b2731243c5b359b708c0b52e0fa5,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,10
14486,14486,Sander van Doorn,0.133,0.5579999999999999,49062.0,0.6859999999999999,0.605,0.205,-13.772,0.0581,137.02700000000002,0.591,8.0,6,0,2,"['big room', 'deep big room', 'dutch trance', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'trance']","['Spotlight', 'Golden (feat. Blondfire)', 'Feels Like Summer', 'Ori tali ma - LVNDSCAPE Remix', 'Temper Temper (feat. ONR)', 'Need To Feel Loved', 'Drink To Get Drunk - Eli & Fur Remix', 'The World', 'Gold Skies', 'No Words (feat. Belle Humble)']",340833,59,22bukBZvUppuwQwmDz75Gz,https://i.scdn.co/image/24f7d794e4b75887627c676c0a6cdc25e360745b,https://open.spotify.com/artist/22bukBZvUppuwQwmDz75Gz,10
14491,14491,Sandra De Sá,0.17,0.8420000000000001,267267.0,0.5489999999999999,0.00122,0.0804,-10.857,0.0447,96.566,0.967,51.0,5,0,2,"['axe', 'brazilian soul', 'mpb', 'pagode', 'samba']","['Olhos Coloridos', 'Retratos e Canções', 'Olhos Coloridos', 'Enredo do meu samba', 'Vale Tudo', 'Não adiantou saber - I Might Be Crying', 'Olhos Coloridos - Ao Vivo', 'Bye Bye Tristeza', 'Solidão', 'Olhos Coloridos (Rap Singulares)']",162654,50,5Rxz1EE4Jj08mu40vlrqHv,https://i.scdn.co/image/73de826f0a31dc2b9c36ecc03a7207380e950795,https://open.spotify.com/artist/5Rxz1EE4Jj08mu40vlrqHv,10
14500,14500,Sandy Lam,0.4114,0.5313999999999999,294792.2,0.4786,2.076e-06,0.0936,-9.8106,0.03228,128.92600000000002,0.2442000000000001,46.4,4,0,5,"['c-pop', 'cantopop', 'classic mandopop', 'mandopop']","['至少還有你', '分分鐘需要你', '愛上一個不回家的人', '聽說愛情回來過', '傷痕', '詞不達意', '當愛已成往事', '為你我受冷風吹', '為你我受冷風吹', '不必在乎我是誰']",183791,55,3K2hOAx9MPhduvDf2qguro,https://i.scdn.co/image/d5ba080a88d66a828c48d7e748dae4b5b5f4a22b,https://open.spotify.com/artist/3K2hOAx9MPhduvDf2qguro,10
14506,14506,Santana,0.2604407042253521,0.4909154929577466,280272.9718309859,0.6465981220657281,0.3915924068544599,0.2328169014084508,-11.899643192488268,0.0561633802816901,126.37819718309868,0.6133943661971832,37.04694835680751,2,1,213,"['blues rock', 'classic rock', 'mexican classic rock', 'rock']","['Smooth (feat. Rob Thomas)', 'Maria Maria (feat. The Product G&B)', 'Oye Como Va', 'Black Magic Woman - Single Version', 'Samba Pa Ti', 'MAMACITA', 'The Game of Love (feat. Michelle Branch) - Main / Radio Mix', 'Corazon Espinado (feat. Mana)', 'Evil Ways', 'Into the Night (feat. Chad Kroeger)']",1979237,74,6GI52t8N5F02MxU0g5U69P,https://i.scdn.co/image/e1bfc98896b3638caa59ef227d52fb1a2208375d,https://open.spotify.com/artist/6GI52t8N5F02MxU0g5U69P,10
14507,14507,Santiago Cruz,0.862,0.7170000000000001,218147.0,0.512,0.0,0.121,-5.975,0.0424,147.97299999999996,0.39,65.0,9,1,2,"['colombian pop', 'ecuadorian pop', 'latin', 'latin pop']","['Y Si Te Quedas, ¿Qué?', 'Desde Lejos', 'Cómo Haces', 'Como Desde la Primera Vez', 'No Te Necesito - Nunca Fue Necesidad', 'Vida de Mis Vidas', 'Una Y Otra Vez', 'Baja la Guardia', 'Me Fui (feat. Ventino, Fonseca, Sebastián Yatra, Fanny Lu, Silvestre Dangond, Sanluis, Debi Nova, Víctor Muñoz, Raquel Sofía, Juan Fernando Velasco, Leslie Shaw, Astrid Marrufo, Cáceres & Javier Ramirez)', 'Cuando Regreses']",689789,61,5ClJtuiNlr83ua45Dvpcf7,https://i.scdn.co/image/25b914527d3f702e26402788d3b34c921262fa44,https://open.spotify.com/artist/5ClJtuiNlr83ua45Dvpcf7,10
14511,14511,Santo & Johnny,0.7745294117647059,0.5046470588235293,150489.11764705885,0.2775,0.6787152941176468,0.2082823529411765,-14.723058823529415,0.0333176470588235,129.38505882352942,0.4030470588235296,36.058823529411775,1,1,34,['space age pop'],"['Sleep Walk', 'Sleepwalk', 'And I Love Her', 'Sugar Song', 'You Belong to Me', 'Venus', 'September Song', 'Sealed with a Kiss', 'Lazy day', 'Sonámbulo']",69540,57,4hGjngc0tPOBwTgTPci3IK,https://i.scdn.co/image/7374f0753ad88ed74ed3dd82dbe700276241dd02,https://open.spotify.com/artist/4hGjngc0tPOBwTgTPci3IK,10
14516,14516,Sara Bareilles,0.3039741176470588,0.5007058823529412,250715.76470588235,0.5650588235294116,0.0007961176470588,0.1141176470588235,-6.702470588235292,0.0397529411764705,141.11270588235294,0.5091764705882352,63.235294117647065,5,1,17,"['acoustic pop', 'dance pop', 'lilith', 'neo mellow', 'pop', 'pop rock']","['Love Song', 'Brave', 'Gravity', 'She Used To Be Mine', 'I Choose You', 'King of Anything', 'A Safe Place to Land (feat. John Legend)', 'When He Sees Me', 'Orpheus', 'You Matter To Me (feat. Jason Mraz)']",1624724,73,2Sqr0DXoaYABbjBo9HaMkM,https://i.scdn.co/image/948d8011e49efb54e667db9a1fb9e89221a73092,https://open.spotify.com/artist/2Sqr0DXoaYABbjBo9HaMkM,10
14518,14518,Sara Kays,0.585,0.679,227186.0,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.5539999999999999,83.0,7,0,2,"['indie cafe pop', 'modern indie pop', 'pop', 'social media pop']","['Remember That Night?', 'Home for the Summer', 'Chosen Last', 'Smaller Than This', 'Picture Of You', 'Future Kids', 'No Matter the Season', 'I’m Okay Though', 'Rich Boy', 'Remember That Night? - Acoustic']",212216,72,7Lk9V7E1u5gqSHmtcKlOqH,https://i.scdn.co/image/ff2585ab911532ee0ca21ca89dc63f491a3eb513,https://open.spotify.com/artist/7Lk9V7E1u5gqSHmtcKlOqH,10
14523,14523,Sarah De Warren,0.0248902111111111,0.4786666666666666,110455.11111111114,0.9121111111111112,0.2356384777777777,0.4625555555555555,-6.598666666666667,0.0917222222222222,132.86177777777775,0.3495555555555556,25.11111111111111,10,0,18,['indie electropop'],"['White Flag', 'Bad Dream', 'F.O.O.L. - Hard Mix', 'HARLEY FVCKING QUINN', 'Astronomy', 'F.O.O.L. - Unplugged', 'Dance Monkey', 'World For You', 'Back To Life', ""Just Can't Get Enough""]",48484,61,2V431yZGG08uroH2CZAgur,https://i.scdn.co/image/a3c0941ae9302588359d3ceca952a42b3cef25dd,https://open.spotify.com/artist/2V431yZGG08uroH2CZAgur,9
14531,14531,Sarah Vaughan,0.8601235955056162,0.4079691011235959,194144.08707865168,0.2172132022471912,0.000416586235955,0.23531797752809,-13.731300561797752,0.0513348314606741,110.32147752808982,0.314276404494382,16.87078651685393,10,1,356,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']","['Misty', 'Black Coffee', 'Broken Hearted Melody', 'Tenderly', 'Lullaby Of Birdland', 'Whatever Lola Wants - Gotan Project Remix', 'Passing Strangers', 'Whatever Lola Wants (Lola Gets)', 'Just Friends', 'Mean to Me']",480519,59,1bgyxtWjZwA5PQlDsvs9b8,https://i.scdn.co/image/c458380e0442aa957795d9df4dc574f9aa7de157,https://open.spotify.com/artist/1bgyxtWjZwA5PQlDsvs9b8,10
14549,14549,Saudi,0.0201,0.768,267427.0,0.471,0.0,0.268,-8.406,0.259,131.023,0.405,68.0,2,1,2,['south african hip hop'],"['X (with 2 Chainz & Saudi)', 'Make You Proud', 'Dark Dindy', 'Pull Up', 'Drip', 'بالسلامة يا حبيبي', 'Anymore', '325 Spin', 'Mellisa Pink', 'Boda Tonight']",18177,56,37Qsf5KCKljH7mL134xp4k,https://i.scdn.co/image/6a275ffe1f0013546717ff4ad6d6b5ea63d89ad3,https://open.spotify.com/artist/37Qsf5KCKljH7mL134xp4k,10
14551,14551,Savage,0.053332,0.8278999999999999,249400.1,0.6226999999999999,0.0823257699999999,0.1280299999999999,-8.4678,0.12159,123.3277,0.7976000000000001,48.9,1,0,10,"['atl hip hop', 'rap', 'trap']","['Runnin', 'Opp Stoppa (feat. 21 Savage)', 'Bank Account', 'a lot', 'Mr. Right Now (feat. Drake)', 'ball w/o you', 'Rich Nigga Shit (feat. Young Thug)', 'Yessirskiii', 'Glock In My Lap', 'X (feat. Future)']",9503819,87,1URnnhqYAYcrqrcwql10ft,https://i.scdn.co/image/fcbc4560c03099fec55cf55054932ca3808e33d3,https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft,10
14553,14553,Savage Garden,0.1612999999999999,0.6061818181818182,265134.63636363635,0.6946363636363636,0.0001873927272727,0.1191181818181818,-7.919090909090911,0.0353909090909091,129.07190909090912,0.6604545454545454,57.36363636363637,0,1,22,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']","['Truly Madly Deeply', 'I Knew I Loved You', 'To the Moon & Back', 'I Want You', 'Affirmation', 'Crash and Burn', 'The Animal Song', 'Break Me Shake Me', 'Two Beds And A Coffee Machine', 'Hold Me']",840025,68,3NRFinRTEqUCfaTTZmk8ek,https://i.scdn.co/image/b3e1832c83d4dd154552dc708e24d15def248bb7,https://open.spotify.com/artist/3NRFinRTEqUCfaTTZmk8ek,10
