,artists,genres,followers,Artist ID,Popularity Score,Image URL
936,Dread Mar I,"['argentine reggae', 'latin alternative', 'rock en espanol']",1950861,1aw0Cdl1DIrtUrUA6fGbAR,74,https://i.scdn.co/image/43b77f0fe52c5bc72cbf12968f1c68c92963a22e
937,Dream Shard,['white noise'],325,3EUg5IOxGnBPtjK0uzMxcJ,61,https://i.scdn.co/image/ab67616d0000b27358ff98c4b0b7935858906113
938,Dream Theater,"['metal', 'power metal', 'progressive metal', 'rock']",1167428,2aaLAng2L2aWD2FClzwiep,65,https://i.scdn.co/image/7a45b5792bde17098a0037509018f7f5bbfc6a99
939,Dreamville,"['hip hop', 'rap', 'underground hip hop']",343274,1iNqsUDUraNWrj00bqssQG,72,https://i.scdn.co/image/a18511aae6029596c9dfca3b9d38fb8383386d0e
940,Dreezy,"['chicago rap', 'drill', 'hip pop', 'pop r&b', 'trap queen']",578509,7gWumE1wMALHXANLSIt054,60,https://i.scdn.co/image/719f2736bd8e113a840190781a013e946fdfa92e
941,Dropkick Murphys,"['boston punk', 'boston rock', 'celtic punk', 'celtic rock', 'punk', 'skate punk']",982089,7w9jdhcgHNdiPeNPUoFSlx,69,https://i.scdn.co/image/f9514a07ea1e975c422379f029677dc08999c22a
942,Drowning Pool,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']",1373650,1E4r4z7ivGUcSAnCbINJ9v,65,https://i.scdn.co/image/774c52a24eea8147371a71128f018d494784da74
943,Dru Hill,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']",1012583,1255GTUKNCLCTvH9ctD4cT,60,https://i.scdn.co/image/20ec81c529aabd81f6e29600423e9e7ce89b6c01
944,Dua Lipa,"['dance pop', 'pop', 'pop dance', 'uk pop']",24123468,6M2wZ9GZgrQXHCFfjv46we,95,https://i.scdn.co/image/552c454001ba87ea580c1f084482991502562996
945,Duckwrth,"['alternative r&b', 'indie r&b', 'underground hip hop']",257665,6I3MElirhT5t6Kf7p0hGk9,68,https://i.scdn.co/image/5c5b5c4adb7630499cfa27b8ec34f1ff36d2b976
946,Duelo,"['corrido', 'norteno', 'regional mexican', 'tejano']",1151033,0nnp7oJpY2J6yZOqtdKaWq,70,https://i.scdn.co/image/8e559e51bd79b646da900bff29c320d8da3a5782
947,Duke Dumont,"['dance pop', 'destroy techno', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house', 'uk dance']",616476,61lyPtntblHJvA7FMMhi7E,71,https://i.scdn.co/image/9c66ee295b37760c9c6f6cdc34c1432194b8d7d9
948,Duke Ellington Orchestra,"['big band', 'swing']",696099,4F7Q5NV6h5TSwCainz8S5A,63,https://i.scdn.co/image/1e24691a352233bbe989a311d921f17e7892a87e
949,Duki,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",3960273,1bAftSH8umNcGZ0uyV7LMg,82,https://i.scdn.co/image/23849870bb2e25d3363a02193326e1442dfb0d18
950,Dulce María,"['latin arena pop', 'post-teen pop']",544177,6kaefrHSdAvxhhCVDFTCEL,73,https://i.scdn.co/image/ce8ad14173fbd3cfc9c2fb0908ce1fac73b5d8f5
951,Duncan Dhu,"['cantautor', 'rock en espanol', 'spanish new wave', 'spanish pop']",453800,2MLHBMApNE5h8wIufiTPs7,62,https://i.scdn.co/image/ab67616d0000b273a4b46c9ca1b602ef5df37884
952,Duncan Laurence,['dutch pop'],181450,3klZnJvYGIbWritVwQD434,80,https://i.scdn.co/image/910b977b87ddc652cddc681b158244e04a373100
953,Dupont,"['background piano', 'spanish electronic']",1713,7vwpKCVjqvSn8RVOhD38g9,61,https://i.scdn.co/image/5c213c0fdbc43fc357477bd1f2887203ed68ad16
954,Duran Duran,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']",1895202,0lZoBs4Pzo7R89JM9lxwoT,72,https://i.scdn.co/image/2e6d5966dafa119f4a75e7df62ffa163e0d861cd
955,Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",1580428,1dID9zgn0OV0Y8ud7Mh2tS,71,https://i.scdn.co/image/d7fb13fcd4248b66ea94758d32fef68b8f06f973
956,Dustin O'Halloran,"['compositional ambient', 'neo-classical', 'soundtrack']",139767,6UEYawMcp2M4JFoXVOtZEq,63,https://i.scdn.co/image/ab6761610000e5eb9fa10970821c5a5406c03e0e
957,Dusty Springfield,"['adult standards', 'brill building pop', 'british invasion', 'classic uk pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soul', 'vocal jazz']",313160,5zaXYwewAXedKNCff45U5l,68,https://i.scdn.co/image/8b2bbbe1dde191c637271fab24ff66fda4faf4fa
958,Dwele,"['neo soul', 'r&b', 'urban contemporary']",218003,7u6LfVyYpEzMpHLL7jTyvU,65,https://i.scdn.co/image/aa89f602bf1630354e7e43a977492634e1f77814
959,Dwight Yoakam,"['bakersfield sound', 'country', 'country rock']",422427,2sxmKe3CUrWnx7eoXMhOlW,62,https://i.scdn.co/image/b6a79a14b8a986f6348e8d47ab226c7531aad7da
960,Dyango,"['cancion melodica', 'latin', 'latin pop', 'pop romantico']",526599,0PbO1lSBsJPgyqdEypJJVb,60,https://i.scdn.co/image/a604b251e5be3d9834bc53b0a995903e784e5b1e
961,Dyl,"['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",4982427,74ASZWbe4lXaubB36ztrGX,77,https://i.scdn.co/image/ab6772690000c46cf79ca05dcc1581c712bf3658
962,Dylan Brady,"['escape room', 'glitchcore', 'hyperpop', 'underground hip hop']",40424,2Cm6C9PNHioyjRKBfO7n9N,66,https://i.scdn.co/image/549aaa755e33fb1c253602b26fd93be77933f62e
963,Dylan Fuentes,['reggaeton colombiano'],40352,4Wcscw7z9AAE6y7qWdIAin,62,https://i.scdn.co/image/597ab5c30ebfaec3988f6ae30879486f1c0bb762
964,Dylan Matthew,['social media pop'],57633,6d0ZjIp5L7Ygy2l02HskRX,72,https://i.scdn.co/image/8918beaebbf348def106650e7be1d034326156bb
965,Dylan Scott,"['contemporary country', 'country', 'country road', 'modern country rock']",897185,78YqeIji3mgAS2K1Maca6x,64,https://i.scdn.co/image/b7c74019cb749aa2c2c1da2cd46d2e18b6f60375
966,Dynoro,"['edm', 'electro house', 'pop dance', 'tropical house']",221689,3v6Ji4uoWtKRkhuDUaxi9n,74,https://i.scdn.co/image/a063a8c336322368274ea70cd554044f77e7a2ee
967,Dzeko,"['big room', 'canadian electronic', 'deep big room', 'electro house', 'pop edm']",49833,5vQfv3s2Z2SRdPZKr82ABw,68,https://i.scdn.co/image/c91d58c9ce212de8a0801947589505142cccfb5a
968,Dímelo Flow,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",220407,3fZk3Gm5dN5v5yfYMQ04Bx,77,https://i.scdn.co/image/4a6f35403f9d8fb7cbf5d6ca59f3c404aba74532
969,E-40,"['cali rap', 'gangster rap', 'hip hop', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'west coast rap']",642577,3crnzLy8R4lVwaigKEOz7V,73,https://i.scdn.co/image/d8f36f82cd2f4752e93167e4187636cd032881c5
970,EARTHGANG,"['atl hip hop', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']",569173,5MbNzCW3qokGyoo9giHA3V,72,https://i.scdn.co/image/dfb31c2eb88b4733a0a1f6763dc9986c46d04b5c
971,EDX,"['house', 'progressive house', 'swiss pop']",193607,7GMot9WvBYqhhJz92vhBp6,64,https://i.scdn.co/image/d18870aee44613591f68514f755e22868cc4b970
972,EL,"['adult standards', 'rock-and-roll', 'rockabilly']",2459591,26T3LtbuGT1Fu9m0eRq5X3,79,https://i.scdn.co/image/3f50bb245648f81ff86ac941e01b9912f5d9713d
973,ELISA,"['calming instrumental', 'classify', 'piano cover']",818648,2ARH58Hit3yC6ziGdhma23,66,https://i.scdn.co/image/5a2cc8e8eede11c95522170455081c1dc9c68e8c
974,ERA,['modern alternative rock'],307511,5bmqhxWk9SEFDGIzWpSjVJ,61,https://i.scdn.co/image/40f96c232ccb5d0347f4a35bf825b666ed13fdeb
975,EST Gee,['kentucky hip hop'],17562,4FlG0V0jhLO4qGpayFOphj,71,https://i.scdn.co/image/ef0ea9e75c48ea04e54e8e5f11d81d40dc88654b
976,Eagle-Eye Cherry,['pop rock'],137388,3ngKsDXZAssmljeXCvEgOe,62,https://i.scdn.co/image/d1cb8ee4e43660c941b9ec21aceaf48654c5f484
977,Eagles,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",6369653,0ECwFtbIWEVNwjlrfc6xoL,80,https://i.scdn.co/image/6b215464b769958ef1d7d9f163e3f49ebacf8842
978,Earl Sweatshirt,"['alternative hip hop', 'escape room', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']",1440786,3A5tHz1SfngyOZM2gItYKu,71,https://i.scdn.co/image/df0ce0e119e1d5006ea986e27414256d85c08c50
979,"Earth, Wind & Fire","['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",2844202,4QQgXkCYTt3BlENzhyNETg,77,https://i.scdn.co/image/9fd0a9822140cce668ee15263e1f73730152dff0
980,Eason Chan,"['c-pop', 'cantopop', 'mandopop']",1257014,2QcZxAgcs2I1q7CtCkl6MI,67,https://i.scdn.co/image/704352b35dfa0b40f9800150c872b4c6e3cbdf2a
981,Easton Corbin,"['contemporary country', 'country', 'country road', 'modern country rock']",757037,070kGpqtESdDsLb3gdMIyx,60,https://i.scdn.co/image/80742c9a2e242eaaafcc84ef9873bf524bf16159
982,Eazy-E,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",3070127,7B4hKK0S9QYnaoqa9OuwgX,67,https://i.scdn.co/image/86dccc14ded05c08b96d314a5b0ddf95bb01f013
983,Echo & the Bunnymen,"['alternative rock', 'art rock', 'dance rock', 'dream pop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'punk', 'rock', 'uk post-punk']",593199,0fgYKF9Avljex0L9Wt5b8Z,61,https://i.scdn.co/image/397489fba8899aa52cadb0f62662603f96065446
984,Echosmith,"['dance pop', 'electropop', 'indie poptimism', 'pop rock']",568710,1PbBg2aYjWLKRk84zJK15x,64,https://i.scdn.co/image/d89b3ffd5dde0738bcec35e7787dac648a517141
985,Ed Sheeran,"['pop', 'uk pop']",78900234,6eUKZXaKkcviH0Ku9w2n3V,92,https://i.scdn.co/image/c9e693f336bc004af00c51bbf0a157e8b5af75f2
986,Eddie Dee,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",325523,7zLcnirfgw1VEHHshuGcDR,60,https://i.scdn.co/image/ab67616d0000b27332a1608cb26549918f2adafe
987,Eddie Money,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",546874,4Tw2N3wdvJPGEU7JqMxFfE,63,https://i.scdn.co/image/d4d7e3a8866c0b9d9c602530dcbe6dda28096b59
988,Eddie Santiago,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",778678,5Wg6XnPTp0xXxFCjywwR9I,68,https://i.scdn.co/image/7f9cc07483fb1c242632f85151ed2b4439225da9
989,Eddie Vedder,"['acoustic rock', 'permanent wave', 'rock']",1224762,0mXTJETA4XUa12MmmXxZJh,66,https://i.scdn.co/image/d52d431bd0a6a9176e4ca29ddba8df6c4fbabcaa
990,Eddy Lover,"['latin', 'latin hip hop', 'panamanian pop', 'reggaeton', 'tropical']",298069,7gR53ad9JjCweCv4f9MWEX,62,https://i.scdn.co/image/2e2c0f456f669d2d8250b2aeb6cc47b05116349f
991,Eden Project,"['electropop', 'indie poptimism', 'modern rock', 'pop']",886896,1t20wYnTiAT0Bs7H1hv9Wt,71,https://i.scdn.co/image/9b8d2c847f90b918288ad9f7b380e4be0f061883
992,Edith Márquez,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera']",802733,7afXSXOa8dE3c2C5XIguAv,65,https://i.scdn.co/image/26760bb07629d8612e8ed0dec1ecf643991dcf13
993,Editors,"['alternative dance', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",603567,6e9wIFWhBPHLE9bXK8gtBI,61,https://i.scdn.co/image/be320943a529d1ff060478998af86290a931a71d
994,Edvard Grieg,"['classical', 'late romantic era', 'norwegian classical']",401736,5ihY290YPGc3aY2xTyx7Gy,65,https://i.scdn.co/image/a5dc4df4f87b534afc7b21116bc7680492210656
995,Edward Elgar,"['british modern classical', 'classical', 'late romantic era', 'victorian britain']",127685,430byzy0c5bPn5opiu0SRd,60,https://i.scdn.co/image/8691898841248ffbc5e984334879337c81a268fd
996,Edward Maya,['romanian pop'],166528,6XwwFnewNgWp81MYMK8zLq,63,https://i.scdn.co/image/685717f63ed2cbbf9c09ffdfd93f02c6432d5944
997,Edwin Luna y La Trakalosa de Monterrey,"['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",2131111,4LFOoXhMhnq9U8VsZkSwxl,71,https://i.scdn.co/image/1b9763d598a9ff87654deaf018bb008a0b0c36c8
998,Eels,"['alternative rock', 'melancholia']",354303,3zunDAtRDg7kflREzWAhxl,62,https://i.scdn.co/image/93d37ffcc37a168fd333c1ba7119596956377a1e
999,Egg,['indie pop'],152284,6zQlhM6cyJRrzuqAbB8PlB,60,https://i.scdn.co/image/d544bd33c562836c294924eb14915094d99b0ec3
1000,Eiffel 65,"['bubblegum dance', 'eurodance', 'europop', 'italian adult pop', 'italo dance']",243890,64rxQRJsLgZwHHyWKB8fiF,67,https://i.scdn.co/image/db47e25f7d553170c12dd396101754c7464113df
1001,El Alfa,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino', 'tropical']",1595647,2oQX8QiMXOyuqbcZEFsZfm,82,https://i.scdn.co/image/52603cddb5b4a4bde5c0dc011b07c6f5ad285909
1002,El Bebeto,"['banda', 'corrido', 'mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",1568242,1YhMWppPt9RVODKD1KCs7W,67,https://i.scdn.co/image/0a26a39261fcca1cff0fff2c975b73370c30299c
1003,El Chacal,['cubaton'],119748,1xFn1xod58AGaSZjrxdiXA,62,https://i.scdn.co/image/88ca17e8e07627504778f5d577b8eac0c4e985a2
1004,El Chapo De Sinaloa,"['banda', 'corrido', 'norteno', 'ranchera', 'regional mexican']",1274460,59Ih0XIAzMXq7Yf9ny3u5t,64,https://i.scdn.co/image/d31abb70e69a779ea2e4f7c731fcd44c9f2c4024
1005,El Coyote Y Su Banda Tierra Santa,"['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",945825,7sQ3Q6yYyg0SdpEezJN8UT,65,https://i.scdn.co/image/f8857ded1ce54bf9550f273f70e1e96ced289ecc
1006,El Fantasma,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican']",2535899,0my6Pg4I28dVcZLSpAkqhv,79,https://i.scdn.co/image/21997fcc850b503d702243f5b8dd26d930dcccb8
1007,El Gran Combo De Puerto Rico,"['boogaloo', 'latin jazz', 'salsa', 'salsa puertorriquena', 'tropical']",796333,6nnspeopmJAG07xOxHmqTu,63,https://i.scdn.co/image/b2b8c3385fa0f532eb64b612d2d94788f314371e
1008,El Gran Silencio,"['latin alternative', 'latin hip hop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",704347,6pWTPhk1AtVfNmkaeXXVpD,61,https://i.scdn.co/image/24ff4b9b626ed679d04d0ac2d67705d201a235d2
1009,El Guincho,['musica canaria'],42545,1oMiDFyAgmIzw9ZBQYHOJI,65,https://i.scdn.co/image/a38e0672bdfd1b9ec5fb55b9703297868a21b98c
1010,El Komander,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']",2097588,2wC90WSKQd0BvdxJZ0mObr,71,https://i.scdn.co/image/ab6761610000e5ebed79546b807a5eee934f5adc
1011,El Michels Affair,"['afrobeat', 'funk', 'indie jazz', 'instrumental soul', 'soul']",108385,0cLrgpG3pW4MX4nD8h6qCc,60,https://i.scdn.co/image/7679ee5cba76669d7d69ebef1ac1022208d6a8d8
1012,El Poder Del Norte,"['corrido', 'norteno', 'ranchera', 'regional mexican']",521703,4E9GScOUpq8PgyRhItXx7x,62,https://i.scdn.co/image/ac9a4750cac6e573656bde09e587b667ff3b3674
1013,El Tigrillo Palma,"['banda', 'corrido', 'deep regional mexican', 'latin hip hop', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",703793,2usAJ9Mtrw570XlQ5MHJek,64,https://i.scdn.co/image/a08476ee5b66737d08814b95e44e1ffaac925195
1014,El Tri,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'rock urbano mexicano']",1086316,3HgZDevp7GspkLUAa5cKne,66,https://i.scdn.co/image/7d0739d0053fce9d8f1dd03f2829ed624603fac3
1015,El de La Guitarra,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",1014781,0LIyZkH7LLbsA9T4YwUnEk,65,https://i.scdn.co/image/4e115a3db12be9ed7235b1f453952b886db6e6d8
1016,Elbow,"['britpop', 'chamber pop', 'indie rock', 'modern rock', 'rock']",419094,0TJB3EE2efClsYIDQ8V2Jk,60,https://i.scdn.co/image/55a75bebe759b198fc402b2bc80490d0b24023fb
1017,Electric Guest,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'shimmer pop', 'vapor soul']",286062,7sgWBYtJpblXpJl2lU5WVs,62,https://i.scdn.co/image/031af08abb50cc365ab48d03f3f4a2a4abe48b84
1018,Electric Light Orchestra,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",2691346,7jefIIksOi1EazgRTfW2Pk,76,https://i.scdn.co/image/5a5b295b9cc24c4e45b881e7ca9bcd2a05546bc0
1019,Elefante,"['latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']",1183335,5oYHL2SijkMY52gKIhYJNb,70,https://i.scdn.co/image/7732f3f55f508e73b47f0d9c95b431de558fd477
1020,Elevation Worship,"['ccm', 'christian music', 'world worship', 'worship']",1168144,3YCKuqpv9nCsIhJ2v8SMix,76,https://i.scdn.co/image/c03c6f14fd61f52405baf512b94cfb017895fb7a
1021,Elf,"['scorecore', 'soundtrack']",267843,5qBZETtyzfYnXOobDXbmcD,65,https://i.scdn.co/image/ab6761610000e5eb6a32f746906bd9a991ba4083
1022,Eli Young Band,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'pop rock', 'texas country']",639405,6eKWqnckwdIlSnjaYgIyxv,66,https://i.scdn.co/image/066e1b063af12eb9a9b5b9569292022478d27258
1023,Elijah Who,['lo-fi beats'],150450,2b0aKuno01NxPWVCUVIEc8,64,https://i.scdn.co/image/0b1ffb174cd85200ccab46974e1e8e77d8bb4a51
1024,Elis Regina,"['bossa nova', 'brazilian jazz', 'mpb', 'samba']",911453,0yFvXd36g5sNKYDi0Kkvl8,65,https://i.scdn.co/image/c0293f4c9ea2471cf495f4da5cb8684dba258f4c
1025,Eliza Doolittle,['lilith'],140323,14L5rpGTLVUz1pD8fUeJB1,64,https://i.scdn.co/image/ad070b6a605fe90758c953076f0345838b7c73db
1026,Ella Eyre,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",678180,66TrUkUZ3RM29dqeDQRgyA,71,https://i.scdn.co/image/ab6761610000e5eb12123322672fbf71bd1e5c94
1027,Ella Fitzgerald,"['adult standards', 'jazz blues', 'swing', 'vocal jazz']",1931266,5V0MlUE1Bft0mbLlND7FJz,73,https://i.scdn.co/image/3c1d23141059785c8a863137d176319329dc17ef
1028,Ella Henderson,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",1120869,7nDsS0l5ZAzMedVRKPP8F1,74,https://i.scdn.co/image/05e202dbc4807eaf10f7ba0acea86be98ea5d786
1029,Ella Mai,"['dance pop', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",3516095,7HkdQ0gt53LP4zmHsL0nap,75,https://i.scdn.co/image/25b1854f1629f5e4121b2ee986170fd12073c5ba
1030,Elle King,['modern blues rock'],420647,3bhu7P5PfngueRHiB9hjcx,70,https://i.scdn.co/image/6139e9f7fac4465da89fdff92a689659f40a3ffb
1031,Elley Duhé,"['electropop', 'indie electropop', 'indie poptimism', 'pop']",113721,67MNhiAICFY6Pwc2YxCO0K,64,https://i.scdn.co/image/04bd70f0ec15ad38cd915a6d560f3c41525443e8
1032,Ellie Goulding,"['dance pop', 'edm', 'indietronica', 'metropopolis', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",9339948,0X2BH1fck6amBIoJhDVmmJ,83,https://i.scdn.co/image/ab6761610000e5eb8e9ba85f51248a2b8c343674
1033,Elliott Smith,"['alternative rock', 'anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'singer-songwriter']",634938,2ApaG60P4r0yhBoDCGD8YG,66,https://i.scdn.co/image/7447a8cd32a69849113e5d7753b6f10a4a7b20e8
1034,Ellise,"['electropop', 'pop']",465791,2FovgCfOwN9iqbkCBlKFdT,62,https://i.scdn.co/image/9c518289685e69f7c5c6044157750f53657f0840
1035,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']",6915079,3PhoLpVuITZKcymswpck5b,85,https://i.scdn.co/image/f50ae3e5cf3637c5f486b6205468c245644be36e
1036,Elvis Costello,"['art rock', 'brill building pop', 'dance rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'roots rock', 'singer-songwriter']",397318,2BGRfQgtzikz1pzAD0kaEn,60,https://i.scdn.co/image/74b0533b0065fa39ecf2ee28a5a1ef53ac22d5ce
1037,Elvis Crespo,"['latin', 'latin pop', 'tropical']",604754,1c22GXH30ijlOfXhfLz9Df,68,https://i.scdn.co/image/d25e1ff043120abfb948a315efb0474196a25d5b
1038,Emancipator,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",331305,6HCnsY0Rxi3cg53xreoAIm,63,https://i.scdn.co/image/462786c3ee42d34b975c994e4bbbf0b9f3199a02
1039,Emeli Sandé,"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']",2025484,7sfgqEdoeBTjd8lQsPT3Cy,70,https://i.scdn.co/image/1ad2c4b1756960524c1b31cfd9571c6576fa8030
1040,Emilee,['social media pop'],73282,4ArPQ1Opcksbbf3CPwEjWE,73,https://i.scdn.co/image/3ab36f90764469e4ee713215f88787533ecc0b34
1041,Emily,['nyc pop'],50448,1oKdM70mJD8VvDOTKeS8t1,63,https://i.scdn.co/image/af35d22ff5f14c3ba4bf716783f332b48389f0db
1042,Eminem,"['detroit hip hop', 'hip hop', 'rap']",43747833,7dGJo4pcD2V6oG8kP0tJRR,94,https://i.scdn.co/image/56f4762485066b4ef867b96e16775f2b5b4db277
1043,Emmanuel,"['latin', 'latin pop', 'mexican pop', 'ranchera', 'rock en espanol']",1480038,2DmYtFBKcxb3ajwWWgA576,72,https://i.scdn.co/image/33e22d9fd033eae6bf2fdf71ca90f786976cf9fd
1044,Emmylou Harris,"['country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']",258720,5s6TJEuHTr9GR894wc6VfP,64,https://i.scdn.co/image/41d9dddfce358cc92f8c1285ba1174c05e68af5b
1045,En Espíritu Y En Verdad,"['latin christian', 'latin worship', 'rock cristiano', 'world worship']",374834,39m45GawtjXnazyVoEGkfb,61,https://i.scdn.co/image/1f7ba8ecdc2d151a815a22d7fc02aeb35a9e1ea7
1046,En Vogue,"['dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",896295,5fikk4h5qbEebqK2Fc6e48,62,https://i.scdn.co/image/72fc22ee4af38947cb314d3b7e0c1a6be10fc504
1047,Engelbert Humperdinck,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",358093,17XXKfRBMCWvLrqGoNkJXm,63,https://i.scdn.co/image/dba4ae9a66be1eda4ec707715437f9ef8f3bf5c9
1048,Engenheiros Do Hawaii,"['brazilian rock', 'mpb', 'pop rock brasileiro', 'rock gaucho', 'rock nacional brasileiro']",1734364,0GNq4xh8uFCyihPurnunf7,67,https://i.scdn.co/image/30a6169720ba5a1b7e90acffedd677a3ab2fae35
1049,England Dan & John Ford Coley,"['adult standards', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock']",101986,01W8kYNqFHyKicPfR0pLwO,60,https://i.scdn.co/image/ab67616d0000b273b28344e9f8f359a95aa9cfe6
1050,English Chamber Orchestra,"['british orchestra', 'chamber orchestra']",14944,2DO4p3CPDnInsJfg0jFfaF,67,https://i.scdn.co/image/1a00d1457dd93ddb1eaecfbc616a8a1b709e3b6b
1051,Enigma,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']",609980,3441uYrkzgTWwjXLd13R0U,67,https://i.scdn.co/image/624fc2eae07ff18e70f90ac998936eeded6aa113
1052,Ennio Morricone,"['classic soundtrack', 'italian soundtrack', 'soundtrack', 'vintage italian soundtrack']",766315,1nIUhcKHnK6iyumRyoV68C,70,https://i.scdn.co/image/ab6761610000e5eb03ace5b07d70348818acb8c8
1053,Eno,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'dance rock', 'electronica', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism']",503074,7MSUfLeTdDEoZiJPDSBXgi,65,https://i.scdn.co/image/1068dadfb18122d709253d8aac9a10e2b1ad08d7
1054,Enrique Iglesias,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",10045207,7qG3b048QCHVRO5Pv1T5lw,80,https://i.scdn.co/image/2bfeac48a9fd693e262335c96b8f7fb745b7b5f3
1055,Enya,"['celtic', 'middle earth']",1502977,6uothxMWeLWIhsGeF7cyo4,75,https://i.scdn.co/image/0f6e6c9ab85e148d02a095c870a94f5aa8318148
1056,Eraserheads,"['opm', 'pinoy reggae', 'pinoy rock']",1926072,7374lH6kwx9uQATYQ9H3Cp,66,https://i.scdn.co/image/8a7a732a85d791b62449ca6d05c2416bbeaaabd6
1057,Erasure,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",722951,0z5DFXmhT4ZNzWElsM7V89,66,https://i.scdn.co/image/442722747227dea266184f7c0e34b544a87f0fc4
1058,Eric Bellinger,"['dance pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'urban contemporary']",651767,7ibAWtDtmEfaVhc1FJ3Vl9,70,https://i.scdn.co/image/0a355d37d911e5004ce1500a58a738597abc3879
1059,Eric Carmen,"['adult standards', 'album rock', 'disco', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",209766,2ekjTXgjxbWwBX5lTAj4DU,66,https://i.scdn.co/image/a3df5b1eb9e7feb36230b8674626dd51d2bdc839
1060,Eric Church,"['contemporary country', 'country', 'country road', 'modern country rock']",2951894,2IvkS5MXK0vPGnwyJsrEyV,78,https://i.scdn.co/image/2802cd42a46bc34a25480014e732bd654207d8a9
