,artists,songs
8608,Julieta Venegas,"['Lento', 'Limón y Sal', 'Andar Conmigo', 'Me Voy', 'Eres para Mí (with Anita Tijoux)', 'Nada Fue Un Error - Live In Spain / 2005', 'Algo Está Cambiando', 'El Presente (Unplugged) (En Vivo)', 'Ilusion (Unplugged) (En Vivo) (with Marisa Monte)', 'Eres para Mí (with La Mala Rodríguez) - Unplugged (En Vivo)']"
14283,Ryan Adams & The Cardinals,"['Let It Ride', 'Easy Plateau', 'Magnolia Mountain', 'Down In A Hole', 'Magick', 'Dance All Night', 'Sweet Illusions', 'Go Easy', 'Cold Roses', 'If I Am A Stranger']"
10178,Louis Jordan & His Tympany Five,"['Let The Good Times Roll', ""Keep A Knockin' (But You Can't Come In)"", 'Beans And Cornbread', 'Salt Pork, West Virginia', 'Life Is So Peculiar', ""(I'll Be Glad When You're Dead) You Rascal You - Single Version"", 'Knock Me A Kiss - Single Version', ""Choo Choo Ch'Boogie"", ""Is You Is Or Is You Ain't (My Baby)"", 'Petootie Pie']"
16179,The Bellamy Brothers,"['Let Your Love Flow', 'Hey Baby', 'If I Said You Had A Beautiful Body Would You Hold It Against Me', 'Old Hippie', 'Redneck Girl', 'Vertical Expression (of Horizontal Desire) [feat. Freddy Fender]', ""Let Your Love Flow - Remake '91"", 'I Need More Of You', 'I Need More Of You', 'No Country Music for Old Men']"
268,Adam Levine,"['Lifestyle (feat. Adam Levine)', 'Lifestyle (feat. Adam Levine) - David Guetta Slap House Mix', 'Lost Stars', 'No One Else Like You', 'Lifestyle (feat. Adam Levine) - MKJ Remix', 'A Higher Place', 'Lost Stars - Into The Night Mix', 'Lifestyle (feat. Adam Levine) - GOLDHOUSE Remix', 'Yesterday - The Voice Performance', 'Man In The Mirror - The Voice Performance']"
11615,Moon Rocket,"['Like We Used To', 'Somebody out There', 'Baby Blue Eyes', 'Ever Enough', 'Mr. Right', 'Wherever You Go', 'Not a Second to Waste', 'I Do', 'Annabelle', 'First Kiss']"
2214,Bow Wow Wow,"['Like You (feat. Ciara)', 'Shortie Like Mine (feat. Chris Brown & Johntá Austin)', 'Let Me Hold You (feat. Omarion)', 'Outta My System (feat. T-Pain & Johntá Austin)', ""Ain't Thinkin' 'Bout You"", 'Basketball (feat. Jermaine Dupri, Fabolous & Fundisha)', ""Bow Wow (That's My Name) (feat. Snoop Dogg)"", 'Fresh Azimiz (feat. J-Kwon & Jermaine Dupri)', 'Girlfriend', 'My Baby (feat. Jagged Edge) - With Intro']"
4756,Dyl,"['Like a Rolling Stone', ""Knockin' On Heaven's Door"", 'Hurricane', ""Blowin' in the Wind"", ""The Times They Are A-Changin'"", 'Girl from the North Country', ""Don't Think Twice, It's All Right"", 'Lay, Lady, Lay', 'Mr. Tambourine Man', 'Tangled up in Blue']"
9133,Knox Fortune,"['Lil Thing', 'Lil Thing', 'Sincerity', 'Walking (feat. Knox Fortune)', 'Gemini', 'Come Over', 'Help Myself', 'Keep You Close', 'Static', '24 Hours']"
16414,The Doobie Brothers,"['Listen to the Music', ""Long Train Runnin'"", 'What a Fool Believes', 'China Grove', 'Black Water', ""Takin' It to the Streets"", 'Minute by Minute', ""It Keeps You Runnin'"", 'Another Park, Another Sunday', 'Jesus Is Just Alright with Me - 2007 Remaster']"
18832,múm,"['Little Lion Man', 'I Will Wait', 'The Cave', 'Woman', 'Guiding Light', 'Believe', 'Awake My Soul', 'White Blank Page', 'Beloved', 'There Will Be Time']"
12328,Of Monsters and Men,"['Little Talks', 'Dirty Paws', 'Mountain Sound', 'Crystals', 'Destroyer', 'Alligator', 'King And Lionheart', 'Visitor', 'Love Love Love', 'Circles']"
15717,Super8 & Tab,"['Live For Tonight', 'Hurricane Love', 'Calm The Storm', 'September', 'Leka', 'Rooftops', 'Soundcheck', 'Muddy Waters', 'In This Life', 'In This Life (ASOT 1008)']"
14811,Shaver,"['Live Forever', 'I Been to Georgia on a Fast Train', 'Black Rose', 'Wacko from Waco', 'The Devil Made Me Do It the First Time', ""I'm Just an Old Chunk of Coal (But I'm Gonna Be a Diamond Someday)"", 'Ragged Old Truck', 'Hard to Be an Outlaw (feat. Willie Nelson)', 'Georgia On A Fast Train', 'Hero']"
4858,Edda Dell'Orso,"['Lo Chiamavano King (His Name Is King)', 'Tette e antenne, tetti e gonne - From ""La smagliatura""', 'Incontro la contessa', 'Coiffeur pour dames (titoli)', 'A lydia - From ""Scusi, facciamo l\'amore?""', 'Giù la testa - Tema', 'Le altre 10', 'Mariangela e la seduzione', 'Forse Basta', 'Poesia Di Una Donna']"
2654,Caravan Palace,"['Lone Digger', 'Aftermath', 'Wonderland', 'Comics', 'Jolie coquine', 'Black Betty', 'Miracle', 'Rock It for Me', 'Moonshine (Chronometric Edit)', 'Moonshine']"
1984,Blanco,"['Lonely (with benny blanco)', 'You (with Marshmello & Vance Joy)', 'Eastside (with Halsey & Khalid)', 'Graduation (with Juice WRLD)', 'Real Shit (with benny blanco)', 'Roses (with Juice WRLD feat. Brendon Urie)', 'Unlearn (with Gracie Abrams)', 'I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)', 'I Found You (with Calvin Harris)', 'You (with Marshmello & Vance Joy) - Acoustic']"
18757,benny blanco,"['Lonely (with benny blanco)', 'You (with Marshmello & Vance Joy)', 'Eastside (with Halsey & Khalid)', 'Graduation (with Juice WRLD)', 'Real Shit (with benny blanco)', 'Roses (with Juice WRLD feat. Brendon Urie)', 'Unlearn (with Gracie Abrams)', 'I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)', 'I Found You (with Calvin Harris)', 'You (with Marshmello & Vance Joy) - Acoustic']"
14858,Shiloh Dynasty,"['Losing Interest', 'Love Is More Depressing Than Depression', 'Imagination', 'Dance with Me', ""I'll Bite Your Soul"", 'Cigarettes and Sex', 'Losing Interest (feat. Lane 37)', 'Safe', 'Losing Interest', ""I'm Shy. I'm Anxious""]"
14857,Shiloh,"['Losing Interest', 'Love Is More Depressing Than Depression', 'Imagination', 'Dance with Me', ""I'll Bite Your Soul"", 'Cigarettes and Sex', 'Losing Interest (feat. Lane 37)', 'Safe', 'Losing Interest', ""I'm Shy. I'm Anxious""]"
5658,Fisher,"['Losing It', 'You Little Beauty', 'Stop It', 'Ya Kidding', 'Freaks', ""Wanna Go Dancin'"", 'Losing It - Radio Edit', ""Ya Didn't"", 'Crowd Control', 'Ya Kidding - Solardo Remix']"
6063,Gabrielle Aplin,"['Losing Me', 'Home', 'Waking up Slow - Piano Version', 'When The Lights Go Out', ""Please Don't Say You Love Me"", 'Everyone Changes', 'Salvation', 'Miss You 2', 'My Mistake', 'Magic']"
9877,Lloyd Cole and the Commotions,"['Lost Weekend', 'Rattlesnakes', 'Perfect Skin', 'Are You Ready To Be Heartbroken? - Remastered', 'Forest Fire', 'Brand New Friend', 'Jennifer She Said', 'Speedboat - Remastered', 'My Bag', 'Charlotte Street - Remastered']"
5984,Frontliner,"['Loud - Radio Edit', 'Halos - Edit', '200 BPM', 'Magic - Original Mix', 'WKND - Edit', 'Butterfly', 'Believer - Frontliner Remix Radio Edit', 'Believer - Frontliner Remix', 'Hardstyle Baby', 'Alarm']"
7526,JIN,"['Loud and Heavy', 'Hippies and Cowboys', 'Must Be The Whiskey', 'Mamma Song', 'Somewhere in the Middle', 'Fast Hand', ""I'm Not the Devil"", 'Cast No Stones', 'We Get By', 'David']"
5372,Evelyn Evelyn,"['Love Come Down - Single Version', 'Love Come Down', 'Shame', ""I'm In Love"", 'The Show Is Over', 'I Think My Heart Is Telling', 'Love Come Down - 12"" Version', ""Betcha She Don't Love You"", 'Aquarius / Let the Sun Shine In', 'Get Loose']"
17048,The Suburbs,"['Love Is the Law', 'Music for Boys', 'Rattle My Bones', 'Turn the Radio On', 'Hey Muse!', 'Cows', 'Spring Came', 'Monster Man', 'Lost You on the Dance Floor', 'Tape Your Wife to the Ceiling']"
16885,The Psychedelic Furs,"['Love My Way', 'Pretty in Pink', 'The Ghost In You', 'Sister Europe - Remastered', 'Heaven', 'Heartbreak Beat', 'India', 'President Gas', 'Pulse', ""Don't Believe""]"
16329,The Clovers,"['Love Potion No. 9 - Remastered / Single Version', 'One Mint Julep - 2007 Remaster', 'Devil or Angel', 'Hey, Miss Fannie', 'Wrapped Up In a Dream', 'Blue Velvet', 'Lovey Dovey', 'Love Potion No.9', ""Your Cash Ain't Nothin' but Trash - 2007 Remaster"", 'Nip Sip']"
5395,Ex,"['Love Shot', 'Monster', 'Obsession', 'Ko Ko Bop', 'The Eve', 'CALL ME BABY', 'Growl', 'Tempo', 'Lotto', 'Power']"
14516,Sara Bareilles,"['Love Song', 'Brave', 'Gravity', 'She Used To Be Mine', 'I Choose You', 'King of Anything', 'A Safe Place to Land (feat. John Legend)', 'When He Sees Me', 'Orpheus', 'You Matter To Me (feat. Jason Mraz)']"
16012,Teddy Pendergrass,"['Love T.K.O.', 'When Somebody Loves You Back', 'Close the Door', 'Turn off the Lights', ""You're My Latest, Greatest Inspiration"", 'Come Go with Me', ""You Can't Hide / You Can't Hide From Yourself (Touch of Class GMF Remix)"", ""It Don't Hurt Now"", 'Feel the Fire', ""The Whole Town's Laughing at Me""]"
18827,moe.,"['Love Taste', 'Notice', 'You Look So Good', 'Lovesick', 'Pastel', 'Superstar', 'Baby Pink', 'WWW', 'Natural', 'Charm']"
14059,Roger,"['Love You For A Long Time', 'Light On', 'Alaska', 'Fallingwater', 'Burning', 'Say It', 'Tim McGraw - Recorded At Spotify Studios NYC', 'Dog Years', 'Give A Little', 'New Song']"
10527,Maggie Rogers,"['Love You For A Long Time', 'Light On', 'Alaska', 'Fallingwater', 'Burning', 'Say It', 'Tim McGraw - Recorded At Spotify Studios NYC', 'Dog Years', 'Give A Little', 'New Song']"
9690,Lights,"['Love You Like the Movies', 'A Million Dreams', 'Class of 2017 Mash-Up: My Wish / I Hope You Dance / The Climb / I Lived', 'The Greatest Showman Medley: The Greatest Show / A Million Dreams / Never Enough / Rewrite the Stars / This Is Me', 'Best of 2012: Payphone / Call Me Maybe / Wide Awake / Starships / We Are Young', 'Wedding Medley: Marry Me / Bless the Broken Road / All of Me / A Thousand Years', 'Just Be You (feat. Sadie Robertson)', 'One Direction Medley', 'Best of 2011: Just the Way You Are / For the First Time / Someone Like You / Superbass / Grenade / Without You', 'It Is Well With My Soul']"
16907,The Ray Charles Singers,"['Lucky, Lucky, Lucky', 'Ko Ko Mo (I LoveYou So)', ""All At Once You Love Her (From 'Pipe Dream')"", 'How High the Moon', 'All Dressed Up To Smile', 'Moon over Miami', 'Beyond the Sea', 'Bewitched, Bothered and Bewildered', 'Long Ago and Far Away', 'A Foggy Day']"
17110,The United States Of America,"['Lump', 'Peaches', 'Video Killed The Radio Star', 'Kitty', 'Some Postman', 'Dune Buggy', 'Volcano', 'Meanwhile Back in the City', 'Ça Plane Pour Moi', 'Cleveland Rocks']"
16875,The Presidents Of The United States Of America,"['Lump', 'Peaches', 'Video Killed The Radio Star', 'Kitty', 'Some Postman', 'Dune Buggy', 'Volcano', 'Meanwhile Back in the City', 'Ça Plane Pour Moi', 'Cleveland Rocks']"
18677,Zara Larsson,"['Lush Life', 'Never Forget You', 'Ruin My Life', 'Like It Is', 'WOW (feat. Sabrina Carpenter) - Remix', ""Look What You've Done"", ""Ain't My Fault"", ""I Can't Fall in Love Without You"", 'WOW', 'Talk About Love (feat. Young Thug)']"
10627,Manse,"['Lux Aeterna', 'Together We Will Live Forever', 'Leaving Earth', 'Welcome to Lunar Industries', 'Summer Overture', 'Waves Crashing on Distant Shores of Time', 'Death Is the Road to Awe (feat. Kronos Quartet)', 'An End, Once And For All', 'The Last Man', 'Out Of Blue']"
11871,Nas,"['MONTERO (Call Me By Your Name)', 'HOLIDAY', 'Old Town Road - Remix', 'Old Town Road', 'Panini', 'Rodeo', 'Panini - DaBaby Remix', ""MONTERO (Call Me By Your Name) - SATAN'S EXTENDED VERSION"", 'Rodeo - feat. Nas', 'Old Town Road (feat. RM of BTS) - Seoul Town Road Remix']"
17324,Timmy,"['Mad World', 'Stay Mine', 'Distant Memory (with Timmy Trumpet x W&W)', 'Freaks - Radio Edit', 'Oracle', 'Paul Is Dead', 'Party Till We Die (feat. Andrew W.K.)', 'Dumb (Feat. Charlott Boss)', '911', 'Therapy']"
17327,Timmy Trumpet,"['Mad World', 'Stay Mine', 'Distant Memory (with Timmy Trumpet x W&W)', 'Freaks - Radio Edit', 'Oracle', 'Paul Is Dead', 'Party Till We Die (feat. Andrew W.K.)', 'Dumb (Feat. Charlott Boss)', '911', 'Therapy']"
17325,Timmy T,"['Mad World', 'Stay Mine', 'Distant Memory (with Timmy Trumpet x W&W)', 'Freaks - Radio Edit', 'Oracle', 'Paul Is Dead', 'Party Till We Die (feat. Andrew W.K.)', 'Dumb (Feat. Charlott Boss)', '911', 'Therapy']"
13057,Philthy Rich,"['Make a Living', 'Off Safety (feat. Yhung T.O., Mozzy & Ziggy)', 'Hit Stick', 'East Oakland Legend', 'Stick Up (feat. Shoreline Mafia)', 'No Questions (feat. Yella Beezy)', 'No Cap', 'Exhausted (feat. TK Kravitz)', 'Bustdown Touchdown - Remix', 'Overdose (feat. Stevie Joe)']"
13808,Rich P.,"['Make a Living', 'Off Safety (feat. Yhung T.O., Mozzy & Ziggy)', 'Hit Stick', 'East Oakland Legend', 'Stick Up (feat. Shoreline Mafia)', 'No Questions (feat. Yella Beezy)', 'No Cap', 'Exhausted (feat. TK Kravitz)', 'Bustdown Touchdown - Remix', 'Overdose (feat. Stevie Joe)']"
362,Air Supply,"['Making Love Out of Nothing at All', 'All Out of Love', 'Goodbye', 'Even the Nights Are Better', 'Without You', 'Lost In Love', 'Lonely Is the Night', 'The One That You Love', 'Here I Am (Just When I Thought I Was Over You)', 'Two Less Lonely People In the World']"
18513,Yandel,"['Mala Costumbre', 'LEYENDAS', 'Aullando', 'Algo Me Gusta De Ti', 'Noche De Sexo', 'Si Supieras', 'Rakata', 'Noche De Entierro', 'Sexy Movimiento', 'El Telefono']"
9280,LL Cool J,"['Mama Said Knock You Out', ""Doin' It"", 'Hey Lover', '4,3,2,1', 'Loungin (Who Do Ya Luv) - Remix', 'Headsprung', 'Around The Way Girl', 'Phenomenon', 'Luv U Better', ""I'm Bad""]"
17038,The Strangers,"['Mama Tried - Remastered 2001', 'The Bottle Let Me Down', 'Silver Wings', ""The Fightin' Side Of Me"", 'Sing Me Back Home - 2001 Remaster', ""I'm A Lonesome Fugitive - Remastered"", 'Okie From Muskogee - Live At The Philadelphia Civic Center/1970', 'Branded Man - 2001 Remastered', 'Old Man From The Mountain', 'Always Wanting You']"
11516,Mitiska,"['Man On The Run - Radio Edit', 'You Never Said - Dash Berlin Mix Edit', 'Man On The Skyfire', 'Man On The Run - David Gravell 2015 Remix', 'Stardust vs Man On The Run vs Nothing At All [Mix Cut] - Armin van Buuren Mash Up', 'You Never Said - Dash Berlin Remix', ""Beggin' You - Armin van Buuren Remix"", ""Beggin' You - Armin van Buuren Remix"", ""Beggin' You [Mix Cut] - Armin van Buuren Remix"", 'Man On The Run (Mix Cut)']"
10050,Los Indios Tabajaras,"['Maria Elena', 'Solamente Una Vez - Voglio Amarti Così', 'Always in My Heart', 'Siempre En Mi Corazón', 'Amapola', 'El Tercer Hombre', 'El condor pasa', 'Ave María no morro', 'Aquellos Ojos Verdes', 'Siempre en mi corazon']"
16403,The Dictators,"['Master Race Rock', 'California Sun', 'Stay With Me', 'Who Will Save Rock And Roll?', '(I Live For) Cars and Girls', 'God Damn New York', 'The Next Big Thing', 'I Got You Babe', 'California Sun', 'Faster and Louder']"
16686,The Lights,"['May I Have This Dance (Remix) [feat. Chance the Rapper]', 'Friends (feat. Bon Iver)', 'May I Have This Dance', 'You Still Take Me To The Light', 'I Believe In You (feat. Francis and The Lights)', 'Morning', 'Dear Theodosia - Reprise', 'See Her Out (Thats Just Life)', 'Do u Need Love?', 'Just for Us']"
14686,Septeto Nacional De Ignacio Pineiro,"['Me Dieron La Clave', 'Suavecito', 'Don Lengua', 'Mayeta No Juegues Con Los Santos', 'Échale Salsita', 'Se Me Fue La Montuna', 'Echale Salsita', 'Canta La Vueltabajera', 'Esas No Son Cubanas', 'Guanajo Relleno']"
6598,Gringo,"['Me Niegas', 'El Carnaval', 'Ella Se Contradice - Remix', 'Amor Prohibido', 'Un Beso', 'Mañana Sin Ti', 'Na Na Na Na Na', 'Me Niegas - Remix', 'Evidencia', 'Me Niegas Remix']"
6251,Georgia,"['Meant to Be (feat. Florida Georgia Line)', 'Lil Bit', ""Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line)"", 'Simple', 'Cruise', 'Long Live', 'Life Rolls On', ""It's About Time (feat. Florida Georgia Line)"", 'H.O.L.Y.', 'This Is How We Roll']"
11309,Michelle Duffy,"['Meant to Be Yours', 'Dead Girl Walking (Reprise)', 'The Me Inside of Me', 'Yo Girl', 'Shine a Light']"
15799,Switchfoot,"['Meant to Live', 'Dare You To Move', ""I Won't Let You Go"", 'NATIVE TONGUE', 'Only Hope', 'Your Love Is a Song', 'JOY INVINCIBLE', 'You', 'This Is Your Life', 'Live It Well']"
9623,Les Elgart,"['Meditation', 'Skyliner', 'Adios', 'Little Brown Jug', 'A String of Pearls', 'Brazil (Bossa Nova)', 'Downtown', 'Willow Weep for Me', ""Why Don't You Do Right (Get Me Some Money Too)"", 'Green Eyes']"
18455,X-Clan,"['Medusa', 'A Day', 'No Words', 'Back Door', 'A Forest', 'Jasmine And Rose', 'Louise', 'She', '7th Time', 'Masquerade']"
18423,Workout Dance Factory,"['Memories (Workout Dance Remix)', 'Light It Up (Remix)', 'Old Town Road (Workout Dance Remix)', 'RITMO (Bad Boys For Life) [Workout Dance Remix]', ""Don't Start Now (Workout Dance Remix)"", 'Summertime Sadness (Workout Dance Remix)', 'Wake Me Up (Workout Dance Remix)', 'The Git Up (Workout Dance Remix)', 'Good as Hell (Workout Dance Remix)', 'Goodbyes (Workout Dance Remix)']"
8636,Junior H,"['Mente Positiva', 'Ella', 'Disfruto Lo Malo', 'No Me Pesa', 'Verdes Verdes', 'Los 4 Ases (Corrido Tumbado)', '1004 Kilómetros', 'La Vi Llorar', 'Paso En Culiacan', 'Jueves 10']"
6304,Ghostemane,"['Mercury: Retrograde', 'I duckinf hatw you', '1000 Rounds', 'Squeeze', 'Nihil', 'Venom', 'Flesh', 'Death by Dishonor', 'To Whom It May Concern', 'Fed Up']"
17529,Toronto Symphony Orchestra,"['Messiah, HWV 56, Pt. 1: For unto Us a Child Is Born', 'Hallelujah - Live', 'For Unto Us A Child Is Born - Live', 'And The Glory Of The Lord Shall Be Revealed - Live', 'Sinfony: Grave - Live', 'Comfort Ye My People', ""Ev'ry Valley Shall Be Exalted"", 'And He Shall Purify', 'Glory To God In The Highest - Live', 'O Thou That Tellest Good Tidings To Zion - Live']"
17528,Toronto Mendelssohn Choir,"['Messiah, HWV 56, Pt. 1: For unto Us a Child Is Born', 'Hallelujah - Live', 'For Unto Us A Child Is Born - Live', 'And The Glory Of The Lord Shall Be Revealed - Live', 'Sinfony: Grave - Live', 'Comfort Ye My People', ""Ev'ry Valley Shall Be Exalted"", 'And He Shall Purify', 'Glory To God In The Highest - Live', 'O Thou That Tellest Good Tidings To Zion - Live']"
17352,"Tito ""El Bambino""","['Mi Cama Huele a Ti', 'Flow Natural', 'Siente El Boom (feat. Randy)', 'Por Ti', 'El Amor', 'Sol, Playa Y Arena', 'I Love You', 'Ay Mami (feat. Bryant Myers)', 'Caile', 'Baila Morena']"
12214,Noize,"['Midnight Hour with Boys Noize & Ty Dolla $ign', 'Ride Or Die (feat. Chilly Gonzales)', 'BREAK LAW', 'Mvinline', 'TURN OFF THE LIGHTS', '4 MIND (with josh pan and X&G)', 'TASTY - Boys Noize Remix', 'KOKOE (with Otira)', 'Girl Crush', 'FMU (feat. Rico Nasty)']"
6418,Gladys Knight & The Pips,"['Midnight Train to Georgia', 'Neither One Of Us (Wants To Be The First To Say Goodbye)', 'Best Thing That Ever Happened to Me', 'I Heard It Through The Grapevine', 'Love Overboard', 'Midnight Train to Georgia - Short Version', 'If I Were Your Woman - Single Version', 'Taste of Bitter Love', 'Who Is She (And What Is She To You)', 'No One Could Love You More']"
15242,Sono,"['Mil Horas', 'Que Nadie Sepa Mi Sufrir', 'Mil Horas', 'Mi Cucu', 'Se Me Perdio la Cadenita', 'Qué Bello', 'El Viejo del Sombrerón', 'El Viejo Del Sombrerón', 'Escándalo', 'Oye']"
2577,Calloway,"['Minnie the Moocher (Theme Song)', 'Everybody Eats When They Come To My House', 'St. James Infirmary', 'Reefer Man', 'Jumpin Jive', 'The Ghost Of Smokey Joe', 'Hi De Ho Man', ""The Jumpin' Jive"", 'Between The Devil And The Deep Blue Sea', 'Hey Now, Hey Now']"
13385,Quintette du Hot Club de France,"['Minor Swing', 'Sweet Georgia Brown', 'Billets Doux', 'Coucou', ""After You're Gone"", 'St. Louis Blues', 'Chasing Shadows', 'Oriental Shuffle', 'Limehouse Blues', 'Manoir de mes rêves']"
5381,Everything But The Girl,"['Missing - 2013 Remaster', 'Missing - Todd Terry Remix / Radio Edit', 'Missing - Todd Terry Club Mix / US Radio Edit', 'Night and Day - Single Version', ""I Don't Want to Talk About It - 2012 Remaster"", 'Wrong - 2015 Remaster', 'Missing - Todd Terry Club Mix', 'Tracey in My Room - Lazy Dog Bootleg Vocal Mix', 'The Only Living Boy in New York - 2013 Remaster', 'Each and Every One - 2012 Remaster']"
5301,Erroll Garner,"['Misty - Remastered 2020', 'Sunny', 'Misty', ""I'm In The Mood For Love"", 'Misty', 'Lovely to Look At - Remastered 2020', 'Wild Music', 'Everything Happens To Me', 'High Wire', 'Lullaby of Birdland']"
8743,Kai,"['Mmmh', 'Reason', 'Amnesia', 'Nothing On Me', 'Hello Stranger', 'Ride Or Die']"
