,Artist,Genres,Followers,Popularity
10457,MXM,"['bedroom pop', 'electropop', 'indie pop', 'pop']",1329325,74
10458,MYST,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",806612,75
10460,MaRLo,"['contemporary country', 'country pop']",47853,53
10462,Mab,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",1257059,78
10463,Mabel,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",1257059,78
10466,Mac,"['hip hop', 'pittsburgh rap', 'rap']",27192042,95
10467,Mac & Mac,"['dance pop', 'pop', 'pop dance', 'pop rap', 'seattle hip hop']",507064,72
10468,Mac Ayres,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul']",377947,66
10470,Mac DeMarco,"['edmonton indie', 'lo-fi indie']",1844748,77
10471,Mac Dre,"['cali rap', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap', 'west coast trap']",294231,57
10473,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",5721435,87
10474,Mac Quayle,['soundtrack'],20820,53
10479,Mach & Daddy,"['latin', 'latin hip hop', 'panamanian pop', 'reggaeton', 'tropical']",22768812,91
10480,Machine,"['ohio hip hop', 'pop rap']",3347625,88
10481,Machine Girl,"['digital hardcore', 'escape room', 'vaporwave']",89879,56
10482,Machine Gun Kelly,"['ohio hip hop', 'pop rap']",3347625,88
10483,Machine Head,"['alternative metal', 'groove metal', 'hard rock', 'industrial metal', 'melodic groove metal', 'melodic metalcore', 'metal', 'nu metal', 'progressive groove metal', 'rap rock', 'rock']",934647,62
10488,Mack 10,"['chicano rap', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hyphy', 'rap', 'southern hip hop', 'west coast rap', 'west coast trap']",4368834,77
10490,Macklemore,"['dance pop', 'pop', 'pop dance', 'pop rap', 'seattle hip hop']",2561655,78
10491,Macklemore & Ryan Lewis,"['dance pop', 'pop', 'pop dance', 'pop rap', 'seattle hip hop']",2561655,78
10492,Macross 82-99,"['future funk', 'kawaii future bass', 'vaporwave']",135056,58
10493,Macy Gray,"['neo soul', 'pop rock']",500385,65
10494,Mad Caddies,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']",113478,51
10496,Mad Season,"['alternative metal', 'alternative rock', 'blues rock', 'grunge', 'rock', 'supergroup']",1820176,71
10498,Madcon,"['dance pop', 'norwegian hip hop', 'pop rap']",360808,67
10499,Maddie & Tae,"['contemporary country', 'country']",728725,66
10501,Made in M,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",24592,63
10502,MadeinTYO,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",5261671,85
10504,Madeleine Peyroux,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'lounge', 'soul', 'vocal jazz']",336907,64
10505,Madeon,"['big room', 'complextro', 'edm', 'electro house', 'electropop', 'filter house', 'future bass', 'nantes indie']",876353,68
10506,Madilyn Bailey,"['channel pop', 'viral pop']",79455,65
10507,Madison Avenue,"['disco house', 'vocal house']",14631,53
10508,Madison Beer,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",2900659,81
10509,Madison Mars,"['big room', 'deep big room', 'deep tropical house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",113445,58
10511,Madlib,"['alternative hip hop', 'funk', 'hip hop', 'indie soul', 'psychedelic hip hop']",356367,67
10512,Madness,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'ska', 'ska revival']",6369024,79
10513,Mado Robin,['classical soprano'],67803,64
10514,Madonna,"['dance pop', 'pop']",54275571,98
10515,Madvillain,"['alternative hip hop', 'hip hop', 'psychedelic hip hop', 'rap']",356367,67
10517,Mae,['modern rock'],1099007,69
10518,Maejor,['detroit hip hop'],81883,65
10519,Maelo Ruiz,"['salsa', 'salsa puertorriquena', 'tropical']",763559,66
10521,Maffia,"['hungarian pop', 'hungarian rock']",30214,58
10522,Maffio,"['dominican pop', 'tropical']",846499,69
10523,Mag.Lo,['nerdcore'],10000,53
10524,Magazine,"['art punk', 'art rock', 'dance rock', 'dance-punk', 'experimental', 'madchester', 'new romantic', 'new wave', 'post-punk', 'pub rock', 'punk', 'synthpop', 'uk post-punk']",3120275,85
10526,Maggie Lindemann,"['dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",593337,78
10527,Maggie Rogers,"['indie pop', 'pop']",741957,71
10529,Magic,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",131455,71
10530,Magic City Hippies,"['indie rock', 'miami indie', 'modern rock', 'vapor soul']",87424,53
10536,Maguta,['hard minimal techno'],2698959,74
10537,Mahalakshmi Iyer,"['filmi', 'modern bollywood']",17317,60
10543,Maia Wright,['vocal trance'],675518,77
10546,Maino,"['pop rap', 'rap', 'trap']",156895,53
10548,Maite Perroni,"['latin pop', 'mexican pop']",915297,73
10549,Majai,"['sungura', 'zim urban groove']",27192042,95
10550,Majestic,['background music'],98,55
10551,Majid Jordan,"['alternative r&b', 'canadian contemporary r&b', 'pop', 'trap soul']",54275571,98
10555,Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']",6178909,82
10556,Makano,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",396832,56
10557,Makaveli,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",9314,57
10559,Mako,"['big room', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",1717248,70
10563,Mala Fe,"['latin', 'merengue', 'tropical']",8346928,86
10569,Maldita Vecindad Y Los Hijos Del 5to. Patio,"['latin alternative', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol', 'ska mexicano']",670343,64
10575,Maleek Berry,"['afropop', 'azontobeats', 'dancehall', 'nigerian pop', 'swedish dancehall', 'uk dancehall']",215392,63
10579,Malkit Singh,"['bhangra', 'classic bhangra', 'desi hip hop', 'desi pop']",5694225,73
10580,Malo,"['dfw rap', 'melodic rap', 'rap']",1025272,73
10581,Maluma,"['reggaeton', 'reggaeton colombiano']",24977593,91
10583,Mambo Kingz,"['reggaeton flow', 'trap latino']",27691898,93
10585,Man,['show tunes'],3102178,83
10588,Manafest,"['christian alternative rock', 'christian hip hop', 'christian music', 'christian rock', 'gymcore', 'post-screamo', 'rap rock']",125723,54
10589,Manal,"['arabic hip hop', 'moroccan pop', 'rap maroc']",5694225,73
10590,Manchester Orchestra,"['dreamo', 'indie rock']",369265,63
10592,Mancini,"['adult standards', 'classic soundtrack', 'easy listening', 'lounge', 'vocal jazz']",119804,61
10593,Mandingo,['gruperas inmortales'],64577,56
10594,Mandisa,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",314026,60
10595,Mandolin Orange,"['deep new americana', 'new americana', 'north carolina roots', 'progressive bluegrass', 'stomp and holler']",194444,62
10597,Mandy Gonzalez,"['broadway', 'hollywood', 'show tunes']",14221,52
10598,Mandy Moore,"['dance pop', 'hollywood', 'movie tunes', 'post-teen pop', 'show tunes']",555995,68
10601,Manfred Mann,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']",281776,59
10602,Manfred Mann's Earth Band,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']",281776,59
10605,Manic Depression,['russian thrash metal'],4856777,76
10606,Manic Street Preachers,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'pop rock', 'rock', 'welsh rock']",499387,60
10607,Manik,"['country rap', 'redneck']",3102178,83
10610,Manju,"['kannada bhava geethe', 'sandalwood']",302696,57
10611,Mann,['adult standards'],5019320,93
10612,Manna Dey,"['classic bollywood', 'filmi', 'ghazal', 'rabindra sangeet', 'sufi']",534064,51
10614,Mannie Fresh,"['bounce', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",707101,64
10616,Mano,"['alternative emo', 'emo', 'indie garage rock', 'indie punk', 'indie rock', 'lo-fi emo']",8216929,90
10617,Mano Negra,"['french reggae', 'french rock', 'latin alternative']",185914,56
10619,Manohar,['show tunes'],118599,63
10626,Manowar,"['comic metal', 'hard rock', 'metal', 'power metal', 'rock', 'us power metal']",673304,58
10628,Mansionair,"['aussietronica', 'australian indie', 'electropop', 'indietronica', 'modern rock', 'vapor soul']",142662,62
10630,Mantovani,"['adult standards', 'easy listening', 'lounge']",119804,61
10632,Manu Chao,"['latin alternative', 'world']",1126542,70
10637,Manuel Ausensi,['spanish classical'],157231,57
10641,Manuel Ponce,"['latin classical', 'mexican classical']",4761357,76
10642,Manuel Turizo,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'tropical']",7223772,85
10645,Maná,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",7,51
10646,Maoli,"['jawaiian', 'polynesian pop']",53649,56
10647,Maor Levi,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",47752,56
10648,MarMar Oso,['pop r&b'],75017,66
10649,Mara Zampieri,"['classical soprano', 'italian soprano']",464965,63
10651,Marah,"['alternative country', 'philly indie', 'roots rock']",10080523,91
10653,Maranatha! Music,"['christian music', 'christian relaxative', 'classic praise', 'messianic praise', 'world worship', 'worship']",50640,58
10654,Maranatha! Praise Band,"['christian relaxative', 'classic praise', 'world worship', 'worship']",22964,51
10658,Marc Anthony,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",5380387,81
10662,Marc Cohn,"['folk', 'lilith', 'mellow gold', 'pop rock']",68706,59
10663,Marc Coppey,['classical cello'],263009,60
10666,Marc E. Bassy,"['indie poptimism', 'pop', 'pop rap', 'post-teen pop', 'rap']",352552,72
10670,Marc Lavoine,"['chanson', 'french pop']",224417,56
10673,Marc S,"['grupera', 'latin', 'latin pop', 'ranchera', 'regional mexican']",4812140,83
10676,Marca MP,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",2205229,83
10680,Marcel Woods,['trance'],5513733,87
10682,Marcela Gandara,"['latin christian', 'latin worship']",1047386,68
10683,Marcello Rossi,['italian baritone'],876344,66
10686,Marci,"['scorecore', 'video game music']",3604086,90
10687,Marcia Griffiths,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']",38700,52
10689,Marco Antonio Solís,"['grupera', 'latin', 'latin pop', 'ranchera', 'regional mexican']",2256139,75
10691,Marco Barrientos,"['latin christian', 'latin worship', 'rock cristiano']",883422,66
10692,Marco Lys,"['funky tech house', 'italian tech house']",188531,67
10694,Marco V,"['bossa nova', 'brazilian boogie', 'mpb']",883422,66
10695,Marconi Union,['ambient'],158704,64
10696,Marcos,"['latin christian', 'latin worship']",63124,56
10697,Marcos Brunet,"['latin christian', 'latin worship']",883422,66
10698,Marcos Valle,"['bossa nova', 'brazilian boogie', 'mpb']",63124,56
10699,Marcos Vidal,"['latin christian', 'latin worship']",1047386,68
10700,Marcos Witt,"['latin christian', 'latin worship']",943030,67
10701,Marcos Yaroide,"['adoracion', 'latin christian', 'latin worship', 'rap cristiano']",212310,53
10702,Marcus,['german dance'],299156,53
10703,Marcus Layton,['german dance'],19492,62
10707,Marcus Santoro,['progressive trance'],4874,52
10709,Marcy Playground,"['alternative rock', 'pop rock']",274637,58
10710,Marek Janowski,"['classical performance', 'orchestral performance']",268818,68
10712,Maren Morris,"['contemporary country', 'pop', 'texas country']",38647874,97
10713,Maretu,"['anime rock', 'otacore', 'vocaloid']",109326,60
10714,Margaret Marshall,['classical soprano'],622116,68
10716,Margarete Babinsky,['austrian classical piano'],4008949,79
10717,Margarita la diosa de la cumbia,"['cumbia sonidera', 'ranchera']",208023,59
10726,Maria Bethânia,"['bossa nova', 'mpb', 'nova mpb', 'samba', 'samba de roda', 'umbanda']",670676,66
10727,Maria Brink,['slayer'],4737908,79
10728,Maria Callas,"['classical soprano', 'opera']",176242,59
10729,Maria Caniglia,"['classical soprano', 'italian soprano']",464965,63
10730,Maria Conchita Alonso,"['latin', 'latin pop', 'pop romantico']",259576,53
10732,Maria Dolores Pradera,"['bolero', 'cancion melodica', 'cantautor', 'nueva cancion', 'trova']",159119,53
10733,Maria Graf,['classical harp'],3140359,81
10735,Maria João Pires,"['classical', 'classical performance', 'classical piano']",3140359,81
10736,Maria Kliegel,['classical cello'],2364984,77
10737,Maria Mena,"['candy pop', 'lilith', 'norwegian indie', 'norwegian pop', 'norwegian singer-songwriter']",185880,66
10738,Maria Rita,"['bossa nova', 'mpb', 'nova mpb', 'pagode', 'samba']",2450994,73
10743,Mariachi Vargas De Tecalitlan,"['mariachi', 'ranchera']",281896,59
10744,Mariah,"['dance pop', 'pop', 'r&b', 'urban contemporary']",6536365,80
10745,Mariah Carey,"['dance pop', 'pop', 'r&b', 'urban contemporary']",6536365,80
10747,Marian Anderson,"['classical contralto', 'harlem renaissance', 'spirituals']",35117,65
10748,Marian Hill,"['electropop', 'indie poptimism']",439225,62
10750,Mariana BO,['mexican edm'],239791,73
10751,Marianas Trench,"['canadian rock', 'neon pop punk', 'pixie', 'pop', 'pop punk', 'pop rock']",539650,61
10752,Marianne Faithfull,"['british invasion', 'folk', 'folk rock', 'lilith', 'new wave pop']",130460,56
10753,Marianne Moore,['poetry'],466751,66
10756,Mariano Barba,"['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",397646,59
10758,Maribou State,"['electronica', 'future garage', 'indie soul']",249468,67
10760,Marie Osmond,"['bubblegum pop', 'classic country pop']",120105,53
10762,Marielle Nordmann,"['classical harp', 'harp']",155137,63
10763,Mariinsky Orchestra,"['orchestra', 'russian orchestra']",959572,71
10768,Marika Rossa,"['dark techno', 'ukrainian electronic']",220789,54
10769,Marilia Medalha,['samba-jazz'],355621,62
10770,Marillion,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'soft rock', 'symphonic rock']",335509,60
10771,Marilyn Horne,"['classical mezzo-soprano', 'opera']",145407,64
10772,Marilyn Manson,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'wrestling']",3218048,74
10773,Marilyn Monroe,['vintage hollywood'],1302515,71
10780,Mario,['meme rap'],1439358,72
10782,Mario Borriello,['italian baritone'],326337,65
10785,Mario Domm,['funk mexicano'],12542247,85
10787,Mario Judah,['meme rap'],128071,65
10795,Mario Winans,"['r&b', 'urban contemporary']",39538,61
10796,Mario Zan,"['classical baritone', 'italian baritone']",4008949,79
10800,Marisa Monte,"['bossa nova', 'mpb', 'nova mpb']",1341375,74
10801,Marisela,"['latin', 'latin pop', 'ranchera']",1040354,66
10802,Mariss Jansons,"['classical performance', 'orchestral performance']",959572,71
10804,Mariya Takeuchi,"['classic city pop', 'j-pop', 'japanese singer-songwriter']",211907,59
10805,Marjane,['vintage chanson'],18002854,78
10806,Mark,"['dance pop', 'pop', 'pop dance']",31015,59
10808,Mark Chesnutt,"['contemporary country', 'country', 'country road', 'country rock']",474170,60
10810,Mark Elder,['orchestral performance'],164078,58
10815,Mark Keali'i Ho'omalu,['movie tunes'],11129,59
10816,Mark Knight,"['big room', 'deep groove house', 'deep house', 'disco house', 'edm', 'electro house', 'funky tech house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tech house', 'uk house', 'vocal house']",110034,57
10817,Mark Knopfler,"['classic rock', 'folk rock', 'mellow gold', 'soft rock']",983841,66
10820,Mark Mancina,['soundtrack'],9999,61
10821,Mark Morrison,"['british soul', 'new jack swing']",54933,68
10825,Mark Olf,['israeli folk'],373986,57
10826,Mark Otten,"['dutch trance', 'trance']",28335,54
10827,Mark Ronson,"['dance pop', 'pop', 'pop dance']",901183,80
10830,Mark Sia,['sunset lounge'],126256,60
10831,Mark Sixma,"['big room', 'dutch trance', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",126256,60
10833,Mark Wills,"['contemporary country', 'country', 'country road']",235396,54
10836,Markus Schulz,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",280343,54
10837,Markéta Irglová,"['chamber folk', 'melancholia']",283648,58
10838,Marlena Shaw,"['funk', 'jazz funk', 'soul']",50257,55
10840,Marley Marl,"['reggae', 'roots reggae']",457326,57
10841,Marmalade,"['bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",1708252,79
10843,Maroon 5,"['pop', 'pop rock']",30205171,90
10844,Marques Houston,"['dance pop', 'hip pop', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",613303,54
10845,Marsh,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",16887912,96
10846,Marsha,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",43521331,94
10847,Marsha Ambrosius,"['british soul', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",2177037,76
10850,Marshmello,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",16887912,96
10851,Mart,"['dance pop', 'electropop', 'pop']",3604086,90
10852,Marta Sánchez,"['latin pop', 'spanish pop']",1388360,67
10853,Martha Argerich,"['classical', 'classical performance', 'classical piano', 'latin american classical piano']",3140359,81
10854,Martha Mödl,['classical soprano'],68511,53
10855,Martha Raye,['swing revival'],337974,58
10856,Martha Reeves & The Vandellas,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'soul']",313664,62
10857,Martha Wainwright,"['folk', 'singer-songwriter']",2227488,73
10858,Martha Wash,"['diva house', 'vocal house']",1721673,67
10864,Martin Garrix,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",14567422,83
10867,Martin Hall,['danish singer-songwriter'],17916,51
10868,Martin Jensen,"['dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",1068968,77
10869,Martin Jones,['british classical piano'],1122563,72
10873,Martin Nievera,"['classic opm', 'opm', 'papuri', 'soft rock']",237272,53
10874,Martin O'Donnell,"['scorecore', 'video game music']",73811,62
10879,Martin Solveig,"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']",1169400,72
10880,Martin Stadtfeld,"['classical piano', 'german classical piano']",3811803,76
10882,Martina McBride,"['contemporary country', 'country', 'country dawn', 'country road']",950995,61
10883,Martinho Da Vila,"['bossa nova', 'mpb', 'pagode', 'samba', 'umbanda', 'velha guarda']",457488,62
10884,Marty,"['cowboy western', 'nashville sound']",306372,64
10889,Marty Robbins,"['cowboy western', 'nashville sound']",306372,64
10890,Marty Stuart,"['country', 'country rock']",85380,51
10892,Martín Valverde,"['deep latin christian', 'latin christian']",72155,52
10896,Marvin Gaye,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",3958192,78
10899,Marvin Sapp,['gospel'],461283,57
10903,Mary Chapin Carpenter,"['country', 'country rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'traditional folk']",141635,54
10907,Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",2642135,74
10908,Mary Jane Girls,"['funk', 'post-disco', 'quiet storm', 'urban contemporary']",179071,52
10909,Mary Lambert,"['neo mellow', 'pop']",2561655,78
10912,Mary Mary,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",107,53
10914,Mary Wells,"['brill building pop', 'classic soul', 'funk', 'motown', 'soul']",208045,56
10916,Maryla Jonas,['historic piano performance'],622116,68
10917,María Elena Walsh,['musica para ninos'],57700,52
10918,María José,"['latin', 'latin pop', 'mexican pop', 'ranchera']",1364541,72
10922,Masatoshi Ono,['shonen'],10648,58
10924,Mase,"['alternative r&b', 'indie soul']",6210073,83
10925,Masego,"['alternative r&b', 'indie soul']",806612,75
10927,Masked Wolf,['australian hip hop'],165973,84
10929,Mason Embry Trio,['christmas instrumental'],12737,58
10931,Masonic,"['medway sound', 'trash rock']",107594,53
10932,Mass Production,"['disco', 'funk', 'post-disco', 'quiet storm']",1151068,68
10934,Massimo Ranieri,"['canzone napoletana', 'classic italian pop', 'italian adult pop']",124639,51
10935,Massive Attack,"['downtempo', 'electronica', 'trip hop']",20924238,90
10937,Masta Ace,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop']",147473,53
10939,Masta Killa,"['east coast hip hop', 'hardcore hip hop']",347408,61
10940,Master D,['sleep'],6436964,94
10942,Master P,"['dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",239223,81
10944,Masters,['sleep'],4970889,77
10946,Mastodon,"['alternative metal', 'alternative rock', 'atlanta metal', 'hard rock', 'metal', 'nu metal', 'progressive groove metal', 'progressive sludge', 'rock', 'sludge metal', 'stoner metal']",644295,62
10947,Mat Kearney,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock', 'stomp and holler']",437085,63
10948,Mat Zo,"['big room', 'edm', 'electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",122355,55
10950,Matchbox Twenty,"['neo mellow', 'pop rock', 'post-grunge']",1820176,71
10953,Matia Bazar,"['classic italian pop', 'italian adult pop']",96214,51
10955,Matisse,"['latin arena pop', 'latin pop', 'mexican pop']",717788,71
10956,Matisyahu,['reggae fusion'],595931,62
10957,Matoma,"['dance pop', 'edm', 'electro house', 'electropop', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'tropical house']",4362358,76
10958,MatricK,['russian trance'],113903,55
10959,Matstubs,"['bass trap', 'traprun']",51927,55
10966,Matt Fax,"['progressive house', 'progressive trance', 'progressive trance house']",15733,53
10971,Matt Maeson,['modern rock'],297278,71
10972,Matt Maher,"['anthem worship', 'canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",293598,62
10973,Matt Maltese,"['indie anthem-folk', 'indie pop']",108332,68
10974,Matt Mason,"['country road', 'modern country rock']",39077,55
10978,Matt Monro,"['adult standards', 'brill building pop', 'classic uk pop', 'easy listening', 'lounge']",193836,57
10979,Matt Nathanson,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock']",320686,61
10980,Matt Ox,"['melodic rap', 'underground hip hop', 'vapor trap']",26614287,92
10981,Matt Redman,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'roots worship', 'uk worship', 'world worship', 'worship']",458563,62
10982,Matt Simons,"['neo-singer-songwriter', 'tropical house']",185706,68
10983,Matt Skiba,"['acoustic punk', 'chicago punk', 'skate punk']",367419,57
10984,Matt Stell,"['arkansas country', 'contemporary country', 'country pop']",31564,64
10985,Matt and Kim,"['brooklyn indie', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'shimmer pop', 'stomp and holler']",368155,59
10989,Matthew Halsall,"['contemporary jazz', 'indie jazz', 'indie soul', 'jazz brass', 'nu jazz']",56946,54
10990,Matthew Koma,['pop edm'],5513733,87
10993,Matthew West,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",1335323,69
10994,Matthew Wilder,['new wave pop'],28605,65
10995,Matthias Kirschnereit,['german classical piano'],374684,62
10999,Mattia Battistini,"['italian baritone', 'vintage classical singing']",23104,54
11000,Maty Noyes,"['electropop', 'indie electropop', 'indie poptimism', 'pop']",7352256,86
11001,Matyas Antal,['hungarian classical performance'],4008949,79
11002,Mau y Ricky,"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino']",15117715,85
11005,Maupi,"['avant-garde jazz', 'free jazz', 'jazz funk']",73,54
11008,Maureen Forrester,['classical contralto'],622116,68
11012,Maurice Gendron,['classical cello'],3140359,81
11013,Maurice Gibb,['soft rock'],62993,59
11018,Maurice Ravel,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era']",361240,64
11019,Maurice West,"['big room', 'deep big room', 'edm', 'electro house', 'sky room']",388136,70
11023,Maurizio Pollini,"['classical', 'classical performance', 'classical piano', 'italian classical piano']",2364984,77
11026,Mauro Picotto,"['bubble trance', 'hard house', 'italian trance', 'trance']",54722,55
11028,Mavado,"['dancehall', 'modern reggae', 'panamanian pop', 'reggae fusion', 'soca']",354264,61
11030,Mavis Staples,"['funk', 'roots rock', 'soul', 'southern soul', 'spirituals']",4591458,82
11034,Max Coveri,['eurobeat'],8070,53
11036,Max Frost,"['austindie', 'indie poptimism', 'modern alternative rock', 'modern rock']",92968,55
11039,Max Lorenz,['classical tenor'],644837,78
11042,Max Richter,"['compositional ambient', 'post-minimalism', 'soundtrack']",644837,78
11043,Max Roach,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz drums', 'soul jazz']",344333,62
11044,Max Roach Quintet,['jazz drums'],97136,51
11045,Max Romeo,"['dub', 'reggae', 'rock steady', 'roots reggae', 'ska']",82231,55
11049,Maxi Priest,"['lovers rock', 'reggae', 'reggae fusion', 'roots reggae']",141356,53
11050,Maxime Le Forestier,"['chanson', 'french pop']",102353,51
11052,Maximum Joy,"['no wave', 'post-punk', 'uk post-punk']",169527,59
11056,Maxwell,"['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",19164865,88
11062,Mayday,"['emo', 'neon pop punk', 'pop emo', 'pop punk', 'rock']",150880,57
11063,Mayday Parade,"['emo', 'neon pop punk', 'pop emo', 'pop punk', 'rock']",1172845,67
11064,Mayer Hawthorne,"['funk', 'indie soul', 'neo soul', 'pop soul', 'soul']",244278,59
11065,Mayhem,"['black metal', 'metal', 'norwegian black metal']",3535126,80
11068,Maze,"['funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",16887912,96
11070,Mazz,"['alternative rock', 'dream pop', 'melancholia', 'shoegaze', 'slowcore']",350652,73
11071,Mazzy Star,"['alternative rock', 'dream pop', 'melancholia', 'shoegaze', 'slowcore']",517470,65
11075,McCafferty,"['alternative emo', 'modern rock']",147505,63
11076,McCoy Tyner,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride']",92626,52
11079,McGree,['classical soprano'],2467173,68
11081,Me,"['houston rap', 'pop', 'pop rap', 'trap queen']",30205171,90
11082,Me & My,"['deep tropical house', 'disco house', 'groove room', 'house', 'tropical house']",4812140,83
11084,Me First and the Gimme Gimmes,"['comic', 'punk', 'ska punk', 'skate punk']",246921,59
11085,Me',"['houston rap', 'pop', 'pop rap', 'trap queen']",30205171,90
11087,Meat Loaf,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",648799,66
11088,Meat Puppets,"['alternative rock', 'cowpunk', 'grunge', 'post-hardcore', 'post-punk', 'punk']",184552,52
11089,Mecano,"['latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",1035096,68
11091,Medicine,"['bluegrass', 'folk', 'indie folk', 'modern old-time', 'new americana', 'old-time', 'progressive bluegrass', 'roots rock', 'stomp and holler', 'traditional folk']",7852108,86
11093,Meditation Music Zone,['sleep'],143703,61
11094,Meditation Spa,"['mindfulness', 'spa']",42206,67
