,Artist,Genres,Followers,Popularity
1608,Beautiful Chorus,['shamanic'],79346,60
1609,Beaux Arts Trio,"['classical', 'classical performance', 'classical piano trio']",457916,61
1612,Bebe Rexha,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",6281353,84
1615,Beck,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'post-teen pop', 'rap latina', 'reggaeton', 'trap latino']",1222603,71
1617,Becky G,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'post-teen pop', 'rap latina', 'reggaeton', 'trap latino']",10008430,82
1618,Becky Hill,"['dance pop', 'house', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance', 'uk pop']",405305,83
1619,Bedroom,"['indie garage rock', 'small room']",56393,56
1620,Bedtime Baby,['sleep'],3986,74
1622,Bee Gees,"['disco', 'mellow gold', 'soft rock']",4310584,80
1623,Beegie Adair,"['adult standards', 'christmas instrumental']",33778,59
1624,Beenie Man,"['dancehall', 'reggae fusion', 'soca']",335587,64
1627,Belanova,"['dance pop', 'latin', 'latin alternative', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol']",753580,63
1629,Belchior,"['bossa nova', 'brazilian rock', 'mpb', 'samba']",581217,61
1630,Belgian Radio and Television Philharmonic Orchestra,['orchestra'],261298,55
1631,Belinda,"['dance pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'pop', 'post-teen pop']",530140,64
1632,Belinda Carlisle,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave pop', 'pop rock', 'soft rock', 'synthpop']",530140,64
1633,Bell Biv DeVoe,"['boy band', 'funk', 'hip hop', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",717052,58
1635,Bella,"['country', 'country rock']",28,56
1636,Belle & Sebastian,"['alternative rock', 'anti-folk', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'twee pop']",516043,61
1637,Belle Plaine,"['canadian singer-songwriter', 'saskatchewan indie']",419527,69
1638,Belly,"['canadian hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'trap soul', 'underground hip hop']",41594733,92
1642,Ben Beal,['lo-fi beats'],81556,63
1643,Ben Böhmer,['progressive house'],158908,66
1644,Ben E. King,"['adult standards', 'brill building pop', 'motown', 'rock-and-roll', 'soul', 'southern soul']",396043,67
1646,Ben Folds,"['permanent wave', 'piano rock', 'pop rock']",209475,51
1647,Ben Folds Five,"['alternative rock', 'permanent wave', 'piano rock', 'pop rock']",209475,51
1649,Ben Harper,['neo mellow'],803775,66
1651,Ben Howard,"['british singer-songwriter', 'folk-pop', 'indie folk', 'neo mellow', 'stomp and holler']",1870627,74
1653,Ben Platt,"['hollywood', 'show tunes']",354895,71
1654,Ben Rector,"['acoustic pop', 'indie cafe pop', 'indiecoustica', 'lds youth', 'neo mellow', 'piano rock', 'pop rock']",277574,67
1656,Ben Webster,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']",98209,54
1664,Benjamin Britten,"['british modern classical', 'classical', 'neoclassicism']",34477,53
1665,Benjamin Francis Leftwich,"['indie anthem-folk', 'indie folk', 'stomp and holler', 'york indie']",302214,59
1667,Benjamin Grosvenor,"['british classical piano', 'classical piano']",3140359,81
1669,Benjamin Schmid,['violin'],4008949,79
1671,Benjamin Wallfisch,"['british soundtrack', 'deep soundtrack', 'soundtrack']",14914,68
1674,Bennink,"['avant-garde jazz', 'deep free jazz', 'dutch jazz', 'jazz drums']",162365,54
1675,Benno Moiseiwitsch,"['historic piano performance', 'ukrainian classical piano']",50468,52
1676,Benny,"['electropop', 'pop', 'pop rap']",44410543,100
1677,Benny Andersson,"['classic swedish pop', 'neo-classical', 'swedish jazz']",22604,52
1678,Benny Benassi,"['disco house', 'edm', 'electro house', 'pop dance']",462703,69
1679,Benny Carter,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'library music', 'soul jazz', 'stride', 'swing', 'vocal jazz']",300879,59
1681,Benny Goodman,"['adult standards', 'bebop', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",481007,69
1683,Benny Goodman Sextet,"['bebop', 'big band', 'stride', 'swing']",287122,56
1688,Benny Powell,['jazz trombone'],625430,66
1690,Benny Sings,"['dutch pop', 'indie soul']",2904906,81
1691,Bent,"['contemporary country', 'country', 'country road', 'modern country rock']",1820176,71
1693,Beres Hammond,"['lovers rock', 'old school dancehall', 'reggae', 'roots reggae']",184693,56
1694,Beret,"['spanish hip hop', 'spanish pop']",593337,78
1695,Berhana,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul']",177212,57
1696,Berlin,"['classical performance', 'german orchestra', 'orchestra']",353140,69
1697,Berlin Chamber Orchestra,['german orchestra'],405669,63
1699,Berliner Philharmoniker,"['classical performance', 'german orchestra', 'orchestra']",4008949,79
1702,"Bernard ""Pretty"" Purdie","['jazz blues', 'jazz drums', 'jazz funk', 'soul jazz']",627858,66
1703,Bernard Edwards,['post-disco soul'],432862,65
1704,Bernard Haitink,"['classical performance', 'orchestral performance']",3811803,76
1705,Bernard Herrmann,"['classic soundtrack', 'soundtrack']",45095,53
1707,Bernd Glemser,['german classical piano'],471967,66
1708,Berner,"['cali rap', 'gangster rap', 'hyphy', 'oakland hip hop', 'rap', 'southern hip hop', 'west coast trap']",213759,66
1712,Bersuit Vergarabat,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",557150,65
1716,Bert Kaempfert,"['adult standards', 'ballroom', 'easy listening', 'lounge']",52483,54
1717,Bert-Åke Varg,"['barnmusik', 'barnsagor']",429,57
1721,Bertrand Chamayou,"['classical piano', 'french classical piano']",361240,64
1722,Bessie Smith,"['blues', 'harlem renaissance', 'jazz blues', 'traditional blues', 'vocal jazz']",4970889,77
1723,Best Coast,"['indie pop', 'indie rock', 'indie surf', 'la indie', 'metropopolis', 'nu gaze']",287836,53
1724,Beta Radio,"['acoustic pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'new americana', 'stomp and flutter', 'stomp and holler']",54004,57
1726,Beth Carvalho,"['bossa nova', 'mpb', 'pagode', 'partido alto', 'samba', 'velha guarda']",471009,62
1727,Beth Fowler,"['disney', 'movie tunes']",138107,64
1728,Beth McLaughlin,['lullaby'],1423,61
1731,Bethel Music,"['ambient worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",1104330,74
1732,Beto Guedes,"['bossa nova', 'mpb', 'musica popular mineira']",540075,63
1733,Beto Quintanilla,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']",514102,62
1734,Beto Y Sus Canarios,"['banda caliente', 'corrido', 'regional mexican']",233168,57
1735,Betsie Larkin,"['deep uplifting trance', 'vocal trance']",221583,61
1736,Betsy Wolfe,"['broadway', 'show tunes']",1755,53
1737,Bette Davis,['vintage hollywood'],182010,63
1738,Bette Midler,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",474071,63
1739,Better Than Ezra,"['alternative rock', 'pop rock', 'post-grunge']",300925,54
1742,Betty Comden,['broadway'],87854,54
1745,Betty Grable,['vintage hollywood'],58125,58
1749,Betty Wright,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",181550,52
1751,Beulah,"['alternative rock', 'elephant 6', 'gbvfi', 'indie rock', 'lo-fi']",1335323,69
1754,Beyoncé,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'r&b']",3899686,89
1755,Beyond,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",1189751,77
1756,Bezerra Da Silva,"['brazilian hip hop', 'coco', 'pagode', 'partido alto', 'samba', 'umbanda', 'velha guarda']",325164,56
1757,Bhad Bhabie,"['pop', 'pop rap', 'social media pop', 'trap queen', 'viral rap']",2549596,68
1761,Bhupinder,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'sufi']",1964300,65
1763,Biagio Antonacci,"['classic italian pop', 'europop', 'italian adult pop']",595445,58
1764,Bibio,"['ambient folk', 'chillwave', 'downtempo', 'electronica', 'folktronica', 'indie soul']",204594,60
1765,Bible,['bible'],43873,56
1770,Big & Rich,"['contemporary country', 'country', 'country road', 'modern country rock']",904749,62
1772,Big Ass,"['thai folk rock', 'thai indie rock', 'thai rock']",255858,51
1774,Big B,"['contemporary country', 'country', 'country dawn', 'country road']",530493,67
1777,Big Bird,"['cartoon', '""children\'s music""']",175839,60
1778,Big Black,['shimmer pop'],524705,68
1779,Big Boi,"['alternative hip hop', 'atl hip hop', 'dirty south rap', 'hip hop', 'southern hip hop']",334809,62
1780,Big Boy,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",3783039,83
1781,Big Brother & The Holding Company,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",188144,60
1782,Big C,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",6715914,88
1785,Big D,"['ccm', 'christian alternative rock', 'christian music', 'worship']",404575,77
1786,Big Daddy Kane,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",360725,52
1787,Big Daddy Weave,"['ccm', 'christian alternative rock', 'christian music', 'worship']",485907,58
1788,Big Data,"['metropopolis', 'modern alternative rock', 'modern rock']",94928,56
1790,Big Gigantic,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",220362,64
1792,Big Head Todd and The Monsters,"['jam band', 'mellow gold', 'pop rock']",84589,52
1796,Big K.R.I.T.,"['alternative hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",711436,64
1797,Big L,"['contemporary country', 'country', 'country dawn', 'country road']",32090850,93
1801,Big Mike,"['dirty south rap', 'dirty texas rap', 'gangster rap']",418687,69
1802,Big Moe,"['chopped and screwed', 'deep southern trap', 'dirty south rap', 'gangster rap', 'houston rap']",2932,59
1803,Big Mountain,"['reggae', 'reggae fusion']",90884,60
1804,Big Noyd,"['hardcore hip hop', 'queens hip hop']",1292408,70
1805,Big Pig,"['australian rock', 'double drumming']",6111927,87
1806,Big Pokey,"['chopped and screwed', 'crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'houston rap']",566241,65
1807,Big Pun,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap', 'southern hip hop']",841201,65
1808,Big Sean,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",823016,84
1809,Big Shug,"['boston hip hop', 'hardcore hip hop']",667696,66
1811,Big Stan,['colombian hip hop'],823016,84
1812,Big Star,"['alternative rock', 'art rock', 'baroque pop', 'beatlesque', 'brill building pop', 'country rock', 'dance rock', 'folk', 'folk rock', 'indie rock', 'jangle pop', 'melancholia', 'power pop', 'psychedelic rock', 'pub rock', 'rock', 'roots rock']",3378188,77
1813,Big Steve,['dirty texas rap'],71788,52
1814,Big Syke,"['g funk', 'west coast rap']",10272462,83
1815,Big T,"['contemporary country', 'country', 'country dawn', 'country road']",2102735,69
1816,Big Thief,"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'small room', 'stomp and holler']",308614,63
1817,Big Time Rush,"['boy band', 'dance pop', 'pop', 'post-teen pop']",2102735,69
1819,Big Tymers,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",410315,55
1821,Big Wild,"['electropop', 'indie poptimism', 'tropical house', 'vapor soul', 'vapor twitch']",183782,69
1823,BigKayBeezy,['chicago rap'],23941,57
1824,Bigga Rankin,['atl trap'],1769851,68
1825,Bikini Kill,"['indie punk', 'olympia wa indie', 'riot grrrl']",254982,56
1826,Bilal,"['hip hop', 'indie soul', 'neo soul', 'urban contemporary']",17015741,89
1832,Bill Callahan,"['alternative country', 'anti-folk', 'art pop', 'chamber pop', 'chamber psych', 'freak folk', 'indie folk', 'indie rock']",115432,55
1836,Bill Conti,"['classic soundtrack', 'theme']",34893,58
1841,Bill Evans,"['adult standards', 'bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano', 'stride', 'vocal jazz']",464756,66
1842,Bill Evans Trio,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trio', 'soul jazz', 'stride', 'vocal jazz']",179483,58
1845,Bill Frisell,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz guitar']",73237,54
1846,Bill Haley & His Comets,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']",207730,57
1849,Bill Justis,['rock-and-roll'],253000,59
1851,Bill Medley,['soft rock'],24772,62
1854,Bill Pinkney,['beach music'],343957,64
1857,Bill Withers,"['funk', 'motown', 'quiet storm', 'soul']",198306,71
1858,Billie Eilish,"['electropop', 'pop']",41594733,92
1863,Billy Bletcher,['movie tunes'],171546,54
1866,Billy Bragg,"['alternative country', 'alternative rock', 'anti-folk', 'folk', 'folk punk', 'folk rock', 'permanent wave', 'roots rock', 'singer-songwriter', 'traditional folk', 'uk americana']",124015,58
1869,Billy Corgan,['alternative rock'],290497,66
1870,Billy Currington,"['contemporary country', 'country', 'country road', 'modern country rock']",2014102,70
1872,Billy Eckstine,"['adult standards', 'big band', 'swing', 'vocal jazz']",477818,59
1873,Billy Gillies,"['progressive uplifting trance', 'tech trance']",138667,54
1875,Billy Griffin,['yacht rock'],252408,51
1877,Billy Idol,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",1160418,72
1881,Billy Joel,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",3391102,80
1883,Billy Lemos,"['alternative r&b', 'bedroom pop', 'chill r&b', 'indie r&b']",35307,56
1884,Billy Marchiafava,"['meme rap', 'vapor trap']",144944,62
1885,Billy May,"['adult standards', 'big band', 'easy listening', 'exotica', 'laboratorio', 'lounge', 'swing']",759982,75
1887,Billy Ocean,"['dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",666131,67
1888,Billy Paul,"['classic soul', 'disco', 'motown', 'philly soul', 'quiet storm', 'soul']",171935,59
1890,Billy Preston,"['classic soul', 'funk', 'motown', 'psychedelic soul', 'rock keyboard', 'soul']",50469,53
1891,Billy Ray Cyrus,"['country', 'country rock']",4504691,88
1892,Billy Squier,"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",504277,61
1894,Billy Strange,['space age pop'],3391102,80
1897,Billy Talent,"['alternative metal', 'canadian punk', 'nu metal', 'pop punk', 'punk']",1039234,70
1900,Billy Vaughn,"['adult standards', 'ballroom', 'easy listening', 'lounge', 'space age pop']",30417,52
1903,Binary Finary,"['acid trance', 'bubble trance', 'trance', 'uplifting trance']",54722,55
1904,Binaural Beats Sleep,"['binaural', 'brain waves', 'sleep']",54415,65
1905,Bing Crosby,"['adult standards', 'easy listening']",345689,60
1906,Bingo Players,"['big room', 'dance pop', 'deep big room', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",432997,64
1907,Binomio de Oro,"['musica popular colombiana', 'vallenato']",57739,55
1908,Binomio de Oro de América,"['musica popular colombiana', 'vallenato']",57739,55
1909,Binum,['jumpstyle'],135404,61
1911,Biosphere,['lo-fi beats'],46596,57
1912,Bipolar Sunshine,['gauze pop'],7304341,83
1913,Bird Thongchai,"['classic thai pop', 'thai pop']",420835,52
1914,Birdman,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",799438,64
1915,Birdy,"['indie cafe pop', 'pop']",3234997,75
1916,Birdy Nam Nam,"['electro house', 'electronica', 'filter house', 'turntablism']",8995287,85
1917,Birgit Nilsson,"['classical performance', 'classical soprano', 'opera']",474272,58
1918,Bishop Briggs,"['electropop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop']",673377,70
1920,Bison,['vapor twitch'],20317,62
1923,Biz Markie,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",245114,54
1924,Bizarre,['detroit hip hop'],1448685,71
1926,Bizzy,"['brooklyn drill', 'new york drill']",1956099,76
1928,Björk,"['alternative dance', 'art pop', 'chamber psych', 'dance pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'metropopolis', 'permanent wave', 'trip hop']",1333351,65
1929,Björn Skifs,"['classic swedish pop', 'swedish pop']",78995,64
1930,Björn Ulvaeus,['classic swedish pop'],22604,52
1931,Bktherula,['vapor trap'],46257,58
1932,Black,"['electropop', 'pop', 'pop rap']",16887912,96
1936,Black Caviar,['electro house'],15271,59
1937,Black Coffee,"['afro house', 'deep house', 'south african house', 'south african pop dance']",150064,64
1939,Black Dog,"['ambient', 'ambient techno', 'deep idm', 'drill and bass', 'dub techno', 'electro', 'intelligent dance music', 'microhouse', 'minimal techno', 'techno']",10524922,81
1940,Black Eyed Peas,"['dance pop', 'pop', 'pop dance', 'pop rap']",5572181,87
1941,Black Flag,"['alternative rock', 'hardcore punk', 'punk', 'ska punk']",430020,55
1942,Black Flamingo,"['asbury park indie', 'instrumental surf']",885270,72
1944,Black Gryph0n,"['otacore', 'pony']",730224,73
1945,Black Hippy,"['soul flow', 'underground hip hop']",1027984,74
1946,Black Ivory,['classic soul'],89329,55
1948,Black Label Society,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'rock']",1122436,61
1950,Black Moon,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']",443620,68
1952,Black Rebel Motorcycle Club,"['alternative rock', 'blues rock', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",455731,59
1953,Black Rob,"['hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop']",1108233,76
1954,Black Sabbath,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",5267359,76
1955,Black Sheep,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap', 'turntablism']",614705,63
1957,Black Star,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'political hip hop', 'rap', 'southern hip hop']",6032406,81
1958,Black Stone Cherry,"['alternative metal', 'modern hard rock', 'nu metal', 'post-grunge', 'rock']",427765,61
1959,Black Thought,"['alternative hip hop', 'boom bap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop']",138185,69
1960,Black Uhuru,"['dub', 'modern reggae', 'reggae', 'roots reggae', 'ska']",241541,51
1961,Black Veil Brides,"['alternative metal', 'modern rock', 'screamo']",1496554,66
1963,BlackJack,['modern southern rock'],1562105,76
1964,Blackalicious,"['alternative hip hop', 'hip hop', 'turntablism']",144100,53
1965,Blackberry Smoke,"['country rock', 'modern southern rock', 'rock', 'southern rock']",220607,60
1970,Blackmill,"['chillstep', 'substep']",215825,54
1971,Blackmore's Night,"['bardcore', 'celtic', 'medieval folk', 'neoclassical darkwave']",122028,53
1972,Blackstreet,"['boy band', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",559555,67
1973,Blackway,['nyc rap'],15271,59
1980,Blain,['sad rap'],31086163,96
1981,Blake Shelton,"['contemporary country', 'country', 'country road', 'oklahoma country']",5709423,77
1982,Blanche Thebom,['classical mezzo-soprano'],474272,58
1984,Blanco,"['electropop', 'pop', 'pop rap']",27192042,95
1985,Blanco Brown,['country rap'],146768,64
1987,Blaq,"['girl group', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",334123,51
1988,Blaque,"['girl group', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",334123,51
1989,Blasterjaxx,"['big room', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",738348,70
1990,Blastoyz,['psychedelic trance'],384636,67
1992,Bleachers,"['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp and holler']",443965,67
1993,Bleeding Through,"['deathcore', 'melodic metalcore', 'metalcore', 'nu metal']",3772580,77
1999,Blind Guardian,"['german metal', 'german power metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'speed metal', 'symphonic metal']",513369,58
2001,Blind Melon,"['alternative metal', 'alternative rock', 'blues rock', 'grunge', 'pop rock', 'rock']",833485,65
2002,Blind Pilot,"['indie folk', 'indie pop', 'new americana', 'portland indie', 'stomp and holler']",236236,54
2004,Blind Willie McTell,"['acoustic blues', 'american folk revival', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'piedmont blues', 'traditional blues', 'traditional folk']",4970889,77
2005,Blindside,"['christian alternative rock', 'christian hardcore', 'christian metal', 'christian punk', 'christian rock', 'dreamo', 'swedish alternative rock']",2954687,80
2006,Blitz,"['deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'portland indie', 'roots rock', 'stomp and holler']",2025594,70
2007,Blitzen Trapper,"['deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'portland indie', 'roots rock', 'stomp and holler']",107594,53
2008,Bloc Party,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",926734,64
2009,BlocBoy JB,"['pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap']",1266755,68
2011,Blockhead,"['downtempo', 'electronica', 'ninja', 'nu jazz', 'turntablism']",148418,51
2013,Blonde Redhead,"['art pop', 'dance-punk', 'dream pop', 'electronica', 'indie rock', 'shoegaze']",227511,54
2014,Blondie,"['candy pop', 'dance rock', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",442591,72
2015,Blood Orange,"['alternative r&b', 'art pop', 'chillwave', 'electropop', 'escape room', 'indie soul', 'metropopolis']",587954,66
2016,"Blood, Sweat & Tears","['album rock', 'art rock', 'blues rock', 'brill building pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'jazz rock', 'mellow gold', 'psychedelic rock', 'soft rock', 'symphonic rock']",31383355,96
2017,BloodPop®,['electropop'],44410543,100
2018,Bloodhound Gang,"['alternative metal', 'comic', 'funk metal', 'funk rock', 'nu metal', 'punk', 'rap rock']",709317,67
2021,Blossom Dearie,"['adult standards', 'cool jazz', 'jazz', 'lounge', 'swing', 'vocal jazz']",250061,58
2022,Blu,"['cali rap', 'trap']",3527395,83
2023,Blu Cantrell,"['hip pop', 'r&b', 'urban contemporary']",158387,58
2024,Blue,"['cali rap', 'trap']",3527395,83
2025,Blue Boy,"['appalachian folk', 'bluegrass', 'bluegrass gospel', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",1844748,77
2027,Blue Foundation,['dream pop'],114735,56
2028,Blue Jeans,['brill building pop'],12707306,89
2029,Blue Magic,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'urban contemporary']",6111927,87
2032,Blue Murder,"['glam metal', 'hard rock']",3677432,77
2033,Blue October,"['pop rock', 'post-grunge', 'san marcos tx indie']",334625,62
2034,Blue Rodeo,"['canadian indie', 'canadian rock', 'country rock', 'lilith']",93150,52
2036,Blue Stahli,"['cyberpunk', 'future rock', 'industrial metal', 'industrial rock']",128224,57
2037,Blue Swede,['classic swedish pop'],78995,64
2038,Blue Wednesday,"['chillhop', 'lo-fi beats']",23966,67
2040,Blue Öyster Cult,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock', 'soft rock']",1052622,68
2041,Blueface,"['cali rap', 'trap']",360157,75
2044,Blues Traveler,"['alternative rock', 'blues rock', 'jam band', 'mellow gold', 'pop rock', 'rock']",443092,60
2046,Blur,"['alternative rock', 'britpop', 'dance rock', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']",1393010,67
2048,Blxst,['pop r&b'],108522,73
2049,Bo Bruce,['vocal trance'],3942378,80
2050,Bo Burnham,"['antiviral pop', 'comedy', 'comic']",450209,61
2051,Bo Diddley,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'funk', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'traditional blues']",251739,54
2053,Bo Roc,"['alternative country', 'country rock', 'deep new americana', 'heartland rock', 'new americana', 'roots rock']",193354,66
2055,Bo Skovhus,['classical baritone'],4008949,79
2056,BoA,"['ambient', 'electronica', 'intelligent dance music', 'microhouse', 'scottish electronic', 'trip hop']",3410236,81
2057,Boards of Canada,"['ambient', 'electronica', 'intelligent dance music', 'microhouse', 'scottish electronic', 'trip hop']",439333,61
2058,Boaz Daniel,['classical baritone'],4008949,79
2063,Bob Brookmeyer,"['bebop', 'cool jazz', 'hard bop', 'jazz trombone']",294474,68
2068,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",8729940,83
2076,Bob Marley & The Wailers,"['reggae', 'roots reggae']",9361244,83
2081,Bob Roberts,['shanty'],480409,71
2082,Bob Seger,"['album rock', 'blues rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",1266055,71
2084,Bob Sinclar,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'pop dance', 'tropical house', 'vocal house']",459968,68
2088,Bob Wills,"['bakersfield sound', 'traditional country', 'western swing']",906327,72
2095,"Bobby ""Blue"" Bland","['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",112796,53
2098,Bobby Bare,"['classic country pop', 'country', 'country rock', 'outlaw country']",114626,53
2099,Bobby Brown,"['dance pop', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",747493,61
2100,Bobby Caldwell,['yacht rock'],114514,59
2104,Bobby Darin,"['adult standards', 'big band', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",357739,64
2105,Bobby Day,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",17050,53
2107,Bobby Goldsboro,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'soft rock']",86147,52
2110,Bobby Hebb,"['motown', 'northern soul']",21065,53
2111,Bobby Helms,['adult standards'],20118,51
2115,Bobby Konders,"['acid house', 'chicago house', 'hip house']",141356,53
2121,Bobby McFerrin,['a cappella'],150581,61
2124,Bobby O,"['finnish soul', 'retro soul', 'souldies']",107603,60
2125,Bobby Pulido,"['norteno', 'ranchera', 'regional mexican', 'tejano']",358883,64
2128,Bobby Shmurda,"['nyc rap', 'trap']",1127401,68
2133,Bobby V.,"['dance pop', 'hip pop', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",10289638,90
2135,Bobby Vee,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",140390,53
