,Artist,Genres,Followers,Popularity
9195,Kris Kross,"['dutch house', 'dutch pop', 'pop dance', 'tropical house']",291811,55
9196,Kris Kross Amsterdam,"['dutch house', 'dutch pop', 'pop dance', 'tropical house']",1834459,79
9197,Kris Menace,['filter house'],24439,49
9198,Krishna Chatterjee,['bangla'],1108306,63
9199,Krishna Das,"['healing', 'kirtan', 'meditation', 'shamanic']",189328,55
9200,Krishna Kalle,['marathi traditional'],346638,59
9201,Kristen Bell,"['disney', 'hollywood', 'show tunes']",66384,70
9202,Kristene Dimarco,"['anthem worship', 'ccm', 'deep ccm', 'world worship', 'worship']",1104330,74
9203,Kristian Nairn,['progressive trance'],8520,30
9204,Kristian Stanfill,"['ccm', 'christian music', 'worship']",313825,67
9205,Kristin Chenoweth,"['broadway', 'movie tunes', 'show tunes']",10157,52
9206,Kristinia DeBarge,"['dance pop', 'post-teen pop']",77804,40
9207,Kristofer Åström,"['swedish americana', 'swedish indie folk', 'swedish singer-songwriter']",8502,30
9208,Krizz Kaliko,"['country rap', 'kansas city hip hop', 'rap rock', 'southern hip hop']",310026,65
9209,Krokus,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock', 'swiss rock']",196997,50
9210,Krono,['deep tropical house'],229912,70
9211,Kronos Quartet,"['avant-garde', 'bow pop', 'classical performance', 'compositional ambient', 'modern string quartet', 'string quartet']",131916,56
9212,Krontjong Ensemble Pantja Warna,['keroncong'],994,23
9213,Krosfyah,"['barbadian pop', 'soca']",9878,34
9214,Krowdexx,"['hardstyle', 'rawstyle', 'uptempo hardcore']",21704,47
9215,Kruder & Dorfmeister,"['big beat', 'downtempo', 'electronica', 'ninja', 'nu jazz', 'trip hop']",143130,51
9216,Kruger Brothers,"['banjo', 'bluegrass', 'progressive bluegrass', 'swiss country']",4716,35
9217,Kruse & Nuernberg,['hamburg electronic'],2947,28
9218,Kryder,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house']",11942,52
9219,Krystian Zimerman,"['classical', 'classical performance', 'classical piano', 'polish classical piano']",361240,64
9220,Kryztof Geldhof,['berlin minimal techno'],18,0
9221,Kstylis,['kansas city hip hop'],59582,48
9222,Kual,"['cumbia', 'cumbia sonidera', 'regional mexican']",6513,43
9223,Kuana Torres Kahele,"['hawaiian', 'jawaiian', 'slack-key guitar']",11704,48
9224,Kula Shaker,['britpop'],162897,48
9225,Kularis,"['german trance', 'progressive psytrance']",10946,27
9226,Kumar Sanu,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",3141635,68
9227,Kun-Woo Paik,"['korean classical performance', 'korean classical piano']",155137,63
9228,Kungs,"['edm', 'new french touch', 'pop dance', 'tropical house']",723731,68
9229,Kurt Böhme,['classical bass'],68835,54
9230,Kurt Carr & The Kurt Carr Singers,['gospel'],105354,41
9231,Kurt Elling,"['adult standards', 'contemporary vocal jazz', 'vocal jazz']",54275,47
9232,Kurt Masur,"['classical performance', 'orchestral performance']",3811803,76
9233,Kurt Moll,"['classical bass', 'opera']",4008949,79
9234,Kurt Rydl,['classical bass'],4008949,79
9235,Kurt Vile,"['alternative rock', 'freak folk', 'indie folk', 'indie rock', 'modern folk rock', 'philly indie', 'roots rock', 'stomp and holler']",409901,62
9236,Kurt Weill,"['austro-german modernism', 'classical', 'early modern classical']",14451,41
9237,Kurtis Blow,"['east coast hip hop', 'electro', 'funk', 'harlem hip hop', 'hip hop', 'hip house', 'old school hip hop', 'rap']",146929,42
9238,Kurupt,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",6788048,86
9239,Kush,['german dance'],5559658,82
9240,Kut Klose,"['girl group', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",1375388,63
9241,Kutless,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",189454,59
9242,Kuzu Mellow,"['emo rap', 'sad rap']",33425,58
9243,Ky-Mani Marley,"['modern reggae', 'reggae', 'reggae fusion', 'roots reggae']",9766715,91
9244,Kyary Pamyu Pamyu,"['j-idol', 'japanese electropop']",357726,56
9245,Kyau,"['edm', 'german techno', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",395601,64
9246,Kyau & Albert,"['edm', 'german techno', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",42442,48
9247,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",7352256,86
9248,Kyla,['uk funky'],44479,51
9249,Kyla La Grange,"['metropopolis', 'shimmer pop', 'tropical house']",44479,51
9250,Kyle,"['pop rap', 'rap', 'social media pop']",964239,73
9251,Kyle Landry,"['japanese instrumental', 'otacore', 'scorecore']",61043,56
9252,Kyle McEvoy,['neo-classical'],10889,59
9253,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop', 'pop dance']",1251976,74
9254,Kym Karath,['show tunes'],89385,62
9255,Kyogo Kawaguchi,['japanese singer-songwriter'],2160,36
9256,Kyson,"['ambient idm', 'vapor soul']",26415,52
9257,Kyung Wha Chung,"['korean classical performance', 'violin']",959572,71
9258,Kyuss,"['alternative metal', 'alternative rock', 'grunge', 'palm desert scene', 'rock', 'space rock', 'stoner metal', 'stoner rock']",341282,56
9259,Kärbholz,"['german oi', 'german rock']",49956,46
9260,Kühnův dětský sbor,['detske pisnicky'],558,28
9261,Kōgi Fukushima,['ryukyu ongaku'],26,0
9262,L-Dub,"['reggae rock', 'ska', 'ska punk']",262363,61
9263,L. Vegas,"['belgian dance', 'belgian edm', 'big room', 'deep big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",2997870,78
9264,L.A. Dream Team,"['electro', 'old school hip hop']",11704,26
9265,L.A. Guns,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",283393,49
9266,L.T.D.,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",252102,49
9267,L7,"['alternative rock', 'grunge', 'punk', 'riot grrrl', 'rock']",197545,52
9268,LA INDIA,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",525560,61
9269,LADYBABY,"['idol rock', 'kawaii metal']",2730647,72
9270,LANCO,"['contemporary country', 'country pop']",373625,61
9271,LANY,"['la pop', 'pop']",3457024,77
9272,LCD Soundsystem,"['alternative dance', 'alternative rock', 'dance-punk', 'electronic rock', 'electronica', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']",835119,65
9273,LEE CHAN,['korean ost'],6338,46
9274,LEE SEUNG HWAN,['korean pop'],16109,34
9275,LEEWOO,['korean pop'],6702,29
9276,LEN,"['latin', 'reggaeton', 'reggaeton flow', 'trap argentino', 'trap latino']",1341375,74
9277,LENN,"['latin', 'reggaeton', 'reggaeton flow', 'trap argentino', 'trap latino']",1815713,67
9278,LFO,['boy band'],30012,49
9279,LIZ,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop dance', 'pop rap', 'trap queen']",3751524,78
9280,LL Cool J,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'new jack swing', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1099994,67
9281,LM,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",51271,61
9282,LMFAO,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",3697278,71
9283,LMNT,['boy band'],4820,39
9284,LOCASH,"['contemporary country', 'country pop', 'country rap', 'country road', 'modern country rock']",266970,58
9285,LOUDNESS,"['glam metal', 'hard rock', 'j-metal', 'japanese heavy metal', 'metal', 'neo classical metal']",98260,55
9286,LP,"['la pop', '""women\'s music""']",58727,67
9287,LSD and the Search for God,"['american shoegaze', 'dream pop', 'nu gaze', 'shoegaze']",40916,44
9288,LSG,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",408641,47
9289,LTN,"['progressive house', 'progressive trance', 'progressive trance house', 'progressive uplifting trance', 'trance', 'uplifting trance']",571072,77
9290,LU,['contemporary country'],16887912,96
9291,LUNA,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",8742,54
9292,La Adictiva Banda San José de Mesillas,"['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",3047556,73
9293,La Apuesta,"['corrido', 'cumbia sonidera', 'duranguense', 'musica costena', 'regional mexican']",427196,56
9294,La Arrolladora Banda El Limón De Rene Camacho,"['banda', 'corrido', 'ranchera', 'regional mexican']",4054734,78
9295,La Bottine Souriante,"['canadian celtic', 'indie quebecois', 'trad quebecois']",20619,41
9296,La Bouche,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']",167322,62
9297,La Castañeda,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'rock urbano mexicano']",302118,50
9298,La Chat,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap']",479672,63
9299,La Chicana,"['grupera', 'tecnobanda']",702131,61
9300,La Combinación Vallenata,"['vallenato', 'vallenato moderno']",57739,55
9301,La Diferenzia,['tejano'],19973,35
9302,La Dinastia De Tuzantla Mich,"['banda caliente', 'nuevo regional mexicano']",100467,57
9303,La Dinastía de Tuzantla Michoacán,"['banda caliente', 'nuevo regional mexicano']",100467,57
9304,La Dispute,"['alternative emo', 'emo', 'grand rapids indie', 'progressive post-hardcore']",269659,55
9305,La Factoria,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'tropical']",214845,67
9306,La Fe Norteña De Toño Aranda,['norteno-sax'],51472,54
9307,La Fete,"['alternative dance', 'belgian new wave', 'electroclash']",526977,59
9308,La Fiebre,"['new mexico music', 'tejano']",50444,50
9309,La Gran Banda,"['musica hondurena', 'punta', 'punta rock']",2396024,76
9310,La Gran Banda Caleña,"['cumbia', 'porro']",5130,31
9311,La Gusana Ciega,"['latin alternative', 'latin arena pop', 'latin rock', 'mexican indie', 'mexican rock', 'rock en espanol']",499727,60
9312,La Joven Guardia,"['pop romantico', 'rock nacional']",9457,37
9313,La Ley,"['chilean rock', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",4500292,77
9314,La Leyenda,['banda caliente'],813832,64
9315,La Lupe,"['latin jazz', 'mambo', 'salsa']",4500292,77
9316,La Luz Roja De San Marcos,"['cumbia salvadorena', 'cumbia sonidera', 'musica costena']",46144,52
9317,La Mafia,"['grupera', 'ranchera', 'regional mexican', 'tejano']",119736,54
9318,La Makina,"['latin', 'merengue', 'tropical']",111335,49
9319,La Maquina De Hacer Pájaros,"['argentine rock', 'latin rock', 'rock en espanol', 'rock nacional']",72568,42
9320,La Maquinaria Norteña,"['corrido', 'norteno', 'norteno-sax', 'nuevo regional mexicano', 'regional mexican']",191259,63
9321,La Migra,['grupera'],99868,44
9322,La Mosca Tse-Tse,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'ska argentino']",289980,61
9323,La Nobleza De Aguililla,"['banda caliente', 'grupera', 'regional mexican']",98250,50
9324,La Numero 1 Banda Jerez De Marco A. Flores,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican', 'tamborazo']",266714,52
9325,La Oreja de Van Gogh,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop', 'spanish pop rock']",2240191,74
9326,La Original Banda El Limón de Salvador Lizárraga,"['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",2005745,65
9327,La Patrulla 15,['merengue'],52354,48
9328,La Playa Sextet,"['latin jazz', 'salsa international']",3682,28
9329,La Quinta Estacion,"['latin', 'latin arena pop', 'latin pop', 'pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",1791718,67
9330,La Rondalla De Saltillo,"['bolero', 'lldm', 'ranchera']",101719,53
9331,La Roux,"['alternative dance', 'dance pop', 'electropop', 'neo-synthpop', 'new rave']",565106,63
9332,La Secta AllStar,"['puerto rican rock', 'reggae en espanol']",62691,51
9333,La Solucion,"['salsa', 'salsa international']",16282,57
9334,La Sonora Altepexana,['cumbia sonidera'],8774,43
9335,La Sonora Dinamita,"['cumbia', 'ranchera', 'salsa colombiana']",314803,69
9336,La Sonora Matancera,"['bolero', 'cumbia', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa', 'tropical']",138499,59
9337,La Sonora Santanera,"['bolero', 'bolero mexicano', 'latin pop']",642836,67
9338,La Tropa Chicana,"['grupera', 'tecnobanda']",21394,44
9339,La Tropa Vallenata,"['chicha', 'cumbia', 'cumbia colombiana regia', 'cumbia sonidera']",138543,58
9340,La Unión,"['cantautor', 'latin alternative', 'latin rock', 'rock en espanol', 'spanish new wave', 'spanish pop']",339972,61
9341,La Zenda Norteña,"['corrido', 'norteno-sax', 'nuevo regional mexicano', 'regional mexican', 'tejano']",348587,61
9342,LaBelle,"['disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'philly soul', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",47132,45
9343,LaChanze,['movie tunes'],4468,61
9344,LaFrance Belvue,['haitian traditional'],6,0
9345,LaSalle Quartet,"['avant-garde', 'contemporary classical', 'string quartet']",3811803,76
9346,LaShun Pace,['gospel'],48277,35
9347,LaVern Baker,"['brill building pop', 'doo-wop', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'southern soul', 'torch song']",31799,43
9348,Labanoon,"['thai folk rock', 'thai pop', 'thai rock']",322184,46
9349,Labi Siffre,"['classic uk pop', 'funk', 'soul']",61728,55
9350,Labradford,"['ambient', 'drone', 'freak folk', 'post-rock']",15947,36
9351,Labrinth,"['indie poptimism', 'pop']",1577707,82
9352,Lacerenza Michele,['old west'],86,20
9353,Lacuna Coil,"['alternative metal', 'gothic metal', 'italian gothic', 'italian gothic metal', 'italian metal', 'slayer', 'symphonic metal']",503886,58
9354,Lacy J. Dalton,"['classic country pop', 'country']",25468,36
9355,Ladi,"['canadian pop', 'canadian rock', 'comic', 'pop rock']",1828645,65
9356,Ladron,"['cumbia sonidera', 'grupera', 'gruperas inmortales']",1800605,74
9357,Lady A,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",3230489,74
9358,Lady Bee,"['bubblegrunge', 'indie pop', 'indie rock', 'indie singer-songwriter', 'maine indie']",15166,55
9359,Lady Gaga,"['dance pop', 'pop', 'pop dance']",16973776,89
9360,Lady Luck,['background jazz'],33228,49
9361,Lady Saw,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae fusion', 'soca']",1911271,71
9362,Ladysmith Black Mambazo,"['afropop', 'south african choral', 'world']",928567,77
9363,Ladytron,"['alternative dance', 'art pop', 'dance-punk', 'electroclash', 'electronica', 'electropop', 'indietronica', 'neo-synthpop', 'new rave']",651188,65
9364,Laetitia Sadier,['dream pop'],6097520,85
9365,Lafayette Afro Rock Band,"['afrobeat', 'funk', 'jazz funk', 'soul jazz']",33122,39
9366,Lafayette Leake,"['boogie-woogie', 'piano blues']",647,37
9367,Lagwagon,"['melodic hardcore', 'punk', 'ska punk', 'skate punk', 'socal pop punk']",203698,54
9368,Laid Back,"['classic danish pop', 'italian disco']",2833,41
9369,Laidback Luke,"['big room', 'deep big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']",24950,68
9370,Lainey Wilson,"['contemporary country', 'country pop']",16190,60
9371,Lake Street Dive,"['boston rock', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']",341857,67
9372,Lakeside,"['classic soul', 'disco', 'electro', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",60,30
9373,Lakshmi Shankar,"['hindustani classical', 'hindustani vocal', 'indian classical']",22753,20
9374,Lalah Hathaway,"['neo r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",1813954,86
9375,Lale Andersen,"['classic schlager', 'vintage schlager', 'volksmusik']",7800,35
9376,Lalo Ebratt,"['colombian hip hop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino', 'tropical']",1188636,74
9377,Lalo Mora,"['corrido', 'norteno', 'ranchera', 'regional mexican']",721473,64
9378,Lalo Rodriguez,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",109170,57
9379,Lalo Schifrin,"['classic soundtrack', 'latin classical', 'latin soundtrack', 'lounge']",43389,58
9380,Lam Truong,"['v-pop', 'vietnamese pop']",85936,40
9381,Lamartine Babo,['velha guarda'],1514,15
9382,Lamb,"['contemporary country', 'country', 'country dawn', 'country road']",3159139,78
9383,Lamb of God,"['alternative metal', 'groove metal', 'melodic metalcore', 'metal', 'nu metal', 'virginia metal']",1379871,68
9384,Lambda,"['j-rock', 'japanese alternative rock', 'japanese indie rock']",16,32
9385,"Lambert, Hendricks & Ross","['vocal harmony group', 'vocal jazz']",10593,35
9386,Lamberto Gardelli,['opera'],3811803,76
9387,Lamont Dozier,"['classic soul', 'motown', 'quiet storm', 'southern soul']",19660,35
9388,Lamp,"['japanese alternative pop', 'shibuya-kei']",1156626,68
9389,Lan Sub,['lafayette indie'],1131417,68
9390,Lana Del Rey,"['art pop', 'pop']",12707306,89
9391,Landon Austin,"['channel pop', 'indiecoustica', 'neo mellow', 'pop', 'viral pop']",64063,63
9392,Landon Cube,"['emo rap', 'pop rap', 'sad rap', 'underground hip hop', 'vapor trap']",4674846,80
9393,Landon Pigg,"['acoustic pop', 'neo mellow']",38527,45
9394,Lane 8,"['gauze pop', 'progressive house', 'tropical house']",242459,68
9395,Lang Lang,"['chinese classical performance', 'chinese classical piano', 'classical', 'classical performance', 'classical piano']",3140359,81
9396,Lange,['background piano'],9,50
9397,Lange Jojo,['classic belgian pop'],478,18
9398,Langhorne Slim,"['anti-folk', 'deep new americana', 'indie folk', 'indie pop', 'modern folk rock', 'new americana', 'stomp and holler']",136634,59
9399,Langston Hughes,"['american modern classical', 'poetry']",6649,21
9400,Lani Misalucha,"['classic opm', 'opm', 'tagalog worship']",231038,50
9401,Lanna Commins,['thai pop'],10166,28
9402,Lanning,['social media pop'],168,45
9403,Lanny May,['minimal melodic techno'],5004846,83
9404,Laolom,['thai rock'],16773,36
9405,Lara,"['latin worship', 'rap cristiano']",160449,61
9406,Lara & Reyes,['rumba'],4508,36
9407,Lara Fabian,"['french pop', 'operatic pop']",473122,59
9408,Lara Liang,['mandopop'],2253614,74
9409,Laraaji,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'drone', 'fourth world']",34535,48
9410,Large Professor,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'turntablism']",65106,50
9411,Larnelle Harris,['southern gospel'],9286,35
9412,Larry,"['cali rap', 'underground hip hop', 'west coast trap']",20742,53
9413,Larry Carlton,"['jazz funk', 'jazz fusion', 'jazz guitar', 'smooth jazz']",85793,48
9414,Larry Clinton,"['big band', 'swing']",1657,23
9415,Larry Coryell,"['jazz funk', 'jazz fusion', 'jazz guitar']",22152,38
9416,Larry Davis,"['soul blues', 'texas blues']",941,36
9417,Larry Gatlin,"['country gospel', 'country rock']",42760,40
9418,Larry Gatlin & The Gatlin Brothers,"['country gospel', 'country rock']",42760,40
9419,Larry Graham,"['funk', 'quiet storm', 'urban contemporary']",39737,40
9420,Larry Graham & Graham Central Station,"['funk', 'p funk']",14007,27
9421,Larry Groce,"['""children\'s music""', 'nursery']",2759,50
9422,Larry Harlow,"['latin jazz', 'salsa', 'salsa international']",3549,44
9423,Larry Levan,['garage house'],43960,44
9424,Larry Norman,"['christian metal', 'deep christian rock']",14735,31
9425,Larry Rice,['souldies'],89348,63
9426,Larry Williams,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",9173,34
9427,Larry Wilson,['outlaw country'],1745,18
9428,Lars Erstrand,"['jazz vibraphone', 'swedish jazz']",8058,37
9429,Lars Frederiksen and the Bastards,"['oi', 'punk', '""punk \'n\' roll""', 'ska punk', 'skate punk']",63825,44
9430,Lars Gullin,"['jazz saxophone', 'swedish jazz']",4323,33
9431,Lars Gullin Septet,['swedish jazz orkester'],57,1
9432,Larsen/Feiten Band,"['deep soft rock', 'yacht rock']",1311,22
9433,Lary Over,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1314507,77
9434,Las Chicas Del Can,"['classic venezuelan pop', 'merengue', 'tropical']",112251,44
9435,Las Grecas,"['flamenco', 'rock andaluz', 'rumba']",23075,40
9436,Las Hermanas Padilla,"['mariachi', 'ranchera']",24203,43
9437,Las Jilguerillas,"['mariachi', 'ranchera']",144505,55
9438,Lasse Stefanz,"['classic swedish pop', 'dansband', 'danspunk', 'skanska musik', 'swedish country']",34935,46
9439,Last Word,"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo']",728725,79
9440,Last Year's Man,['eugene indie'],2301498,71
9441,Lata Mangeshkar,"['classic bollywood', 'desi pop', 'filmi', 'sufi']",210281,55
9442,Lateef The Truthspeaker,['oakland hip hop'],144100,53
9443,Latimore,"['alternative r&b', 'chill r&b', 'pop r&b', 'r&b', 'trap soul']",56493,35
9444,Latin Breed,['tejano'],3073,27
9445,Latyrx,"['alternative hip hop', 'turntablism']",13032,36
9446,Lau,"['electropop', 'pop', 'post-teen pop']",54275571,98
9447,Laura Bell Bundy,"['broadway', 'country dawn', 'hollywood', 'show tunes']",18894,55
9448,Laura Branigan,"['dance rock', 'europop', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",394701,64
9449,Laura Brehm,"['chillstep', 'pop edm']",1078766,72
9450,Laura Cantrell,"['alternative country', 'folk']",7954,22
9451,Laura Dreyfuss,"['broadway', 'hollywood', 'show tunes']",354895,71
9452,Laura Fygi,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",49870,58
9453,Laura Jansen,['dutch pop'],3794000,79
9454,Laura Les,"['hyperpop', 'transpop']",402948,68
9455,Laura Marling,"['art pop', 'british folk', 'british singer-songwriter', 'chamber pop', 'chamber psych', 'indie folk', 'singer-songwriter', 'stomp and holler']",416507,62
9456,Laura Nyro,"['brill building pop', 'country rock', 'folk', 'folk rock', 'singer-songwriter', 'traditional folk']",43393,42
9457,Laura Pausini,"['europop', 'italian adult pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop']",1714864,73
9458,Laura Story,"['ccm', 'christian alternative rock', 'christian music', 'lds youth', 'world worship', 'worship']",160002,53
9459,Laura V,"['anti-folk', 'chamber pop', 'chamber psych', 'freak folk', 'indie folk']",1714864,73
9460,Laura Williams,['movie tunes'],4526,37
9461,Laureano Brizuela,"['latin', 'latin arena pop', 'latin pop', 'ranchera']",171131,52
9462,Laurell,['canadian pop'],621,23
9463,Lauren Alaina,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",3268887,80
9464,Lauren Aquilina,"['indie cafe pop', 'neo-singer-songwriter', 'viral pop']",114306,57
9465,Lauren Bennett,['deep dance pop'],3697278,71
9466,Lauren Daigle,"['ccm', 'christian music', 'worship']",1646824,74
9467,Lauren Jauregui,"['pop', 'post-teen pop', 'r&b']",14566447,89
9468,Lauren Wood,['yacht rock'],5096,47
9469,Laurent Voulzy,"['chanson', 'french pop', 'french rock']",159835,55
9470,Laurie Anderson,"['art pop', 'art rock', 'bow pop', 'compositional ambient', 'experimental', 'experimental pop', 'experimental vocal', 'laboratorio']",86239,46
9471,Laurie Johnson,"['classic soundtrack', 'library music', 'light music']",1279,30
9472,Laurindo Almeida,"['bossa nova', 'brazilian jazz', 'exotica', 'jazz guitar', 'lounge', 'violao', 'violao classico']",8443,39
9473,Lauritz Melchior,['vintage classical singing'],474272,58
9474,Lauv,"['electropop', 'pop', 'post-teen pop']",4140791,85
9475,Lavaman,['soca'],2087,24
9476,Lavinia Meijer,['classical harp'],1122563,72
9477,Lawrence Brown,['classical tenor'],383,15
9478,Lawrence Foster,['orchestral performance'],87854,54
9479,Laxmikant–Pyarelal,"['classic bollywood', 'filmi', 'ghazal']",99711,50
9480,Layla Mourad,"['arab folk', 'classic arab pop']",64396,26
9481,Layton Greene,['pop r&b'],777790,72
9482,Layzie Bone,"['gangster rap', 'ohio hip hop']",470648,62
9483,Lazy Jay,['belgian edm'],703269,67
9484,Le Click,"['eurodance', 'hip house']",9424,42
9485,Le Flex,"['new french touch', 'synth funk']",103963,52
9486,Le Idi di Maggio,['italian blues'],96,0
9487,Le Orme,"['beat italiano', 'italian progressive rock', 'progressive rock', 'symphonic rock']",28466,36
9488,Le Tigre,"['alternative dance', 'dance-punk', 'new rave', 'queercore', 'riot grrrl']",182144,62
9489,Le Youth,"['edm', 'house', 'nu disco', 'pop dance', 'progressive house', 'tropical house', 'vapor soul']",69058,59
9490,LeAnn Rimes,"['country', 'country dawn', 'dance pop', 'pop rock']",902543,66
9491,LeBlanc,['social media pop'],2933,26
9492,LeToya,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']",453589,41
9493,Lea,['video game music'],29772743,93
9494,Lea Salonga,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",138107,64
9495,Lead Belly,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'folk', 'texas blues', 'traditional blues', 'traditional folk']",137923,46
9496,Leaders of the New School,"['deep east coast hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",66612,32
9497,Leaf Hound,"['psychedelic blues-rock', 'psychedelic rock']",16801,29
9498,League of Legends,['video game music'],990505,81
9499,Leal Brito,['baiao'],1462,20
9500,Leandro & Leonardo,"['pagode', 'sertanejo', 'sertanejo universitario']",711769,62
9501,Leatherface,"['emo', 'garage punk', 'melodic hardcore', 'north east england indie', 'orgcore', 'post-hardcore', 'skate punk']",20,19
9502,Leavv,"['chillhop', 'lo-fi beats']",29772743,93
9503,Lebo M.,"['disney', 'movie tunes']",7350,55
9504,Lebrón Brothers,"['boogaloo', 'latin jazz', 'salsa', 'salsa international', 'tropical']",64102,47
9505,Lecrae,"['ccm', 'christian alternative rock', 'christian hip hop', 'christian music', 'worship']",456578,66
9506,Lecuona Cuban Boys,"['cuban rumba', 'musica tradicional cubana']",3064,26
9507,Led Er Est,"['dark post-punk', 'grave wave', 'minimal wave']",8562,23
9508,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",10524922,81
9509,Leda Moreno,['mexican rock-and-roll'],11247,24
9510,Ledisi,"['hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",441612,57
9511,Ledward Kaapana,"['hawaiian', 'slack-key guitar']",4789,40
9512,"Lee ""Scratch"" Perry","['dub', 'reggae', 'rock steady', 'roots reggae', 'ska']",130550,54
9513,Lee Ann Womack,"['contemporary country', 'country', 'country dawn', 'country road']",504723,57
9514,Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']",1489275,75
9515,Lee Coombs,"['breakbeat', 'nu skool breaks']",3029,16
9516,Lee Dorsey,"['classic soul', 'funk', 'new orleans funk', 'rhythm and blues', 'rock-and-roll', 'soul']",33570,50
9517,Lee Fields & The Expressions,"['afrobeat', 'funk', 'indie soul', 'soul']",121167,56
9518,Lee Greenwood,"['country', 'country rock']",38315,49
9519,Lee Hazlewood,"['baroque pop', 'country rock', 'experimental', 'oklahoma country', 'psychedelic rock', 'singer-songwriter', 'traditional folk']",298173,67
9520,Lee Holdridge,['classic soundtrack'],1494,36
9521,Lee Jones,"['country rock', 'folk', 'lilith', 'mellow gold', 'new wave pop', 'singer-songwriter']",3730,37
9522,Lee Kernaghan,"['australian country', 'australian pop', 'australian rock']",117801,55
