,Artist,Genres,Followers,Popularity
5867,Frankie Lymon,"['brill building pop', 'doo-wop', 'rhythm and blues']",18430,45
5868,Frankie Miller,"['classic uk pop', 'pub rock']",11524,40
5869,Frankie Ruiz,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",719330,68
5870,Frankie Smith,['funk'],4472,38
5871,Frankie Valli,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'lounge', 'motown', 'northern soul', 'rock-and-roll']",431732,69
5872,Frankie Valli & The Four Seasons,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'lounge', 'motown', 'northern soul', 'rock-and-roll']",431732,69
5873,Frankie Vaughan,"['merseybeat', 'rock-and-roll']",133083,48
5874,Frankie Yankovic,['polka'],2721,30
5875,Frankie Yankovic & His Yanks,['polka'],710,29
5876,Franky,"['deep groove house', 'house', 'pop dance', 'uk dance', 'uk house']",35842,58
5877,Franky Rizardo,"['circuit', 'deep groove house', 'disco house', 'dutch house', 'dutch tech house', 'funky tech house', 'house', 'tech house']",439225,62
5878,Franky Trova,['italian tech house'],1130,39
5879,Frans Brüggen,['classical performance'],1749719,74
5880,Frans Helmerson,['classical cello'],405669,63
5881,František Pok,['galante era'],73,5
5882,Frantz Casseus,['haitian traditional'],2107,30
5883,Franz Ferdinand,"['alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock', 'scottish rock']",2015160,69
5884,Franz Joseph Haydn,"['classical', 'classical era']",457916,61
5885,Franz Lehár,"['german opera', 'operetta', 'post-romantic era']",337974,58
5886,Franz Liszt,"['classical', 'late romantic era']",560182,66
5887,Franz Liszt Chamber Orchestra,"['chamber orchestra', 'hungarian classical performance']",4008949,79
5888,Franz Rupp,['historic classical performance'],3811803,76
5889,Franz Schubert,"['classical', 'classical era', 'early romantic era']",818657,67
5890,Franz Waxman,['classic soundtrack'],4058,27
5891,Franz Welser-Möst,['orchestral performance'],4008949,79
5892,Franz von Suppé,"['classical', 'late romantic era', 'operetta']",8508,36
5893,François Feldman,"['chanson', 'french pop']",28287,43
5894,François Leleux,['classical oboe'],14724,38
5895,François Schubert,['german romanticism'],818657,67
5896,François-Joël Thiollier,"['classical piano', 'french classical piano']",1122563,72
5897,Françoise Hardy,"['chanson', 'ye ye']",252718,62
5898,Freak Nasty,"['atl hip hop', 'miami bass']",3899686,89
5899,Freak Power,['acid jazz'],21263,42
5900,Fred Adison,['vintage chanson'],82,6
5901,Fred Astaire,"['adult standards', 'big band', 'lounge', 'swing', 'vintage hollywood', 'vocal jazz']",152276,59
5902,Fred Bongusto,['classic italian pop'],22081,42
5903,Fred Buscaglione,"['classic italian pop', 'swing italiano']",40646,46
5904,Fred Durst,['nu metal'],503677,63
5905,Fred Everything,['deep house'],13295,31
5906,Fred Gouin,['vintage chanson'],125,5
5907,Fred Hammond,['gospel'],13679181,92
5908,Fred Jackson,"['funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",949,17
5909,Fred Mollin,"['calming instrumental', 'movie tunes']",3017,62
5910,Fred Neil,"['american folk revival', 'country rock', 'folk', 'folk rock', 'psychedelic rock', 'singer-songwriter', 'traditional folk']",21090,42
5911,Fred Ventura,['italian disco'],4079,28
5912,Fred Waring,['vintage jazz'],345689,60
5913,Fred Waring & His Pennsylvanians,['vintage jazz'],6111,32
5914,Fred Wesley,"['funk', 'jazz trombone', 'modern funk', 'p funk']",1703275,68
5915,Fred Wesley & The J.B.'s,['funk'],13459,37
5916,Freda Payne,"['classic soul', 'motown']",12322,43
5917,Freddie Aguilar,"['classic opm', 'kundiman', 'opm']",145994,53
5918,Freddie Dredd,"['dark trap', 'meme rap', 'phonk', 'viral rap']",562712,73
5919,Freddie Foxxx,"['east coast hip hop', 'hardcore hip hop']",893451,75
5920,Freddie Gibbs,"['alternative hip hop', 'hip hop', 'indiana hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",706277,74
5921,Freddie Hart,['classic country pop'],1061,15
5922,Freddie Hubbard,"['avant-garde jazz', 'bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz trumpet', 'soul jazz', 'vocal jazz']",130470,52
5923,Freddie Jackson,"['funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",446136,51
5924,Freddie King,"['blues', 'blues rock', 'classic rock', 'electric blues', 'texas blues', 'traditional blues']",285598,55
5925,Freddie McGregor,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae']",96195,50
5926,Freddie Mercury,['glam rock'],4455026,64
5927,Freddie Roach,"['hard bop', 'jazz funk', 'jazz organ', 'soul jazz']",409901,62
5928,Freddie Scott,['southern soul'],706277,74
5929,Freddy Cannon,"['brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",20680,35
5930,Freddy Fender,"['new mexico music', 'swamp pop']",106865,52
5931,Freddy Martin,['big band'],459,21
5932,Freddy Martin & His Orchestra,['big band'],459,21
5933,Freddy Quinn,"['classic schlager', 'vintage schlager', 'volksmusik']",24988,46
5934,Frederica von Stade,"['classical mezzo-soprano', 'opera']",4008949,79
5935,Frederick Delius,"['classical', 'early modern classical', 'impressionism', 'post-romantic era']",17316,48
5936,Frederick Knight,['southern soul'],1231,23
5937,Frederick Loewe,['broadway'],939,38
5938,Frederick Stock,['historic orchestral performance'],2364984,77
5939,Free,"['ccm', 'christian music', 'world worship', 'worship']",1593686,73
5940,Free Nationals,"['alternative r&b', 'indie soul']",137622,65
5941,Free Throw,"['alternative emo', 'anthem emo', 'emo', 'midwest emo', 'pop punk']",47842,48
5942,Freedom Williams,['hip house'],3504225,82
5943,Freedy Johnston,['power pop'],5629,33
5944,Freeez,"['brit funk', 'disco', 'electro', 'hi-nrg', 'post-disco']",8970,40
5945,Freeman,"['disney', 'movie tunes']",405966,67
5946,Freestyle,"['dominican pop', 'trap dominicano']",6742066,93
5947,Freestyle Fellowship,"['alternative hip hop', 'hip hop', 'jazz rap']",34522,33
5948,Freestylers,"['big beat', 'breakbeat']",64907,48
5949,Freeway,"['alternative hip hop', 'battle rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'philly rap', 'rap', 'southern hip hop']",111480,66
5950,Freiburger Barockorchester,"['barockinterpreten', 'baroque ensemble', 'choral', 'classical performance', 'historically informed performance']",3140359,81
5951,Freire,"['brazilian classical piano', 'classical performance', 'classical piano']",3140359,81
5952,French Montana,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3893520,81
5953,French National Radio Orchestra,['radio symphony'],268818,68
5954,Frenmad,['christmas instrumental'],525,27
5955,Frente!,"['chicha', 'cumbia', 'nu-cumbia']",1673720,72
5956,Frequencerz,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",64795,53
5957,Fresh,['sound'],62829,74
5958,Fresh Water Sounds,['sound'],1,20
5959,Fresh Water Spa,['spa'],1138,51
5960,Freshlyground,"['afropop', 'south african pop', 'south african pop dance']",21410935,87
5961,Freur,"['dance rock', 'new romantic', 'new wave', 'synthpop']",3317,29
5962,Freya Ridings,"['pop', 'pop dance', 'uk pop']",274633,68
5963,Frida,"['indie singer-songwriter', 'swedish synthpop']",68865,81
5964,Friedemann,"['galante era', 'german baroque']",312,21
5965,Friedrich Gulda,"['austrian classical piano', 'classical performance', 'classical piano']",3140359,81
5966,Friedrich Kuhlau,"['danish classical', 'early romantic era', 'german romanticism']",1973,28
5967,Friedrich Schiller,['german literature'],16,4
5968,Friedrich von Flotow,"['german opera', 'german romanticism', 'late romantic era']",1488,32
5969,Friend & Lover,['bubblegum pop'],18639,36
5970,Friends,"['indie pop', 'la pop']",903578,77
5971,Frisco Kid,"['dancehall', 'deep ragga', 'old school dancehall', 'riddim']",17138,36
5972,Fritz Kalkbrenner,"['german house', 'german techno', 'minimal techno', 'tropical house']",912225,68
5973,Fritz Kreisler,"['classical', 'post-romantic era', 'violin']",28434,50
5974,Fritz Reiner,"['classical performance', 'historic orchestral performance', 'orchestral performance']",74966,52
5975,Fritz Wunderlich,['classical tenor'],3140359,81
5976,Frode Fjellheim,['yoik'],20637,64
5977,Frode Thingnæs,['norwegian jazz'],191,9
5978,From Ashes to New,"['alternative metal', 'post-screamo', 'rap rock']",239059,63
5979,From First To Last,"['metalcore', 'pop punk', 'post-hardcore', 'screamo']",223047,52
5980,Fromental Halévy,"['early romantic era', 'french opera', 'french romanticism']",469,17
5981,Front 242,"['belgian new wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'new beat', 'proto-techno', 'synthpop']",96627,44
5982,Front Porch Step,['acoustic rock'],135537,52
5983,Frontline,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",142160,50
5984,Frontliner,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",84096,54
5985,Frost,['cali rap'],3320,67
5986,Frostydasnowmann,['cali rap'],80482,52
5987,Frou Frou,"['downtempo', 'etherpop', 'lilith', 'metropopolis']",410105,64
5988,Fruit Bats,"['deep new americana', 'freak folk', 'funk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'new americana', 'shimmer pop', 'stomp and holler']",118286,62
5989,Fruko Y Sus Tesos,"['cumbia', 'latin jazz', 'musica popular colombiana', 'salsa', 'salsa colombiana', 'tropical']",177542,57
5990,Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",2364984,77
5991,Fréhel,['vintage chanson'],9997,35
5992,Fu Manchu,"['alternative metal', 'palm desert scene', 'psychedelic doom', 'space rock', 'stoner rock']",166457,50
5993,Fuego,"['dominican pop', 'latin', 'latin hip hop', 'rap dominicano', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical', 'urbano espanol']",3228561,78
5994,Fuel,"['alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",17430153,85
5995,Fuerza Regida,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",1025272,73
5996,Fugazi,"['alternative rock', 'dc hardcore', 'noise rock', 'post-hardcore', 'post-punk', 'punk']",331159,58
5997,Fugees,"['east coast hip hop', 'gangster rap', 'hip hop', 'new jersey rap', 'rap']",917905,70
5998,Fukkit,"['dark trap', 'meme rap', 'scream rap', 'underground hip hop', 'vapor trap']",98379,57
5999,Fulanito,"['latin', 'latin hip hop', 'merengue tipico', 'reggaeton', 'tropical']",174684,54
6000,Full Force,"['electro', 'new jack swing', 'urban contemporary']",220566,50
6001,Full Tilt,"['deep uplifting trance', 'epicore']",13435,45
6002,Fume,"['uk drill', 'uk hip hop']",885678,71
6003,Fun Boy Three,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'ska', 'ska revival']",65171,43
6004,Fun Fun,"['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock']",3076493,76
6005,Funeral For A Friend,"['post-hardcore', 'screamo', 'uk post-hardcore']",6885015,85
6006,Fungus Funk,"['dark psytrance', 'psychedelic trance']",18843,32
6007,Funk Machine,"['deep big room', 'sky room']",4165561,75
6008,Funkadelic,"['funk', 'funk rock', 'p funk', 'psychedelic rock', 'psychedelic soul', 'soul']",510071,60
6009,Funkdoobiest,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']",78260,45
6010,Funkmaster Flex,"['bronx hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']",115596,56
6011,Funkstar De Luxe,"['danish electronic', 'pop edm']",4670,49
6012,Funky,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'oakland hip hop', 'rap', 'turntablism']",69938,62
6013,Funky 4 + 1,"['bronx hip hop', 'old school hip hop']",7105,28
6014,Funky Boogie Brothers,['bboy'],798,14
6015,Furry Lewis,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'jug band', 'memphis blues', 'traditional blues', 'traditional folk']",13369,25
6016,Fuse ODG,"['afro dancehall', 'azonto', 'dance pop', 'pop dance']",103455,66
6017,Fusik,['bboy'],1982,26
6018,Future,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",10080523,91
6019,Future Breeze,"['acid trance', 'bubble trance', 'dream trance', 'german techno', 'german trance']",101186,62
6020,Future Islands,"['alternative dance', 'baltimore indie', 'chillwave', 'indie rock', 'modern rock']",453757,64
6021,Future Leaders of the World,"['alternative metal', 'nu metal', 'post-grunge']",10668,40
6022,Futuristic,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'rap']",470648,62
6023,Futuristic Polar Bears,"['big room', 'deep big room', 'electro house', 'progressive electro house', 'sky room']",13364,53
6024,Fábio Jr.,"['axe', 'mpb', 'pagode', 'sertanejo']",490953,58
6025,Félix Mayol,['vintage chanson'],292,4
6026,G Herbo,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']",1152223,75
6027,G Mills,['lo-fi beats'],1164,67
6028,G-DRAGON,"['k-pop', 'k-rap']",3766903,80
6029,G-Eazy,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",4812140,83
6030,G-Unit,"['gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop', 'trap']",1453605,65
6031,G. Bregovic,"['balkan brass', 'sevdah']",156834,54
6032,G. Dep,['nyc rap'],48308,41
6033,G. Love & Special Sauce,['jam band'],17363,57
6034,G. M. Durrani,['filmi'],12,0
6035,G. N. Balasubramaniam,"['carnatic', 'carnatic vocal', 'indian classical']",1372750,70
6036,G.A.S. Drummers,"['fast melodic punk', 'spanish indie rock']",1417,43
6037,G.C. Cameron,['rare groove'],606,15
6038,G.Q.,"['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm']",32281,44
6039,G.S. Sachdev,"['bansuri', 'hindustani classical', 'hindustani instrumental', 'indian classical']",14165,37
6040,GAIA,['electro swing'],22281,47
6041,GALNERYUS,"['anime latino', 'j-metal', 'japanese power metal', 'neo classical metal', 'power metal', 'visual kei']",67016,55
6042,GG Allin,"['hardcore punk', 'punk']",65552,43
6043,GIANT,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",894673,82
6044,GLC,['chicago rap'],13679181,92
6045,GOT7,"['k-pop', 'k-pop boy group']",4772325,73
6046,GREE,"['permanent wave', 'pop punk', 'punk']",5923327,82
6047,GRiZ,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",329214,65
6048,GZA,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",347408,61
6049,GZA (Genius),"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",423671,66
6050,Gabby Barrett,['contemporary country'],143320,72
6051,Gabby Pahinui,"['hawaiian', 'hula', 'slack-key guitar']",11822,40
6052,Gabriel,"['cancion melodica', 'latin', 'latin pop', 'mariachi', 'ranchera', 'regional mexican']",1263567,67
6053,Gabriel & Dresden,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",17947,45
6054,Gabriel Ananda,"['german house', 'german techno', 'microhouse', 'minimal techno', 'tech house']",276142,56
6055,Gabriel Creole,['berlin minimal techno'],0,20
6056,Gabriel Fauré,"['classical', 'post-romantic era']",155137,63
6057,Gabriel Slick,['romanian electronic'],266,4
6058,Gabriela Montero,['latin american classical piano'],7273,51
6059,Gabriela Robin,['anime score'],3181,39
6060,Gabriele Ducros,['italian library music'],287,14
6061,Gabriele Santini,['opera'],326337,65
6062,Gabrielle,"['acoustic pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'uk pop', 'viral pop']",1263567,67
6063,Gabrielle Aplin,"['acoustic pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'uk pop', 'viral pop']",605641,68
6064,Gabros,['hungarian techno'],215,13
6065,Gabry Ponte,"['eurodance', 'italo dance']",243188,67
6066,Gaby Casadesus,['french classical piano'],268818,68
6067,Gaby Moreno,"['guatemalan pop', 'latinx alternative', 'rock chapin']",6347168,79
6068,Gaeko,"['k-rap', 'korean r&b']",1044792,68
6069,Gaelic Storm,"['celtic', 'celtic rock', 'irish folk']",78003,53
6070,Gaetano Donizetti,"['early romantic era', 'italian opera', 'italian romanticism']",53328,50
6071,Gaetano Pugnani,['classical era'],28434,50
6072,Gai Barone,"['italian trance', 'progressive house']",6141,37
6073,Gaiteros de Pillopo,"['classic venezuelan pop', 'gaita zuliana', 'musica llanera']",12509,23
6074,Gaither Vocal Band,['southern gospel'],122592,54
6075,Gal Costa,"['bossa nova', 'mpb', 'samba', 'tropicalia']",450013,70
6076,Gala,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",3065949,78
6077,Galactic,"['funk', 'funk rock', 'jam band', 'modern funk', 'new orleans funk']",6,51
6078,Galactixx,"['euphoric hardstyle', 'hardstyle', 'rawstyle']",247015,68
6079,Galahad,"['crossover prog', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",2435,33
6080,Galantis,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",3065949,78
6081,Galaxie 500,"['alternative rock', 'anti-folk', 'art pop', 'art rock', 'dance rock', 'dream pop', 'freak folk', 'gbvfi', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new wave', 'noise pop', 'nu gaze', 'shoegaze', 'slowcore']",112285,47
6082,Gale Garnett,['american folk revival'],2245,33
6083,Galen Behr,['dutch trance'],766,16
6084,Galimatias,"['alternative r&b', 'chillstep', 'future bass', 'indie soul', 'vapor twitch']",844973,72
6085,Galina Vishnevskaya,['classical soprano'],34477,53
6086,Gallego,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",5240236,83
6087,Galliano Masini,['italian tenor'],225,3
6088,Galy Galiano,"['musica popular colombiana', 'salsa', 'salsa colombiana', 'tropical']",98388,59
6089,Gambino,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",7694079,81
6090,Gamma Ray,"['german metal', 'german power metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'speed metal']",1222603,71
6091,Ganar,"['bouncy house', 'deep happy hardcore']",112204,58
6092,Gang Green,"['boston hardcore', 'boston punk', 'boston rock', 'crossover thrash', 'hardcore punk', 'punk', 'thrash core']",5151,30
6093,Gang Of Four,"['alternative rock', 'art punk', 'art rock', 'dance rock', 'dance-punk', 'experimental', 'funk rock', 'new wave', 'post-punk', 'punk', 'uk post-punk']",152343,53
6094,Gang Starr,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",667696,66
6095,Gang of Youths,"['australian indie', 'australian pop', 'modern rock']",250591,64
6096,Gangsta Boo,"['dirty south rap', 'gangster rap', 'hip pop', 'memphis hip hop', 'southern hip hop', 'trap']",884394,69
6097,Gangsta Pat,"['gangster rap', 'memphis hip hop', 'phonk', 'underground hip hop']",35117,42
6098,Ganksta Nip,['dirty texas rap'],240,21
6099,Garbage,"['alternative dance', 'alternative rock', 'dance pop', 'electronic rock', 'lilith', 'permanent wave', 'pop rock', 'rock']",69991,52
6100,Gareth Emery,"['big room', 'edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",259488,64
6101,Garibaldi,"['latin pop', 'mexican pop']",113,64
6102,Garland Green,"['chicago soul', 'classic soul', 'southern soul']",2544,23
6103,Garland Jeffreys,['pub rock'],9672,40
6104,Garmarna,"['folkmusik', 'hurdy-gurdy', 'medieval folk', 'nordic folk', 'viking folk']",53647,47
6105,Garnet Mimms,"['rhythm and blues', 'southern soul']",5566,34
6106,Garnet Mimms & The Enchanters,"['rhythm and blues', 'southern soul']",5566,34
6107,Garnett Silk,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae', 'roots reggae']",64420,44
6108,Garoto,"['bandinhas', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",333,47
6109,Garou,"['chanson', 'french pop']",39107,60
6110,Garrett Hedlund,"['contemporary country', 'country']",11924,46
6111,Garth Brooks,"['country', 'oklahoma country']",2551,41
6112,Garth Stevenson,['contrabass'],25719,51
6113,Gary Allan,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']",804392,62
6114,Gary Bartz,"['indie jazz', 'jazz funk', 'jazz saxophone', 'soul jazz']",14953,41
6115,Gary Bartz Ntu Troop,"['afrofuturism', 'spiritual jazz']",2664,31
6116,Gary Burton,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz vibraphone']",34884,46
6117,Gary Clark Jr.,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",5602286,83
6118,Gary Go,['432hz'],462703,69
6119,Gary Graffman,['american classical piano'],209706,57
6120,Gary Hobbs,['tejano'],24648,41
6121,Gary Hoey,"['neo classical metal', 'shred']",12835,36
6122,Gary Jules,['neo mellow'],69453,57
6123,Gary Lewis & The Playboys,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']",92985,43
6124,Gary Lightbody,['british singer-songwriter'],38647874,97
6125,Gary Low,['italian disco'],758095,68
6126,Gary Maguire,['tech trance'],4444,39
6127,Gary McFarland,['jazz vibraphone'],249,27
6128,Gary Moore,"['album rock', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'rock']",439928,63
6129,Gary Morris,['classic country pop'],12779,31
6130,Gary Numan,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'synthpop']",310478,58
6131,Gary P. Nunn,"['oklahoma country', 'outlaw country', 'texas country']",17301,38
6132,Gary Peacock,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz double bass']",245922,60
6133,Gary Puckett & The Union Gap,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",158516,49
6134,Gary Shearston,['bush ballad'],734,26
6135,Gary Stewart,"['country', 'country rock', 'outlaw country', 'texas country']",31864,46
6136,Gary U.S. Bonds,['rhythm and blues'],10559,37
6137,Gary Valenciano,"['classic opm', 'opm', 'papuri', 'pinoy praise']",667639,59
6138,Gary Wilson,"['outsider', 'synth funk']",14896,36
6139,Gary Wright,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']",89531,49
6140,Gaspar Sanz,"['baroque', 'musica antigua', 'spanish baroque']",2262,34
6141,Gat Decor,"['classic progressive house', 'hip house', 'rave']",5774,41
6142,Gate,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",475605,62
6143,Gato Barbieri,"['jazz saxophone', 'latin soundtrack', 'smooth jazz']",28330,41
6144,Gattuso,"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']",24950,68
6145,Gauhar Jaan,"['hindustani vocal', 'indian classical']",13,0
6146,Gavin DeGraw,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",1097375,68
6147,Gavin Greenaway,"['british soundtrack', 'scorecore', 'soundtrack']",2496177,79
6148,Gayatri,['filmi'],281310,61
6149,Gayla Peevey,['novelty'],2868,31
6150,Gayle Adams,"['deep disco', 'disco', 'post-disco', 'post-disco soul']",8297,29
6151,Gazebo,['italian disco'],246812,68
6152,Gebrüder Grimm,['kleine hoerspiel'],1927,40
6153,Geert Huinink,['dutch trance'],12684,37
6154,Geeta Dutt,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'sufi']",306006,44
6155,Gemini,"['dance pop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap']",764559,77
6156,Gene Ammons,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz', 'stride', 'vocal jazz']",27440,46
6157,Gene Autry,"['adult standards', 'cowboy western', 'oklahoma country', 'traditional country', 'yodeling']",39844,45
6158,Gene Chandler,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']",53839,45
6159,Gene Clark,"['alternative country', 'baroque pop', 'brill building pop', 'classic uk pop', 'cosmic american', 'country rock', 'folk', 'folk rock', 'psychedelic rock', 'pub rock', 'roots rock', 'singer-songwriter', 'traditional folk']",37616,43
6160,Gene Harris,"['jazz funk', 'jazz piano', 'soul jazz']",11483,35
6161,Gene Harris & The Three Sounds,"['jazz funk', 'soul jazz']",6337,33
6162,Gene Kelly,"['adult standards', 'lounge', 'vintage hollywood']",66220,50
6163,Gene Krupa,"['big band', 'jazz drums', 'stride', 'swing']",34166,36
6164,Gene Krupa & His Orchestra,"['big band', 'swing']",5353,20
6165,Gene Loves Jezebel,"['dance rock', 'gothic rock', 'new romantic', 'new wave', 'synthpop', 'welsh rock']",63007,42
6166,Gene Pitney,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",159341,49
6167,Gene Simmons,"['glam metal', 'hard rock']",169591,59
6168,Gene Taylor,"['louisiana blues', 'new orleans blues']",14548,35
6169,Gene Vincent,"['rock-and-roll', 'rockabilly']",37285,42
6170,Gene Vincent & His Blue Caps,"['rock-and-roll', 'rockabilly']",37285,42
6171,Gene Watson,"['classic country pop', 'country', 'country rock']",48741,46
6172,Generacion De Jesus,['latin christian'],17650,39
6173,General Public,"['dance rock', 'new romantic', 'new wave', 'synthpop']",46546,41
6174,Generation X,"['glam punk', 'pub rock', 'punk']",1160418,72
6175,Generationals,"['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new orleans indie', 'shimmer pop', 'stomp and holler']",130050,55
6176,Genesis,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1351235,73
6177,Genix,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",303,36
6178,Genny Day,['swing italiano'],119,13
6179,Genoa Keawe,['hawaiian'],2150,28
6180,Gente De Zona,"['cubaton', 'latin', 'latin hip hop', 'latin pop', 'tropical']",1344156,74
6181,Gentle Giant,"['album rock', 'art rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",33240,37
6182,Gentle Rain Makers,['environmental'],290,48
6183,Geo Da Silva,['pop house'],14988,42
6184,Geoff Love & His Orchestra,"['easy listening', 'theme']",3192,33
6185,Geoff Moore & The Distance,"['christian music', 'deep christian rock']",12173,29
6186,Geoff Palmer,['modern power pop'],3,17
6187,Geoffrey Oryema,"['afropop', 'world']",26029,47
6188,Geoffrey Parsons,['art song'],16326,40
6189,Georg Hann,"['canadian indie', 'canadian singer-songwriter', 'deep new americana', 'vancouver indie']",3140359,81
6190,Georg Kulenkampff,['historic classical performance'],1122563,72
6191,Georg Philipp Telemann,"['baroque', 'classical', 'early music', 'german baroque']",97288,56
6192,Georg Riedel,"['barnmusik', 'swedish jazz']",46425,50
6193,George Baker Selection,"['classic uk pop', 'nederpop']",33742,55
6194,George Balanchine's The Nutcracker,['ballet class'],959572,71
