,Artist,Genres,Followers,Popularity,Songs
3008,Ex,"['k-pop', 'k-pop boy group']",38647874,97,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']"
3009,Example,"['dance pop', 'grime', 'hip house', 'house', 'pop dance', 'tropical house', 'uk dance']",2170866,82,"['All Around The World (La La La)', 'One More Dance (with Alida)', 'Good Example (with Andy Grammer)', 'Creep - mint Singles', 'Dream of You (with R3HAB)', ""Don't Call Me Up - R3HAB Remix"", 'Stars Align (with Jolin Tsai)', 'Distant Memory (with Timmy Trumpet x W&W)', 'Be Okay (with HRVY)', 'Algo Mágico - R3HAB Remix']"
3010,Exciter,"['brill building pop', 'classic girl group', 'motown', 'northern soul']",2567042,70,"['Breaking the Law', ""You've Got Another Thing Coming"", 'Painkiller', 'Living After Midnight', 'Electric Eye', 'Angel', 'Beyond the Realms of Death', 'Turbo Lover - Remastered', 'Lightning Strike', 'Night Crawler']"
3011,Exis,"['gymcore', 'hard alternative', 'post-screamo']",1276496,78,"['Runaway', 'Into the Unknown', 'Running with the Wolves', 'Half the World Away', 'Mucho Más Allá', 'Exist for Love', 'Murder Song (5, 4, 3, 2, 1) - Acoustic', 'Wo noch niemand war', 'Stjernestøv', 'Conqueror']"
3012,Exodus,"['death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'speed metal', 'thrash metal']",9361244,83,"['Three Little Birds', 'Could You Be Loved', 'Is This Love', 'Jamming', 'One Love / People Get Ready - Medley', 'Buffalo Soldier', 'Redemption Song', 'No Woman, No Cry - Live At The Lyceum, London/1975', 'Waiting In Vain', 'Is This Love - Remix']"
3013,Explosions In The Sky,"['american post-rock', 'cinematic post-rock', 'compositional ambient', 'instrumental post-rock', 'melancholia', 'post-rock']",549936,57,"['Your Hand In Mine', 'Waking Up', 'Remember Me As A Time Of Day - Remastered', 'So Long, Lonesome', 'First Breath After Coma', 'Hello!', 'Never, Never, Never Give Up', 'The Long Spring', 'The Only Moment We Were Alone', 'Six Days At The Bottom Of The Ocean']"
3014,Exposé,"['freestyle', 'new wave pop']",105902,84,"['Do I Wanna Know?', ""I'm Yours"", 'Steven Universe', 'Yellow', 'Better Together', 'Sunflower', 'Jocelyn Flores', ""Tell Me Why I'm Waiting"", 'Dancing in the Moonlight', 'A Thousand Years']"
3015,Extreme,"['album rock', 'funk metal', 'glam metal', 'hard rock', 'rock']",372674,67,"['More Than Words', 'More Than Words - Remix', 'Hole Hearted', 'Play With Me', 'Get The Funk Out', 'Rest In Peace', 'Politicalamity', 'More Than Words - Edit', 'Decadence Dance', 'He-Man Woman Hater']"
3016,Extreme Music,"['epicore', 'rebel blues']",15390,54,"['Hold On', 'Save My Soul', 'Hero', 'Eyes Can’t Hide', 'Don’t Try', 'Back of My Mind', 'L.O.V.E.', 'Rise Up', 'Pure Evil', 'Standing Tall']"
3017,Eydie Gormé,"['adult standards', 'bolero']",62393,60,"['Sabor a Mí', 'Piel Canela', 'Historia de un Amor', 'Nosotros', 'Cuando Vuelva a Tu Lado', 'Noche de Ronda', 'La Última Noche', 'Y...qué Hiciste', 'Luna Lunera', 'Vereda Tropical']"
3018,Eyedress,"['indie garage rock', 'noise pop']",140745,71,"['Jealous', 'Romantic Lover', 'Cocaine Sunday', 'On Fye', 'Separation Anxiety', ""I Don't Wanna Be Your Friend"", 'Jealous - King Krule Nothing Special Remix', 'Can I See You Tonight?', ""Let's Skip to the Wedding"", ""Kiss Me Like It's the First Time""]"
3019,Ezequiel Peña,"['mariachi', 'ranchera', 'regional mexican']",154721,56,"['Ebrio De Amor', 'Una Página Más', 'Prefiero Partir', 'Que Chulada De Mujer', 'Dos Traiciones', 'Dos Vicios - Mariachi', 'Que Te Quieran Más Que Yo', 'La Venia Bendita', 'Dos Vicios - Banda', 'Beso A Beso']"
3020,F / I,"['dark cabaret', 'folk punk', 'ska punk']",33578447,90,"['Believer', 'Follow You', 'Thunder', 'Bad Liar', 'Natural', 'Demons', 'Whatever It Takes', 'Radioactive', 'Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)', 'On Top Of The World']"
3021,F U S E R,['ambient techno'],341868,72,"['Under The Sun (with J. Cole & Lute feat. DaBaby)', 'Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)', 'Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)', 'Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba)', 'Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy)', 'Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude', '1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)', 'Sunset (with J. Cole feat. Young Nudy)', 'Still Dreamin (with JID & Lute feat. 6LACK)', 'Self Love (with Ari Lennox & Bas feat. Baby Rose)']"
3022,F. Charles Adler,['historic orchestral performance'],20359,55,"['Ave Maria', 'Ave Maria, CG 89a', 'Ave Maria', 'Roméo et Juliette, CG 9 / Act 1: ""Ah, je veux vivre""', 'Ave Maria', 'Ave Maria, CG 89a (Arr. Emanuele Vianelli)', 'Roméo et Juliette, CG 9 / Act 1: ""Ah, je veux vivre dans ce rève""', ""Ave Maria, CG 89a: arr. from Bach's Prelude No.1 BWV 846: Ave Maria: Arr. From Bach's Prelude No. 1 BWV 846"", 'Ave Maria', 'Roméo et Juliette, Act I: Ah! Je veux vivre']"
3023,F.R. David,"['french synthpop', 'italian disco']",41715,57,"['Words - Original Version 1983', 'Sahara Night', 'Pick Up the Phone', 'Music', ""Girl (You're My Song)"", 'Music', ""Girl / You're My Song"", 'Take Me Back', 'I Need You', 'Someone to Love']"
3024,FB,"['chicago drill', 'chicago rap', 'drill', 'trap']",171189,55,"['Exposing Me Remix (feat. Rooga)', 'Slide', 'Dead B', 'I’m From 63RD', 'Chicago Legends', 'We Getting Money', 'Scared Of Who', 'Hell Yea', 'Hate Us', 'Batman']"
3025,FIDLAR,"['australian garage punk', 'indie garage rock', 'modern rock', 'noise pop']",268786,58,"['Sober', 'No Waves', 'By Myself', 'Bad Habits', 'West Coast', '40oz. On Repeat', 'Can’t You See', 'Cheap Beer', 'Wake Bake Skate', 'Flake']"
3026,FINNEAS,"['electropop', 'indie pop', 'la indie', 'pop']",493899,76,"['Moral of the Story', 'Till Forever Falls Apart', 'Moral of the Story (feat. Niall Horan)', 'Save Myself', ""I'm Fine"", 'The Same', 'Love Me For The Weekend (with Ashe)', 'Good Together', 'Right To It (with Ashe)', 'Right Where You Should Be (feat. Ashe & Louis Futon)']"
3027,FISHER,['australian house'],529264,70,"['Losing It', 'You Little Beauty', 'Stop It', 'Ya Kidding', 'Freaks', ""Wanna Go Dancin'"", 'Losing It - Radio Edit', ""Ya Didn't"", 'Crowd Control', 'Ya Kidding - Solardo Remix']"
3028,FKA twigs,"['afrofuturism', 'alternative r&b', 'art pop', 'dance pop', 'escape room', 'pop', 'trip hop']",3744335,89,"['Spicy (feat. Post Malone)', 'Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix', 'Nights Like This (feat. Ty Dolla $ign)', 'Swalla (feat. Nicki Minaj & Ty Dolla $ign)', 'OTW', 'The Business, Pt. II', 'Ego Death (feat. Kanye West, FKA twigs & Skrillex)', 'Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)', 'Bacc Seat (feat. Ty Dolla $ign)', 'Do You Believe']"
3029,FKJ,"['filter house', 'indie soul']",806612,75,"['Tadow', 'Mystery Lady (feat. Don Toliver)', 'Navajo', 'Good & Plenty', 'Queen Tings', 'Good & Plenty - Remix', 'Sunday Vibes', ""Stickin' (feat. Masego & VanJess)"", 'Silver Tongue Devil (feat. Shenseea)', 'My City ft. Masego']"
3030,FKi 1st,['atl trap'],274497,56,"['2 MUCH (feat. 24hrs)', 'Came Up', 'Soundclash', 'Blackout', 'So Far', 'ID', 'MVP (feat. Smokepurpp) - NGHTMRE Remix', 'TTU (Too Turnt Up)', 'Mosh Pit', 'REDLIGHT - Flosstradamus Remix']"
3031,FLAME,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",166235,69,"['Flames (feat. Avril Lavigne)', 'Heavy (feat. blackbear)', 'Stay Away (feat. Machine Gun Kelly & Goody Grace)', 'Karma', 'Betterman', 'Bones', 'I Remember Way Too Much', 'Kinda Like It Now', 'Internet Killed The Rockstar', 'Stay Away (Piano Version) [feat. Machine Gun Kelly]']"
3032,FLETCHER,"['dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop', 'social media pop']",425796,74,"['Arcade (feat. FLETCHER)', 'Bitter', 'Undrunk', 'Bitter (feat. Trevor Daniel)', 'All Love', 'Forever', 'I Believe You', ""If You're Gonna Lie"", 'Feel', 'If I Hated You']"
3033,FLOW,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",4228330,80,"['Ophelia', 'Ho Hey', 'Sleep On The Floor', 'Stubborn Love', 'Cleopatra', 'Flowers in Your Hair', 'Gloria', 'Nobody Knows', 'Angela', 'Walls']"
3034,FM,"['cali rap', 'detroit trap']",595761,76,"['ROXANNE', 'FML', 'NIGHTRIDER', 'No I in Team', 'Drinking Problem (feat. 27CLUB)', '24', 'Swerve', 'FAST', 'RIP', 'Homies']"
3035,FM Static,"['canadian ccm', 'canadian pop punk', 'christian alternative rock', 'christian punk']",175663,54,"['Tonight', 'Moment Of Truth', 'Definitely Maybe', 'Nice Piece Of Art', 'Take Me As I Am', 'Six Candles', 'Girl Of The Year', ""America's Next Freak"", 'What It Feels Like', 'Waste Of Time']"
3036,FOOOL,['swedish idol pop'],1821794,78,"['Devil Town', 'This Is Home', 'Boys Will Be Bugs', 'Juliet', 'Lemon Boy', 'Fool', 'Home', 'Talk to Me', 'Cut My Hair', 'Green']"
3037,FUNKIST,['j-poprock'],12667,51,"['Snow Fairy', 'Ft.', 'Sleep Talking', 'Shine', '日出づる', 'V-ROAD', 'Go Now', 'Border', 'New Days', 'Chanin']"
3038,Fabian Almazan,"['jazz cubano', 'modern jazz piano']",25104,55,"['Entrustment', 'Children Of Flint', 'Combat Breathing', 'Night And Day', 'Touba', 'Augury', 'Drummer’s Song', 'Configurations', 'Uneasy', 'Retrofit']"
3039,Fabiana Cantilo,"['argentine rock', 'argentine telepop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",251845,58,"['Amanece En La Ruta', 'Mi enfermedad', 'Fue Amor', 'Nada es para siempre', 'Pupilas Lejanas', 'Mary Poppins y el deshollinador', 'Eiti Leda (feat. Gustavo Cerati)', 'Nada Es Para Siempre', 'La Batalla', 'Tiro de Gracia']"
3040,Fabien Gabel,['orchestral performance'],268818,68,"['The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)', 'Carnival of the Animals, R. 125: The Swan', 'The Swan', 'Danse Macabre, Op.40, R.171', 'Le Cygne', 'Le Carnaval des Animaux, R.125: 13. The Swan (Arr. Hodge for Cello, Harp & Ensemble)', 'Danse macabre in G Minor, Op. 40', 'Le Carnaval des Animaux, R. 125: 13. Le Cygne', 'Carnival of the Animals: The Swan', 'Saint-Saëns / Transcr. Vidal: Le carnaval des animaux, R. 125: XIII. Le cygne']"
3041,Fabio Biondi,"['baroque ensemble', 'baroque violin', 'classical performance', 'early music', 'historically informed performance', 'italian violin', 'orchestral performance', 'violin']",1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']"
3042,Fabio Concato,"['classic italian pop', 'italian adult pop']",83657,52,"['Fiore Di Maggio', 'Domenica Bestiale', ""M'Innamoro Davvero"", 'Guido Piano', 'Non smetto di aspettarti', 'Ti Ricordo Ancora', 'Rosalina', 'Tienimi Dentro Te', 'A Dean Martin', 'Speriamo che piova - Versione acustica']"
3043,Fabolous,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']",5741599,77,"['Bottoms Up (feat. Nicki Minaj)', 'Slow Motion', 'Back Home (feat. Summer Walker)', 'Na Na', 'Say Aah (feat. Fabolous)', ""Can't Help but Wait"", 'Nobody Else but You', 'Chi Chi (feat. Chris Brown)', 'Rain (feat. Swae Lee)', 'Touchin, Lovin (feat. Nicki Minaj)']"
3044,Fabricantes De Lluvia,['water'],768,52,"['Cozy Rain Sound', 'Smooth Rain', 'Pouring Rain', 'Lluvia', 'Heavy Forest White Noise Rain', 'Life Blossoms', 'Fuerte Lluvia Sobre Un Techo Metálico', 'Delicado Golpeteo De Lluvia', 'Río Tranquilo', 'Twilight Mirage']"
3045,Fabrizio De André,"['""canzone d\'autore""', 'canzone genovese', 'classic italian pop', 'folk rock italiano', 'italian adult pop', 'musica sarda']",764410,63,"['Il pescatore', 'Don Raffaè', 'Bocca di rosa', 'Via del campo', 'Volta la carta', 'Dolcenera', ""Ballata dell'amore cieco (o della vanità)"", 'La guerra di Piero', 'Il testamento di Tito', 'Un giudice']"
3046,Fabrizio Paterlini,"['compositional ambient', 'focus', 'neo-classical']",74072,62,"['Soffia la notte', 'Rue des trois frères', 'All My Joy, All My Pain', 'When Orange is the Sky', 'Historiette No. 5', 'While Everything Burns', 'My Piano, The Clouds', 'That Feeling, Though', 'Week No. 8', 'Fragments Found']"
3047,Face To Face,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']",7624236,86,"['One More Time', 'Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit', 'Instant Crush (feat. Julian Casablancas)', 'Around the World', 'Harder, Better, Faster, Stronger', 'Get Lucky (feat. Pharrell Williams & Nile Rodgers)', 'Lose Yourself to Dance (feat. Pharrell Williams)', 'Something About Us', 'Digital Love', 'Giorgio by Moroder']"
3048,Faces,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'glam rock', 'hard rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'pub rock', 'rock', 'roots rock', 'soft rock']",282058,62,"['Ooh La La', 'Stay With Me', 'Debris', 'Glad and Sorry', 'Cindy Incidentally', ""Bad 'n' Ruin"", 'Just Another Honky', ""Miss Judy's Farm"", ""Maybe I'm Amazed"", 'Stay With Me (with The Royal Philharmonic Orchestra)']"
3049,Factor B,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",393081,74,"['Sour Patch Kids', 'La La Land (feat. YG)', 'Drew Barrymore', 'La La Land', 'Stay', 'Guilty Pleasure', 'Sunflower Seeds', 'La La Land - Acoustic', 'Care At All', ""I'm Not Alright""]"
3050,Factorial FX,['sound'],1201,57,"['Soft Rain Pouring', 'Rain Droplets', 'Chill Waves', 'Relax Waves', 'Smooth Waves', 'Rain in the Forest', 'Noise in the Woods Pt. 3', 'Mother Nature', 'Forest Birds Sounds', 'Sounds Of Mountain']"
3051,Fady,"['arab electronic', 'progressive uplifting trance']",575157,55,"['Fady Shewaya', 'Dari Ya Alby', 'El Waqaa El Akheera', ""Ma'lesh"", ""Tasna'o Almustaheel"", 'Mawloud Sanat 80', 'El Kessa Welly Kan', 'العيطة (feat. Habib Belk)', 'Setta Sabahan', 'Feeh Nas']"
3052,Failure,"['alternative metal', 'alternative rock', 'grunge', 'post-hardcore']",3443260,76,"['The Diary of Jane - Single Version', 'I Will Not Bow', 'Dance With The Devil', 'Angels Fall', 'Breath', 'Blood', 'Ashes of Eden', 'Failure', 'So Cold - Remix', 'Dear Agony']"
3053,Fairuz,"['arab pop', 'classic arab pop', 'dabke', 'lebanese pop']",691545,59,"['Saalouny El Nas', 'Kifak Inta', 'Nassam Alayna El Hawa', 'Le Beirut', 'Sallimleh Alayh', 'Ana Le Habiby', 'Saaltak Habiby', 'Bahebek Ya Lebnan', 'Kedeish Kan Fe Nas - Live from Baalbeck 1973', 'Al Bostah']"
3054,Faith Evans,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",1108233,76,"[""I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster"", 'I Need A Girl PT II - Album Version (Edited)', 'Bad Boy for Life', 'I Need a Girl (Pt. 1) [feat. Usher & Loon]', ""Young G's (feat. The Notorious B.I.G. & Jay-Z)"", 'Victory (feat. The Notorious B.I.G. & Busta Rhymes)', 'Been Around the World (feat. The Notorious B.I.G. & Mase)', 'Last Night', ""Can't Nobody Hold Me Down (feat. Mase)"", ""It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix""]"
3055,Faith Hill,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",3549821,77,"['Undivided', 'Humble And Kind', 'I Like It, I Love It', 'Live Like You Were Dying', 'Just To See You Smile', 'Where The Green Grass Grows', 'Something Like That', ""Highway Don't Care"", 'Indian Outlaw', 'The Rest of Our Life']"
3056,Faith No More,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'rap metal', 'rock']",1282928,67,"['Epic', 'Easy', 'Midlife Crisis', 'Ashes to Ashes - 2016 Remaster', 'Evidence - 2016 Remaster', 'Falling to Pieces', 'We Care a Lot', 'War Pigs', 'From out of Nowhere', 'I Started a Joke - Digging the Grave B-Side; 2016 Remaster']"
3057,Faithless,"['big beat', 'downtempo', 'electronica', 'trip hop']",1496554,66,"['In The End', 'Scarlet Cross', 'Knives and Pens', 'Wake Up', 'Fallen Angels', 'Rebel Love Song', 'Fields of Bone', 'Goodbye Agony', 'Heart Of Fire', 'Perfect Weapon']"
3058,Falco,"['anime score', 'japanese vgm', 'sound team']",1495797,78,"['Summertime In Paris', 'Icon', ""I Can't Be Myself (feat. Jaden)"", ""I'm Ready"", 'Ninety', 'On My Own', 'Falling For You with Justin Bieber', 'SOHO', 'Cabin Fever', 'Way Up']"
3059,Falcon,['vapor twitch'],12764,57,"['Cardinal', 'Falcon', 'Swan', 'Golden Pheasant', 'Bopatron', 'Bright Beginning', 'Gin', 'Twitter Telephone', 'Topaz', 'Inverno']"
3060,Fall Out Boy,"['emo', 'modern rock', 'pop punk']",8729940,83,"['Centuries', ""Sugar, We're Goin Down"", 'Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)', 'Thnks fr th Mmrs', 'Dance, Dance', 'Immortals', 'My Songs Know What You Did In The Dark (Light Em Up)', ""I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy)"", 'Uma Thurman', 'The Phoenix']"
3061,Falling In Reverse,"['metalcore', 'modern rock', 'pop punk', 'rap metal', 'rock']",1690702,75,"['Popular Monster', 'The Drug In Me Is You', 'Good Girls Bad Guys', 'Drugs', ""I'm Not A Vampire - Revamped"", 'Carry On', ""I'm Not A Vampire"", 'The Drug In Me Is Reimagined', 'Fashionably Late', 'Losing My Life']"
3062,Fame on Fire,['post-screamo'],156395,64,"['Without Me', 'Blinding Lights', 'XO TOUR Llif3', 'Mood', 'Shape of You', 'Lucid Dreams', 'Her Eyes', 'Black Widow (feat. Twiggy)', 'Roxanne', ""Don't Let Me Down""]"
3063,Family,"['chicago rap', 'trap']",995919,69,"['A Country Boy Can Survive', 'Family Tradition', 'Dinosaur', 'Whiskey Bent And Hell Bound', ""If Heaven Ain't A Lot Like Dixie"", 'Weatherman', 'All My Rowdy Friends (Have Settled Down)', 'The Conversation', ""O.D.'d In Denver"", 'The American Way']"
3064,Family of the Year,['stomp and holler'],143567,54,"['Hero', 'Psyche Or Like Scope', 'Summer Girl', 'Let Her Go', 'St. Croix', 'Diversity', 'Latchkey Kids', 'Carry Me', 'Hero - Acoustic', 'Starboy']"
3065,Famous Dex,"['chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",2177162,68,"['JAPAN', 'PICK IT UP (feat. A$AP Rocky)', 'What I Like (feat. Rich The Kid & Tyga)', 'Welcome to the Party (with Lil Pump, Juicy J, Famous Dex, & French Montana) - Remix', 'Hoes Mad', 'Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)', 'Couped Out (feat. Fivio Foreign)', 'Japan 88', 'Drip From My Walk', 'Party Bus']"
