,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Christoph Willibald Gluck,-0.024964138389119976,-0.17824192728747287,-0.18714286764773602,0.013807463343349256,-0.3515781994301539,-0.05047444371017643,-0.2587910589834791,-0.10727497552649809,-0.26200097100861525,0.11428428534613921,-0.1606976252506955,0.2244434040152223,-0.0995601109302524,-0.1638151856414642,0.028011110007048794,0.3389104341838876,0.12393520160805509,0.14812214126705378,0.3358327762445919,-0.08377438307764397,0.08479487733594872,-0.14121153459548144,0.013207424586044047,0.13963213446300976,0.22956254690519012,-0.06162282911463478,-0.19598902859838652,-0.06245996469185326,0.02266611243118503,-0.2498236998318147,0.08022768822416282,-0.09165582503708757,-0.11115884020571472,-0.1046396351618617,0.0689555313820199,0.03181092270634372,0.05559534653579982,0.02973777394001625,0.06215678321591211,-0.008582006286328036
Nelson Gonçalves,-0.05813151732549142,-0.06357401727259707,-0.011024604256503022,-0.0005071014196743462,0.008263743866060873,0.08623935946468793,0.019812675011635934,-0.03746287004716699,0.005195609415757115,-0.06833937209766262,-0.09927250205119874,0.03796414951662878,-0.023365358625036973,0.02314136182788648,0.017691551656179427,0.0046121440796082465,0.020152634658402557,0.09855458156899972,-0.007641297582046942,-0.012323415865240652,0.02318529798738957,0.040679000763339496,-0.03205444551216051,-0.04587203923429929,0.06807759629852397,0.009864905059199049,-0.04882294189676489,0.15934811650072922,0.09927668898363802,0.12230669126958774,-0.21601816768692045,-0.10218959485993105,0.8964671563346877,-0.06027800231588113,0.01576984238787756,-0.014083381833711162,-0.0015546278539081805,-0.00711814660258128,-0.13152696157002955,0.10284943720689407
Jennifer Warnes,-0.11970074878530873,0.18083178941109176,-0.6039003373188461,0.33981809491684484,-0.13891829687052265,-0.09904798297295299,-0.08026522696816231,-0.3108220792999083,-0.09640513034793714,0.05323455601360177,0.09658410804980117,0.21824197601438036,-0.14065088238826398,0.0604152318791878,-0.10089461564393871,-0.10595595734246424,-0.029234859021759867,-0.06861107334669767,-0.0995648787166753,0.00805030693852479,0.01131409620336379,0.03601781795802614,-0.07181015133299098,0.07527979854108298,0.07273040454944743,0.014199929726508968,0.003665735546322376,-0.05977102256731367,0.10643246725191131,-0.04667033353922045,-0.06308234388100949,0.09742208015758498,0.016219871651266718,0.20058866181826973,-0.11797753236098207,-0.02253740678140109,-0.02032483899766608,-0.14921891529424647,0.1963988987638317,0.21608468863709687
Steve Earle,0.013154555490286319,0.007159662019419909,-0.1778910090287797,0.02923758426819162,-0.03288006782503407,0.02396575409610109,0.060809873517544,-0.12752696376682426,-0.07499265787644227,0.041871232612892585,-0.0017276953145542217,-0.06602909019742562,-0.0476232638169583,-0.04070101848909227,-0.03892473149546965,-0.010077104983770199,-0.011460574157433248,-0.0006116474302037163,0.06396480804548593,0.03279321188293765,0.009775144385462635,-0.020567182879637755,-0.01641753628852685,0.03487784906497448,-0.004253075909234575,0.0014996455010761623,-0.0053186939341929775,-0.0786228472587642,0.06646282778154988,0.09579013013696269,0.04077923395501555,0.07673278850811342,0.037359785865995435,-0.036129406461980845,-0.38084442127837853,0.6805189199980359,-0.03131053760565897,0.5052279215762291,0.10019897614102095,0.12874703056647868
D-Sturb,-0.4860331942681077,0.047604494469905737,0.06660522582234497,-0.3165378663820455,0.38883195925566144,-0.13427957226331655,0.174758506649593,0.002989213994272914,0.015040199359888864,0.12521198639943443,-0.1210969458558761,-0.40589932377102406,0.07707871168900314,-0.09662980098589045,0.00863370857278698,-0.012003007692119368,-0.029734338670605265,0.0698613906275165,-0.023539674344108374,-0.20051425788730542,0.11327707261927285,-0.11237436577606866,0.1671415614237997,0.09392365168435908,0.12078332199724716,0.018677079728762442,-0.006530277597547922,-0.12224516233612895,0.03693665099644032,-0.0186076435333348,-0.03947510255138421,-0.014210187478609311,-0.030830120130630148,-0.2719917320583129,0.011487575486357478,-0.03820883378693792,-0.042681578501994645,-0.03848590279475084,0.09263644312047814,0.12545426993683695
Sabrina Carpenter,0.009683657865034454,0.01647803377506741,0.007962411091568438,0.023809572879995324,0.01607837569328589,-0.006420421950546714,0.019652036633631187,-0.004179482040660589,-0.0052058929366030965,-0.0018211741389058172,0.0014459750955007262,-0.0026377723355409306,-0.004272739384924732,0.001016081569497583,0.00569030016904152,0.027986231490729725,0.030716648541436527,-0.01080718939336558,-0.0027213891866064164,0.003138700993592656,-0.0008921078340847842,-0.005817611314222902,-0.01161285974394506,0.004860229895606001,7.539818893468155e-05,0.019649119866970693,0.003829961209929013,-0.014693870061679585,-0.01875793898607213,0.01892044010819438,0.012480372231409772,-0.0028401311533322836,0.0049168087793383716,-0.06874695215403621,-0.4512745879189682,-0.506213178427614,0.6480172768854627,0.32932122406268427,0.025522869273432856,0.031376369293757464
T. M. Soundararajan,-0.007067903437342711,-0.19348150582395876,-0.1773980951239091,0.010927955707268863,-0.3529890946964413,-0.0502656647300865,-0.27049536444757494,-0.09115519533608356,-0.3033282892236281,0.1322034921171876,-0.16589949955813774,0.23750243359241582,-0.08615170486980876,-0.16209373691416137,0.011691668230435916,0.3414139028028881,0.0942182955434034,0.13264834788901247,0.31235884221022037,-0.08729847971443462,0.08260714943673628,-0.12000760786987703,0.0029345290163316153,0.14573666519543116,0.17239780589983475,-0.08725726970853773,-0.22126464053263434,-0.0402501560607688,0.03657876065271828,-0.20330556689023702,0.0938148503354302,-0.12445482850512346,-0.1471033089762119,-0.11616221184895184,0.09132015977786354,0.002317875719149285,0.03682322465966853,0.02895904159491907,0.05845352697947973,-0.020228058851992914
Ex,-0.02150758922524494,0.1080497093712693,0.19287816975567174,-0.039097492940591276,-0.0887560875007802,0.04113032562198191,0.03278738048038316,-0.1433208587550804,-0.08574615024125874,0.020756215727790905,-0.03981451524120437,0.07429072679975027,0.05341689538761955,-0.06995896309099489,0.1642795838496364,-0.02041911996906583,-0.03793099227572966,-0.028712595609648714,-0.030020692874380868,0.3423518608682269,-0.09796067416158033,0.14692153185126167,-0.3346904585100193,0.2820824779751704,0.16945641072441403,0.029852402451032375,-0.1962403544162809,0.3711038961322334,-0.12848699693027604,-0.0705876407134201,0.3718379711856293,-0.15723661287479326,0.004431439323781455,0.19883965863500375,-0.15801682283177365,-0.11924054339549282,-0.17660945247838336,-0.015448400456259071,0.08777956670393029,0.128742624305268
Baby Keem,0.1636261161631317,0.02368386335005805,-0.46001173436407955,0.12192202544471009,-0.3155339559119133,0.08209718865915193,-0.04942024077012831,0.10632693917382491,0.12482778831716178,-0.19530865898920174,0.1739556622144976,0.3667394811546694,-0.1373113067219144,0.0400530593598018,-0.11819593717416066,-0.0069869805596735,0.02477887760505373,0.002292951127223417,-0.05459457654231031,0.17187539639874755,-0.17437371329935708,0.17266083721917955,-0.03849177183527737,0.006072427352356671,-0.056146484107355496,-0.001097974691893398,-0.04306314906737717,0.09951956016891438,-0.020588079000290492,0.008357332870731283,0.19008699262670825,-0.0717309227367193,-0.027261123896241645,-0.39594344460364633,0.022055495865662113,-0.11505362794073255,-0.15786947782731667,0.052822635941659195,0.10003863810112243,0.11249957078754012
Bill Evans Trio,0.2266278401552332,-0.16639371418560084,-0.06698109844424308,-0.39439708995666395,-0.38316525874608937,0.05236469996149921,-0.37901330645281156,-0.15081309985708122,-0.09420616616522866,0.06494510311303316,0.014527733065867581,-0.008850680586735628,0.02370357520047087,-0.06340163138074659,0.0281589202701226,-0.016387157451604274,-0.027634998183650727,-0.017804092030455698,-0.3010146648019736,0.27334461796819587,0.10936411225893185,-0.25900816407338384,0.09353760080385269,0.05280411708091738,0.0820490118722936,0.03070677777722303,-0.11506591421893547,0.002727287045811276,0.0528127286377925,-0.20644919213083573,-0.03579330488485329,-0.0739422719372329,-0.0118147874687348,0.03457158321659828,0.1157926917586103,0.14254828789093682,0.2005747747083172,-0.05558979360976609,0.0816977983904291,0.1039638026815677
Otto Knows,-0.05203150412809699,0.00666169665275676,0.24099575952558439,-0.024848402760567188,-0.030623799669216516,0.30375324436954354,-0.2761861182217458,-0.07012061992017216,-0.06678480103109215,-0.6009419822981721,0.3012948540063677,-0.19615539299351548,0.25673310328514215,-0.02210718494630716,-0.24843412753373684,-0.0478031745377642,-0.1268928412090627,0.12737514980096165,0.17424745477655706,0.02605582393627997,0.025722688138824543,-0.03195027798295165,-0.1056676504115678,0.09598051305131057,-0.003054962476205269,0.009229222385132208,-0.14249764429773876,0.014408442778166691,-0.0571050909634349,-0.0243049715097424,0.07976054393993404,-0.01209424528836706,0.00617757203585708,-0.011883679421358043,-0.0009192412288753292,-0.02026997195546576,-0.009320081942006233,-0.038698810429577346,0.09132387333419524,0.10949616215311236
Marino,-0.020210567683187044,-0.18785095506149702,-0.18074749859642925,-0.004942139435722401,-0.3415099149536882,-0.044136065085255284,-0.2622564816301547,-0.06522502174603435,-0.2607400217608833,0.12900127335289394,-0.18183327303624372,0.21308279223517432,-0.08689217480072729,-0.1849576123865228,0.03711352493590885,0.3328981178610895,0.09388069508849424,0.14128474703305952,0.3278861491392095,-0.08928978895611325,0.11226637668334,-0.12788707520683693,-0.007053044689270709,0.13604113676341859,0.2297015358557051,-0.08382157204049734,-0.21451331462416753,-0.0642864691246694,0.03877187645958334,-0.22980266807714184,0.08347913200102805,-0.11041398347579097,-0.13767186224255762,-0.09331170488417542,0.10512683691597395,0.026566369938960218,0.04397947580440982,0.0372697265489042,0.06751030010700826,-0.021575456872702136
Dame Joan Sutherland,0.007669725745452099,0.21474259704039475,0.17892919310710723,-0.01788168521003431,0.33401363159088965,0.06810104195699872,0.2702699420304519,0.07718354053842295,0.29731780452155876,-0.14232029733417115,0.16968861040885627,-0.21086160437699264,0.10225172794977364,0.1627707247203882,-0.04509772153484912,-0.3437106409198254,-0.09294037917605506,-0.15249261902267722,-0.3086329225448463,0.0872237253013503,-0.0882833952405906,0.13430336926978625,0.0013942336785103537,-0.1486588299381758,-0.18585244323143818,0.05426028123737593,0.22231027637018297,0.05129571312040729,-0.03306072155855223,0.22084340344624442,-0.10675657601123816,0.1136527131921092,0.11783614367313076,0.09243904126410814,-0.09195101482464896,-0.021552040951058716,-0.06691797445519862,-0.023452503842179055,-0.06519204391704266,0.014938326871278978
Gladys Knight & The Pips,0.15214036718064847,-0.18886700017303606,0.1107798016042497,0.027894778890857584,-0.24091334540624035,0.14332758013839725,-0.25469982865268037,-0.19332266316479627,-0.07133177307193603,-0.036107129786890055,-0.0236168669202842,-0.18298179294866082,0.14097917842457686,0.004324769858119526,0.0553150423243333,-0.26598718953129047,-0.17264411547654496,-0.13865036691113858,-0.5982604603747927,-0.15397263984949355,-0.0430088189174397,0.026498753441506914,-0.04070324692088837,-0.111709587517442,-0.08522730850083386,0.0015083297875132038,-0.06263106592857579,0.126866025212332,0.0074294369198718395,-0.10346193311915292,0.034765050226719794,-0.02053123605704034,0.012112634676615228,0.24294032690936768,-0.08101935622940361,-0.020780509784103302,-0.04121851026974964,-0.03974625770007502,0.15589569139383602,0.18002996239815
Jenni Rivera,-0.036981875554972135,0.04490538893386582,0.06843971706251006,-0.09010733070462665,0.015543482190174955,0.1083754058217708,0.008487224258918668,0.05269187652881429,0.08271808687395803,0.21914827994917271,0.06553249089632411,-0.14961987732663187,0.10017581604085138,0.4560370732163772,-0.1501915254183831,0.005876339848962485,0.006773351924538938,-0.03604285250643473,0.043527518638205094,0.0006385844114450679,0.053466976921711644,-0.022153824493767803,-0.04854033908482733,-0.10985905717592467,0.05741371250873101,0.005873480052863568,-0.012306777462622926,-0.04048336942058483,-0.08293684635446903,-0.20617782122138195,0.1281792980351353,0.47614749533070655,0.10038152322314967,-0.050303064764949904,0.005325614883617106,-0.018891342801827547,-0.0008356559417166728,-0.023968597278303364,-0.44446618432481005,0.3421166068808535
